,qual_pos,driver,qual_time,race_num,year
2494,20,   Kyle Weatherman,30.958   ,30,2019
2495,22,   Bayley Currey,31.116   ,30,2019
2496,24,   Joey Gase,31.322   ,30,2019
2497,26,   Landon Cassill,31.516   ,30,2019
2498,28,   David Starr,31.588   ,30,2019
2499,30,   Josh Williams,31.693   ,30,2019
2500,32,   Tyler Matthews,31.877   ,30,2019
2501,34,   C.J. McLaughlin,32.321   ,30,2019
2502,36,   Vinnie Miller,32.757   ,30,2019
2503,38,   Michael Annett,   ,30,2019
2504,1,   Tyler Reddick,28.316   ,31,2019
2505,3,   Christopher Bell,28.352   ,31,2019
2506,5,   Chase Briscoe,28.497   ,31,2019
2507,7,   Ross Chastain,28.557   ,31,2019
2508,9,   Brandon Jones,28.563   ,31,2019
2509,11,   John Hunter Nemechek,28.812   ,31,2019
2510,13,   Brandon Brown,28.915   ,31,2019
2511,15,   B.J. McLeod,29.032   ,31,2019
2512,17,"   Ray Black, Jr.",29.140   ,31,2019
2513,19,   Michael Annett,29.241   ,31,2019
2514,21,   Ryan Sieg,29.339   ,31,2019
2515,23,   Landon Cassill,29.407   ,31,2019
2516,25,   J.J. Yeley,29.499   ,31,2019
2517,27,   Garrett Smithley,29.618   ,31,2019
2518,29,   Stephen Leicht,29.655   ,31,2019
2519,31,   David Starr,29.932   ,31,2019
2520,33,   Bobby Dale Earnhardt,30.266   ,31,2019
2521,35,   Timmy Hill,30.545   ,31,2019
2522,37,   Joey Gase,30.600   ,31,2019
2523,2,   Harrison Burton,28.348   ,31,2019
2524,4,   Cole Custer,28.426   ,31,2019
2525,6,   Justin Allgaier,28.515   ,31,2019
2526,8,   Jeb Burton,28.559   ,31,2019
2527,10,   Noah Gragson,28.630   ,31,2019
2528,12,   Jeremy Clements,28.852   ,31,2019
2529,14,   Austin Cindric,29.015   ,31,2019
2530,16,   Stefan Parsons,29.118   ,31,2019
2531,18,   Bayley Currey,29.208   ,31,2019
2532,20,"   Ronnie Bassett, Jr.",29.319   ,31,2019
2533,22,   Gray Gaulding,29.354   ,31,2019
2534,24,   Josh Williams,29.478   ,31,2019
2535,26,   Matt Mills,29.605   ,31,2019
2536,28,   Chad Finchum,29.618   ,31,2019
2537,30,   Kyle Weatherman,29.694   ,31,2019
2538,32,   C.J. McLaughlin,29.953   ,31,2019
2539,34,   Vinnie Miller,30.476   ,31,2019
2540,36,   Josh Bilicki,30.549   ,31,2019
2541,38,   Justin Haley,   ,31,2019
2542,1,   Christopher Bell,27.180   ,32,2019
2543,3,   Chase Briscoe,27.317   ,32,2019
2544,5,   Justin Allgaier,27.347   ,32,2019
2545,7,   Austin Cindric,27.478   ,32,2019
2546,9,   Michael Annett,27.554   ,32,2019
2547,11,   Riley Herbst,27.605   ,32,2019
2548,13,   John Hunter Nemechek,27.703   ,32,2019
2549,15,   Gray Gaulding,27.731   ,32,2019
2550,17,   Brandon Brown,27.940   ,32,2019
2551,19,"   Ray Black, Jr.",27.998   ,32,2019
2552,21,   Matt Mills,28.131   ,32,2019
2553,23,   Josh Williams,28.186   ,32,2019
2554,25,   Stephen Leicht,28.284   ,32,2019
2555,27,   Tommy Joe Martins,28.337   ,32,2019
2556,29,   Ryan Vargas,28.421   ,32,2019
2557,31,   David Starr,28.508   ,32,2019
2558,33,   Tyler Matthews,28.646   ,32,2019
2559,35,   Garrett Smithley,28.758   ,32,2019
2560,37,   Mike Harmon,29.046   ,32,2019
2561,2,   Cole Custer,27.252   ,32,2019
2562,4,   Tyler Reddick,27.328   ,32,2019
2563,6,   Zane Smith,27.447   ,32,2019
2564,8,   Brandon Jones,27.531   ,32,2019
2565,10,   Jeremy Clements,27.595   ,32,2019
2566,12,   Noah Gragson,27.612   ,32,2019
2567,14,   Justin Haley,27.721   ,32,2019
2568,16,   Ryan Sieg,27.738   ,32,2019
2569,18,   Landon Cassill,27.957   ,32,2019
2570,20,   J.J. Yeley,28.123   ,32,2019
2571,22,   Joey Gase,28.171   ,32,2019
2572,24,"   Ronnie Bassett, Jr.",28.215   ,32,2019
2573,26,   Bayley Currey,28.336   ,32,2019
2574,28,   Dexter Bean,28.346   ,32,2019
2575,30,   Joe Nemechek,28.488   ,32,2019
2576,32,   Josh Bilicki,28.520   ,32,2019
2577,34,   Chad Finchum,28.731   ,32,2019
2578,36,   Vinnie Miller,28.877   ,32,2019
2579,38,   Bobby Dale Earnhardt,29.203   ,32,2019
2580,1,   Tyler Reddick,32.322   ,33,2019
2581,3,   Austin Cindric,32.469   ,33,2019
2582,5,   Chase Briscoe,32.602   ,33,2019
2583,7,   Christopher Bell,32.724   ,33,2019
2584,9,   Harrison Burton,32.780   ,33,2019
2585,11,   Jeremy Clements,32.916   ,33,2019
2586,13,   Landon Cassill,33.008   ,33,2019
2587,15,   Colin Garrett,33.111   ,33,2019
2588,17,   Alex Labbe,33.211   ,33,2019
2589,19,   J.J. Yeley,33.315   ,33,2019
2590,21,   Stephen Leicht,33.421   ,33,2019
2591,23,   Brandon Brown,33.490   ,33,2019
2592,25,   David Starr,33.591   ,33,2019
2593,27,   C.J. McLaughlin,33.617   ,33,2019
2594,29,   Chad Finchum,33.704   ,33,2019
2595,31,   Garrett Smithley,33.724   ,33,2019
2596,33,   Robby Lyons,34.202   ,33,2019
2597,35,   Joey Gase,34.402   ,33,2019
2598,37,   Vinnie Miller,34.565   ,33,2019
2599,39,   Bobby Dale Earnhardt,34.455   ,33,2019
2600,2,   Cole Custer,32.395   ,33,2019
2601,4,   Brandon Jones,32.562   ,33,2019
2602,6,   John Hunter Nemechek,32.636   ,33,2019
2603,8,   Justin Haley,32.728   ,33,2019
2604,10,   Noah Gragson,32.857   ,33,2019
2605,12,   B.J. McLeod,32.940   ,33,2019
2606,14,   Ryan Sieg,33.046   ,33,2019
2607,16,   Justin Allgaier,33.143   ,33,2019
2608,18,   Jeb Burton,33.227   ,33,2019
2609,20,   Michael Annett,33.410   ,33,2019
2610,22,   Josh Williams,33.478   ,33,2019
2611,24,   Timmy Hill,33.556   ,33,2019
2612,26,   Gray Gaulding,33.597   ,33,2019
2613,28,   Matt Mills,33.687   ,33,2019
2614,30,"   Ray Black, Jr.",33.719   ,33,2019
2615,32,   Will Rodgers,34.068   ,33,2019
2616,34,   Tyler Matthews,34.336   ,33,2019
2617,36,"   Jairo Avila, Jr.",34.452   ,33,2019
2618,38,   Joe Nemechek,35.334   ,33,2019
2619,1,   Myatt Snider,47.763   ,1,2020
2620,3,   Justin Haley,47.849   ,1,2020
2621,5,"   Joe Graf, Jr.",47.926   ,1,2020
2622,7,   Riley Herbst,47.981   ,1,2020
2623,9,   Ryan Sieg,48.021   ,1,2020
2624,11,   Brandon Brown,48.070   ,1,2020
2625,13,   Justin Allgaier,48.207   ,1,2020
2626,15,   Austin Cindric,48.437   ,1,2020
2627,17,   Josh Williams,48.446   ,1,2020
2628,19,   Alex Labbe,48.589   ,1,2020
2629,21,   C.J. McLaughlin,48.599   ,1,2020
2630,23,   Jeff Green,48.705   ,1,2020
2631,25,   Vinnie Miller,48.827   ,1,2020
2632,27,   Chris Cockrum,48.837   ,1,2020
2633,29,   Jeremy Clements,48.895   ,1,2020
2634,31,   David Starr,49.017   ,1,2020
2635,33,   Chad Finchum,49.116   ,1,2020
2636,35,   J.J. Yeley,49.202   ,1,2020
2637,37,   Colin Garrett,49.027   ,1,2020
2638,39,   Ross Chastain,50.602   ,1,2020
2639,2,   Michael Annett,47.817   ,1,2020
2640,4,   Jeb Burton,47.917   ,1,2020
2641,6,   Brandon Jones,47.936   ,1,2020
2642,8,   Harrison Burton,47.985   ,1,2020
2643,10,   Chase Briscoe,48.032   ,1,2020
2644,12,   Noah Gragson,48.079   ,1,2020
2645,14,   Caesar Bacarella,48.242   ,1,2020
2646,16,"   Ray Black, Jr.",48.438   ,1,2020
2647,18,   Jesse Little,48.526   ,1,2020
2648,20,   Robby Lyons,48.598   ,1,2020
2649,22,   B.J. McLeod,48.691   ,1,2020
2650,24,   Brett Moffitt,48.715   ,1,2020
2651,26,   Timmy Hill,48.835   ,1,2020
2652,28,   Austin Hill,48.887   ,1,2020
2653,30,   Matt Mills,48.996   ,1,2020
2654,32,   Josh Bilicki,49.082   ,1,2020
2655,34,   Joe Nemechek,49.184   ,1,2020
2656,36,   Mike Harmon,49.377   ,1,2020
2657,38,   Tommy Joe Martins,49.095   ,1,2020
2658,40,   A.J. Allmendinger,51.113   ,1,2020
2659,1,   Myatt Snider,   ,2,2020
2660,3,   Harrison Burton,   ,2,2020
2661,5,   J.J. Yeley,   ,2,2020
2662,7,   Noah Gragson,   ,2,2020
2663,9,   Brandon Jones,   ,2,2020
2664,11,   Justin Haley,   ,2,2020
2665,13,   Brett Moffitt,   ,2,2020
2666,15,"   Joe Graf, Jr.",   ,2,2020
2667,17,   Robby Lyons,   ,2,2020
2668,19,   Brandon Brown,   ,2,2020
2669,21,   David Starr,   ,2,2020
2670,23,   Alex Labbe,   ,2,2020
2671,25,   Ross Chastain,   ,2,2020
2672,27,   Vinnie Miller,   ,2,2020
2673,29,   Timmy Hill,   ,2,2020
2674,31,   Joe Nemechek,   ,2,2020
2675,33,   Kyle Weatherman,   ,2,2020
2676,35,   Tommy Joe Martins,   ,2,2020
2677,2,   Chase Briscoe,   ,2,2020
2678,4,   Justin Allgaier,   ,2,2020
2679,6,   Austin Cindric,   ,2,2020
2680,8,   Michael Annett,   ,2,2020
2681,10,   Daniel Hemric,   ,2,2020
2682,12,   Riley Herbst,   ,2,2020
2683,14,   Joey Gase,   ,2,2020
2684,16,   Jeremy Clements,   ,2,2020
2685,18,"   Ray Black, Jr.",   ,2,2020
2686,20,   Josh Williams,   ,2,2020
2687,22,   Jesse Little,   ,2,2020
2688,24,   B.J. McLeod,   ,2,2020
2689,26,   Matt Mills,   ,2,2020
2690,28,   Mason Massey,   ,2,2020
2691,30,   Stephen Leicht,   ,2,2020
2692,32,   Ryan Sieg,   ,2,2020
2693,34,   Chad Finchum,   ,2,2020
2694,36,   Landon Cassill,   ,2,2020
2695,1,   Brandon Jones,39.948   ,3,2020
2696,3,   Chase Briscoe,40.137   ,3,2020
2697,5,   Riley Herbst,40.242   ,3,2020
2698,7,   Austin Cindric,40.314   ,3,2020
2699,9,   Justin Haley,40.578   ,3,2020
2700,11,   Jeremy Clements,40.598   ,3,2020
2701,13,   Anthony Alfredo,40.692   ,3,2020
2702,15,   Austin Hill,40.920   ,3,2020
2703,17,   Alex Labbe,41.395   ,3,2020
2704,19,   Myatt Snider,41.451   ,3,2020
2705,21,   Brandon Brown,41.636   ,3,2020
2706,23,   J.J. Yeley,41.675   ,3,2020
2707,25,   Josh Williams,41.765   ,3,2020
2708,27,   Chad Finchum,41.972   ,3,2020
2709,29,   Brett Moffitt,42.086   ,3,2020
2710,31,   Tommy Joe Martins,42.200   ,3,2020
2711,33,   Stephen Leicht,43.103   ,3,2020
2712,35,   Robby Lyons,43.916   ,3,2020
2713,2,   Harrison Burton,40.079   ,3,2020
2714,4,   Daniel Hemric,40.230   ,3,2020
2715,6,   Ross Chastain,40.248   ,3,2020
2716,8,   Ryan Sieg,40.441   ,3,2020
2717,10,   Justin Allgaier,40.597   ,3,2020
2718,12,   Noah Gragson,40.667   ,3,2020
2719,14,   Michael Annett,40.780   ,3,2020
2720,16,   Jesse Little,41.297   ,3,2020
2721,18,   Bayley Currey,41.405   ,3,2020
2722,20,"   Ray Black, Jr.",41.521   ,3,2020
2723,22,"   Joe Graf, Jr.",41.650   ,3,2020
2724,24,   Landon Cassill,41.711   ,3,2020
2725,26,   B.J. McLeod,41.891   ,3,2020
2726,28,   Kyle Weatherman,42.071   ,3,2020
2727,30,   David Starr,42.158   ,3,2020
2728,32,   Matt Mills,42.294   ,3,2020
2729,34,   Josh Bilicki,43.333   ,3,2020
2730,36,   Vinnie Miller,44.090   ,3,2020
2731,1,   Kyle Busch,26.869   ,4,2020
2732,3,   Harrison Burton,26.967   ,4,2020
2733,5,   Ross Chastain,26.995   ,4,2020
2734,7,   Noah Gragson,27.000   ,4,2020
2735,9,   Chase Briscoe,27.143   ,4,2020
2736,11,   Riley Herbst,27.197   ,4,2020
2737,13,   Brandon Brown,27.310   ,4,2020
2738,15,   Myatt Snider,27.383   ,4,2020
2739,17,   Brett Moffitt,27.409   ,4,2020
2740,19,"   Joe Graf, Jr.",27.510   ,4,2020
2741,21,   B.J. McLeod,27.535   ,4,2020
2742,23,"   Ray Black, Jr.",27.546   ,4,2020
2743,25,   Stephen Leicht,27.654   ,4,2020
2744,27,   Joe Nemechek,27.676   ,4,2020
2745,29,   Jeff Green,27.717   ,4,2020
2746,31,   Chad Finchum,27.806   ,4,2020
2747,33,   Jesse Little,27.939   ,4,2020
2748,35,   Vinnie Miller,28.516   ,4,2020
2749,37,   J.J. Yeley,27.815   ,4,2020
2750,39,   Bayley Currey,28.149   ,4,2020
2751,2,   Austin Cindric,26.933   ,4,2020
2752,4,   Brad Keselowski,26.991   ,4,2020
2753,6,   Justin Allgaier,26.997   ,4,2020
2754,8,   Brandon Jones,27.011   ,4,2020
2755,10,   Ryan Sieg,27.143   ,4,2020
2756,12,   Daniel Hemric,27.207   ,4,2020
2757,14,   Justin Haley,27.311   ,4,2020
2758,16,   Landon Cassill,27.394   ,4,2020
2759,18,   Jeremy Clements,27.411   ,4,2020
2760,20,   Dillon Bassett,27.524   ,4,2020
2761,22,   Alex Labbe,27.536   ,4,2020
2762,24,   Josh Williams,27.594   ,4,2020
2763,26,   Michael Annett,27.671   ,4,2020
2764,28,   Tommy Joe Martins,27.692   ,4,2020
2765,30,   Timmy Hill,27.723   ,4,2020
2766,32,   David Starr,27.902   ,4,2020
2767,34,   Colby Howard,27.992   ,4,2020
2768,36,   Kody Vanderwal,28.710   ,4,2020
2769,38,   Matt Mills,27.849   ,4,2020
2770,1,   Noah Gragson,   ,5,2020
2771,3,   Justin Haley,   ,5,2020
2772,5,   Riley Herbst,   ,5,2020
2773,7,   Austin Cindric,   ,5,2020
2774,9,   Ross Chastain,   ,5,2020
2775,11,   Chase Briscoe,   ,5,2020
2776,13,   B.J. McLeod,   ,5,2020
2777,15,   Josh Williams,   ,5,2020
2778,17,   Anthony Alfredo,   ,5,2020
2779,19,"   Ray Black, Jr.",   ,5,2020
2780,21,   Kody Vanderwal,   ,5,2020
2781,23,   Daniel Hemric,   ,5,2020
2782,25,   Tommy Joe Martins,   ,5,2020
2783,27,   Matt Mills,   ,5,2020
2784,29,   Joe Nemechek,   ,5,2020
2785,31,   Colby Howard,   ,5,2020
2786,33,   Mason Massey,   ,5,2020
2787,35,   Bayley Currey,   ,5,2020
2788,37,   Stephen Leicht,   ,5,2020
2789,39,   Colin Garrett,   ,5,2020
2790,2,   Michael Annett,   ,5,2020
2791,4,   Ryan Sieg,   ,5,2020
2792,6,   Brandon Brown,   ,5,2020
2793,8,   Brandon Jones,   ,5,2020
2794,10,   Justin Allgaier,   ,5,2020
2795,12,   Harrison Burton,   ,5,2020
2796,14,   Myatt Snider,   ,5,2020
2797,16,   Alex Labbe,   ,5,2020
2798,18,   Jesse Little,   ,5,2020
2799,20,   Vinnie Miller,   ,5,2020
2800,22,   Brett Moffitt,   ,5,2020
2801,24,   Chad Finchum,   ,5,2020
2802,26,   Kyle Busch,   ,5,2020
2803,28,   Timmy Hill,   ,5,2020
2804,30,   Jeremy Clements,   ,5,2020
2805,32,"   Ronnie Bassett, Jr.",   ,5,2020
2806,34,   Jeffrey Earnhardt,   ,5,2020
2807,36,"   Joe Graf, Jr.",   ,5,2020
2808,38,   Landon Cassill,   ,5,2020
2809,1,   Ross Chastain,   ,6,2020
2810,3,   Justin Haley,   ,6,2020
2811,5,   Riley Herbst,   ,6,2020
2812,7,   Ryan Sieg,   ,6,2020
2813,9,   Michael Annett,   ,6,2020
2814,11,   Harrison Burton,   ,6,2020
2815,13,   Chad Finchum,   ,6,2020
2816,15,   Brandon Brown,   ,6,2020
2817,17,   Myatt Snider,   ,6,2020
2818,19,   Dillon Bassett,   ,6,2020
2819,21,   Josh Williams,   ,6,2020
2820,23,   Jeffrey Earnhardt,   ,6,2020
2821,25,   Timmy Hill,   ,6,2020
2822,27,   Jeremy Clements,   ,6,2020
2823,29,   Colby Howard,   ,6,2020
2824,31,   Joe Nemechek,   ,6,2020
2825,33,   Matt Mills,   ,6,2020
2826,35,   Kody Vanderwal,   ,6,2020
2827,37,   Alex Labbe,   ,6,2020
2828,2,   Brandon Jones,   ,6,2020
2829,4,   Justin Allgaier,   ,6,2020
2830,6,   Austin Cindric,   ,6,2020
2831,8,   Chase Briscoe,   ,6,2020
2832,10,   Noah Gragson,   ,6,2020
2833,12,   Daniel Hemric,   ,6,2020
2834,14,   B.J. McLeod,   ,6,2020
2835,16,   Vinnie Miller,   ,6,2020
2836,18,   Kyle Busch,   ,6,2020
2837,20,   Jeff Green,   ,6,2020
2838,22,   Brett Moffitt,   ,6,2020
2839,24,   Garrett Smithley,   ,6,2020
2840,26,   Austin Hill,   ,6,2020
2841,28,"   Joe Graf, Jr.",   ,6,2020
2842,30,   Mason Massey,   ,6,2020
2843,32,   Tommy Joe Martins,   ,6,2020
2844,34,   Jesse Little,   ,6,2020
2845,36,   Robby Lyons,   ,6,2020
2846,1,   Harrison Burton,   ,7,2020
2847,3,   Austin Cindric,   ,7,2020
2848,5,   Ryan Sieg,   ,7,2020
2849,7,   Riley Herbst,   ,7,2020
2850,9,   Noah Gragson,   ,7,2020
2851,11,   Chase Briscoe,   ,7,2020
2852,13,   Carson Ware,   ,7,2020
2853,15,   Jesse Little,   ,7,2020
2854,17,   Chad Finchum,   ,7,2020
2855,19,"   Ronnie Bassett, Jr.",   ,7,2020
2856,21,   Brandon Brown,   ,7,2020
2857,23,   Josh Williams,   ,7,2020
2858,25,   Timmy Hill,   ,7,2020
2859,27,   A.J. Allmendinger,   ,7,2020
2860,29,   Jeremy Clements,   ,7,2020
2861,31,   Matt Mills,   ,7,2020
2862,33,   Bayley Currey,   ,7,2020
2863,35,   Tommy Joe Martins,   ,7,2020
2864,37,   Stephen Leicht,   ,7,2020
2865,2,   Brandon Jones,   ,7,2020
2866,4,   Justin Haley,   ,7,2020
2867,6,   Ross Chastain,   ,7,2020
2868,8,   Daniel Hemric,   ,7,2020
2869,10,   Justin Allgaier,   ,7,2020
2870,12,   Michael Annett,   ,7,2020
2871,14,   Vinnie Miller,   ,7,2020
2872,16,   Jeff Green,   ,7,2020
2873,18,   Jeffrey Earnhardt,   ,7,2020
2874,20,   Patrick Emerling,   ,7,2020
2875,22,   Myatt Snider,   ,7,2020
2876,24,   B.J. McLeod,   ,7,2020
2877,26,   Colby Howard,   ,7,2020
2878,28,   Joe Nemechek,   ,7,2020
2879,30,   Kody Vanderwal,   ,7,2020
2880,32,   Alex Labbe,   ,7,2020
2881,34,   Mason Massey,   ,7,2020
2882,36,"   Joe Graf, Jr.",   ,7,2020
2883,1,   Noah Gragson,   ,8,2020
2884,3,   Justin Allgaier,   ,8,2020
2885,5,   Harrison Burton,   ,8,2020
2886,7,   Ryan Sieg,   ,8,2020
2887,9,   Chase Briscoe,   ,8,2020
2888,11,   Ross Chastain,   ,8,2020
2889,13,   Brett Moffitt,   ,8,2020
2890,15,   Alex Labbe,   ,8,2020
2891,17,   B.J. McLeod,   ,8,2020
2892,19,   Vinnie Miller,   ,8,2020
2893,21,   Michael Annett,   ,8,2020
2894,23,   Josh Williams,   ,8,2020
2895,25,   Mason Massey,   ,8,2020
2896,27,"   Joe Graf, Jr.",   ,8,2020
2897,29,   Timmy Hill,   ,8,2020
2898,31,   Bayley Currey,   ,8,2020
2899,33,   Tommy Joe Martins,   ,8,2020
2900,35,   Myatt Snider,   ,8,2020
2901,37,   Stephen Leicht,   ,8,2020
2902,2,   Daniel Hemric,   ,8,2020
2903,4,   Justin Haley,   ,8,2020
2904,6,   Riley Herbst,   ,8,2020
2905,8,   Austin Cindric,   ,8,2020
2906,10,   Brandon Brown,   ,8,2020
2907,12,   Brandon Jones,   ,8,2020
2908,14,   Jesse Little,   ,8,2020
2909,16,   Jeffrey Earnhardt,   ,8,2020
2910,18,   Chad Finchum,   ,8,2020
2911,20,   Jeremy Clements,   ,8,2020
2912,22,   Garrett Smithley,   ,8,2020
2913,24,   Anthony Alfredo,   ,8,2020
2914,26,   Matt Mills,   ,8,2020
2915,28,   Joe Nemechek,   ,8,2020
2916,30,   A.J. Allmendinger,   ,8,2020
2917,32,"   Ronnie Bassett, Jr.",   ,8,2020
2918,34,   Colby Howard,   ,8,2020
2919,36,   Kody Vanderwal,   ,8,2020
2920,1,   Harrison Burton,   ,9,2020
2921,3,   Ross Chastain,   ,9,2020
2922,5,   Brandon Brown,   ,9,2020
2923,7,   Ryan Sieg,   ,9,2020
2924,9,   Austin Cindric,   ,9,2020
2925,11,   Justin Allgaier,   ,9,2020
2926,13,   Brett Moffitt,   ,9,2020
2927,15,   Jeffrey Earnhardt,   ,9,2020
2928,17,   Michael Annett,   ,9,2020
2929,19,   Chad Finchum,   ,9,2020
2930,21,   Anthony Alfredo,   ,9,2020
2931,23,   Jeremy Clements,   ,9,2020
2932,25,   Bayley Currey,   ,9,2020
2933,27,   Stefan Parsons,   ,9,2020
2934,29,   Kyle Weatherman,   ,9,2020
2935,31,   Colby Howard,   ,9,2020
2936,33,   Stephen Leicht,   ,9,2020
2937,35,   Matt Mills,   ,9,2020
2938,37,   Colin Garrett,   ,9,2020
2939,2,   Noah Gragson,   ,9,2020
2940,4,   Brandon Jones,   ,9,2020
2941,6,   Riley Herbst,   ,9,2020
2942,8,   Chase Briscoe,   ,9,2020
2943,10,   Justin Haley,   ,9,2020
2944,12,"   Dale Earnhardt, Jr.",   ,9,2020
2945,14,   J.J. Yeley,   ,9,2020
2946,16,   Jesse Little,   ,9,2020
2947,18,   Josh Williams,   ,9,2020
2948,20,   Vinnie Miller,   ,9,2020
2949,22,   B.J. McLeod,   ,9,2020
2950,24,   Caesar Bacarella,   ,9,2020
2951,26,   Myatt Snider,   ,9,2020
2952,28,   Timmy Hill,   ,9,2020
2953,30,   Kody Vanderwal,   ,9,2020
2954,32,"   Joe Graf, Jr.",   ,9,2020
2955,34,   Tommy Joe Martins,   ,9,2020
2956,36,   Alex Labbe,   ,9,2020
2957,1,   Myatt Snider,   ,10,2020
2958,3,   Justin Haley,   ,10,2020
2959,5,   Carson Ware,   ,10,2020
2960,7,   Ross Chastain,   ,10,2020
2961,9,   Chase Briscoe,   ,10,2020
2962,11,   Daniel Hemric,   ,10,2020
2963,13,   Noah Gragson,   ,10,2020
2964,15,   Harrison Burton,   ,10,2020
2965,17,   Colby Howard,   ,10,2020
2966,19,   Jeffrey Earnhardt,   ,10,2020
2967,21,   Colin Garrett,   ,10,2020
2968,23,   Timmy Hill,   ,10,2020
2969,25,   Alex Labbe,   ,10,2020
2970,27,   Matt Mills,   ,10,2020
2971,29,   Caesar Bacarella,   ,10,2020
2972,31,   Tommy Joe Martins,   ,10,2020
2973,33,   Kyle Weatherman,   ,10,2020
2974,35,"   Jairo Avila, Jr.",   ,10,2020
2975,37,   Kody Vanderwal,   ,10,2020
2976,2,   Brandon Brown,   ,10,2020
2977,4,   Jeremy Clements,   ,10,2020
2978,6,   Riley Herbst,   ,10,2020
2979,8,   Brandon Jones,   ,10,2020
2980,10,   Michael Annett,   ,10,2020
2981,12,   Anthony Alfredo,   ,10,2020
2982,14,   Austin Cindric,   ,10,2020
2983,16,"   Joe Graf, Jr.",   ,10,2020
2984,18,   Jesse Little,   ,10,2020
2985,20,   Josh Williams,   ,10,2020
2986,22,   Stefan Parsons,   ,10,2020
2987,24,   Bayley Currey,   ,10,2020
2988,26,   B.J. McLeod,   ,10,2020
2989,28,   Ryan Sieg,   ,10,2020
2990,30,   Chad Finchum,   ,10,2020
2991,32,   Justin Allgaier,   ,10,2020
2992,34,   Vinnie Miller,   ,10,2020
2993,36,   Stephen Leicht,   ,10,2020
2994,38,   A.J. Allmendinger,   ,10,2020
2995,1,   Justin Haley,   ,11,2020
2996,3,   Ryan Sieg,   ,11,2020
2997,5,   Noah Gragson,   ,11,2020
2998,7,   Austin Cindric,   ,11,2020
2999,9,   Ross Chastain,   ,11,2020
3000,11,   Harrison Burton,   ,11,2020
3001,13,   Jeffrey Earnhardt,   ,11,2020
3002,15,   Brandon Brown,   ,11,2020
3003,17,   Caesar Bacarella,   ,11,2020
3004,19,   Jeremy Clements,   ,11,2020
3005,21,   Gray Gaulding,   ,11,2020
3006,23,"   Joe Graf, Jr.",   ,11,2020
3007,25,   Mike Harmon,   ,11,2020
3008,27,   Alex Labbe,   ,11,2020
3009,29,   Tim Viens,   ,11,2020
3010,31,   Myatt Snider,   ,11,2020
3011,33,   Timmy Hill,   ,11,2020
3012,35,   Mason Massey,   ,11,2020
3013,37,   Matt Mills,   ,11,2020
3014,39,   Colin Garrett,   ,11,2020
3015,2,   Michael Annett,   ,11,2020
3016,4,   Chase Briscoe,   ,11,2020
3017,6,   Brandon Jones,   ,11,2020
3018,8,   Jeb Burton,   ,11,2020
3019,10,   Anthony Alfredo,   ,11,2020
3020,12,   Justin Allgaier,   ,11,2020
3021,14,   Robby Lyons,   ,11,2020
3022,16,   B.J. McLeod,   ,11,2020
3023,18,   Jesse Little,   ,11,2020
3024,20,   Brett Moffitt,   ,11,2020
3025,22,   Riley Herbst,   ,11,2020
3026,24,   Josh Williams,   ,11,2020
3027,26,   Kody Vanderwal,   ,11,2020
3028,28,   Vinnie Miller,   ,11,2020
3029,30,   Chad Finchum,   ,11,2020
3030,32,   Tommy Joe Martins,   ,11,2020
3031,34,   A.J. Allmendinger,   ,11,2020
3032,36,   Jeff Green,   ,11,2020
3033,38,   John Jackson,   ,11,2020
3034,1,   Noah Gragson,   ,12,2020
3035,3,   Chase Briscoe,   ,12,2020
3036,5,   Ross Chastain,   ,12,2020
3037,7,   Brandon Jones,   ,12,2020
3038,9,   Austin Cindric,   ,12,2020
3039,11,   Ryan Sieg,   ,12,2020
3040,13,   Josh Williams,   ,12,2020
3041,15,   Jeffrey Earnhardt,   ,12,2020
3042,17,   Ryan Vargas,   ,12,2020
3043,19,   Alex Labbe,   ,12,2020
3044,21,   Jeremy Clements,   ,12,2020
3045,23,   B.J. McLeod,   ,12,2020
3046,25,"   Joe Graf, Jr.",   ,12,2020
3047,27,   Chad Finchum,   ,12,2020
3048,29,   Vinnie Miller,   ,12,2020
3049,31,   Tommy Joe Martins,   ,12,2020
3050,33,   Matt Mills,   ,12,2020
3051,35,   Bayley Currey,   ,12,2020
3052,2,   Myatt Snider,   ,12,2020
3053,4,   Justin Allgaier,   ,12,2020
3054,6,   Justin Haley,   ,12,2020
3055,8,   Daniel Hemric,   ,12,2020
3056,10,   Harrison Burton,   ,12,2020
3057,12,   Michael Annett,   ,12,2020
3058,14,   Jesse Little,   ,12,2020
3059,16,   Carson Ware,   ,12,2020
3060,18,   Brett Moffitt,   ,12,2020
3061,20,   Dexter Bean,   ,12,2020
3062,22,   Brandon Brown,   ,12,2020
3063,24,   Riley Herbst,   ,12,2020
3064,26,   Stefan Parsons,   ,12,2020
3065,28,   Kody Vanderwal,   ,12,2020
3066,30,   Jeff Green,   ,12,2020
3067,32,   Kyle Weatherman,   ,12,2020
3068,34,   Timmy Hill,   ,12,2020
3069,36,   Stephen Leicht,   ,12,2020
3070,1,   Jeb Burton,   ,13,2020
3071,3,   Brandon Jones,   ,13,2020
3072,5,   Justin Allgaier,   ,13,2020
3073,7,   Anthony Alfredo,   ,13,2020
3074,9,   Ross Chastain,   ,13,2020
3075,11,   Justin Haley,   ,13,2020
3076,13,   Jesse Little,   ,13,2020
3077,15,   B.J. McLeod,   ,13,2020
3078,17,   ,   ,13,2020
3079,19,   Preston Pardus,   ,13,2020
