,qual_pos,driver,qual_time,race_num,year
1238,27,   Timmy Hill,29.992   ,31,2018
1239,29,"   Ray Black, Jr.",30.297   ,31,2018
1240,31,   Jeff Green,30.342   ,31,2018
1241,33,   Spencer Boyd,30.560   ,31,2018
1242,35,   Bobby Dale Earnhardt,30.690   ,31,2018
1243,37,   Mike Harmon,31.109   ,31,2018
1244,39,   Morgan Shepherd,   ,31,2018
1245,2,   Shane Lee,28.563   ,31,2018
1246,4,   Tyler Reddick,28.649   ,31,2018
1247,6,   Ryan Preece,28.686   ,31,2018
1248,8,   Austin Cindric,28.741   ,31,2018
1249,10,   John Hunter Nemechek,28.882   ,31,2018
1250,12,   Spencer Gallagher,28.936   ,31,2018
1251,14,   Brandon Jones,28.921   ,31,2018
1252,16,   Michael Annett,28.942   ,31,2018
1253,18,   Jeremy Clements,29.497   ,31,2018
1254,20,   Alex Labbe,29.603   ,31,2018
1255,22,   J.J. Yeley,30.381   ,31,2018
1256,24,   Garrett Smithley,   ,31,2018
1257,26,   Quin Houff,29.941   ,31,2018
1258,28,   Stephen Leicht,30.150   ,31,2018
1259,30,   Joey Gase,30.306   ,31,2018
1260,32,   David Starr,30.483   ,31,2018
1261,34,   Bayley Currey,30.659   ,31,2018
1262,36,   Vinnie Miller,30.730   ,31,2018
1263,38,   Ty Majeski,   ,31,2018
1264,1,   John Hunter Nemechek,26.970   ,32,2018
1265,3,   Austin Cindric,27.058   ,32,2018
1266,5,   Ryan Preece,27.121   ,32,2018
1267,7,   Brandon Jones,27.216   ,32,2018
1268,9,   Shane Lee,27.230   ,32,2018
1269,11,   Spencer Gallagher,27.319   ,32,2018
1270,13,   Michael Annett,27.399   ,32,2018
1271,15,   Ryan Truex,27.478   ,32,2018
1272,17,   Alex Labbe,27.710   ,32,2018
1273,19,   J.J. Yeley,27.928   ,32,2018
1274,21,   Joey Gase,28.006   ,32,2018
1275,23,   Ross Chastain,   ,32,2018
1276,25,   Jeff Green,28.227   ,32,2018
1277,27,   Garrett Smithley,28.308   ,32,2018
1278,29,   Quin Houff,28.415   ,32,2018
1279,31,   Tyler Hill,28.624   ,32,2018
1280,33,   Akinori Ogata,28.737   ,32,2018
1281,35,   Morgan Shepherd,28.863   ,32,2018
1282,37,   Vinnie Miller,29.287   ,32,2018
1283,39,   Ty Majeski,   ,32,2018
1284,2,   Cole Custer,26.987   ,32,2018
1285,4,   Justin Allgaier,27.081   ,32,2018
1286,6,   Elliott Sadler,27.174   ,32,2018
1287,8,   Daniel Hemric,27.228   ,32,2018
1288,10,   Matt Tifft,27.254   ,32,2018
1289,12,   Ryan Reed,27.479   ,32,2018
1290,14,   Tyler Reddick,27.414   ,32,2018
1291,16,   Ryan Sieg,27.487   ,32,2018
1292,18,   Jeremy Clements,27.719   ,32,2018
1293,20,   Tommy Joe Martins,27.986   ,32,2018
1294,22,   Chad Finchum,28.151   ,32,2018
1295,24,   David Starr,   ,32,2018
1296,26,   Donald Theetge,28.294   ,32,2018
1297,28,   B.J. McLeod,28.353   ,32,2018
1298,30,   Stephen Leicht,28.566   ,32,2018
1299,32,   Spencer Boyd,28.649   ,32,2018
1300,34,   Bayley Currey,28.843   ,32,2018
1301,36,   Mike Harmon,29.153   ,32,2018
1302,38,   Christopher Bell,   ,32,2018
1303,40,   Josh Bilicki,   ,32,2018
1304,1,   Cole Custer,32.609   ,33,2018
1305,3,   John Hunter Nemechek,32.776   ,33,2018
1306,5,   Austin Cindric,32.918   ,33,2018
1307,7,   Elliott Sadler,32.989   ,33,2018
1308,9,   Matt Tifft,33.083   ,33,2018
1309,11,   Ryan Reed,33.102   ,33,2018
1310,13,   Chase Briscoe,33.213   ,33,2018
1311,15,   Ryan Truex,33.317   ,33,2018
1312,17,   Spencer Gallagher,33.430   ,33,2018
1313,19,   Ryan Sieg,33.478   ,33,2018
1314,21,   Shane Lee,33.533   ,33,2018
1315,23,   Ross Chastain,   ,33,2018
1316,25,   Chad Finchum,33.808   ,33,2018
1317,27,   Brandon Brown,33.960   ,33,2018
1318,29,   Garrett Smithley,34.236   ,33,2018
1319,31,   Timmy Hill,34.294   ,33,2018
1320,33,   Caesar Bacarella,34.376   ,33,2018
1321,35,   Quin Houff,34.623   ,33,2018
1322,37,   Vinnie Miller,35.075   ,33,2018
1323,39,   Angela Ruch,36.817   ,33,2018
1324,41,   Josh Williams,34.647   ,33,2018
1325,43,   Josh Bilicki,34.810   ,33,2018
1326,45,   Tim Viens,35.131   ,33,2018
1327,2,   Christopher Bell,32.659   ,33,2018
1328,4,   Tyler Reddick,32.820   ,33,2018
1329,6,   Justin Allgaier,32.927   ,33,2018
1330,8,   Brandon Jones,33.023   ,33,2018
1331,10,   Daniel Hemric,33.094   ,33,2018
1332,12,   Ryan Preece,33.183   ,33,2018
1333,14,   Michael Annett,33.275   ,33,2018
1334,16,   Jeremy Clements,33.339   ,33,2018
1335,18,   Kaz Grala,33.454   ,33,2018
1336,20,   Alex Labbe,33.531   ,33,2018
1337,22,   Max Tullman,33.703   ,33,2018
1338,24,   Landon Cassill,   ,33,2018
1339,26,   Joey Gase,33.867   ,33,2018
1340,28,   J.J. Yeley,34.005   ,33,2018
1341,30,   Tommy Joe Martins,34.269   ,33,2018
1342,32,   B.J. McLeod,34.303   ,33,2018
1343,34,   David Starr,34.506   ,33,2018
1344,36,   Spencer Boyd,34.820   ,33,2018
1345,38,   Carl Long,36.592   ,33,2018
1346,40,   Jeff Green,34.950   ,33,2018
1347,42,   Stephen Leicht,34.685   ,33,2018
1348,44,   Bayley Currey,34.833   ,33,2018
1349,1,   Tyler Reddick,47.604   ,1,2019
1350,3,   Michael Annett,47.739   ,1,2019
1351,5,   Gray Gaulding,47.868   ,1,2019
1352,7,   Chase Elliott,47.887   ,1,2019
1353,9,   Brad Keselowski,47.895   ,1,2019
1354,11,   Christopher Bell,47.958   ,1,2019
1355,13,   Austin Cindric,48.216   ,1,2019
1356,15,   Justin Allgaier,48.347   ,1,2019
1357,17,"   Scott Lagasse, Jr.",48.387   ,1,2019
1358,19,   Chris Cockrum,48.712   ,1,2019
1359,21,   Jeff Green,48.776   ,1,2019
1360,23,   Stephen Leicht,48.854   ,1,2019
1361,25,   Jeremy Clements,49.002   ,1,2019
1362,27,   D.J. Kennington,49.075   ,1,2019
1363,29,   Vinnie Miller,49.237   ,1,2019
1364,31,   Matt Mills,49.287   ,1,2019
1365,33,"   Ray Black, Jr.",49.426   ,1,2019
1366,35,   B.J. McLeod,49.620   ,1,2019
1367,37,   John Jackson,49.914   ,1,2019
1368,2,   Jeffrey Earnhardt,47.703   ,1,2019
1369,4,   Justin Haley,47.803   ,1,2019
1370,6,   Ross Chastain,47.875   ,1,2019
1371,8,   Ryan Sieg,47.893   ,1,2019
1372,10,   Chase Briscoe,47.937   ,1,2019
1373,12,   Caesar Bacarella,48.033   ,1,2019
1374,14,   John Hunter Nemechek,48.321   ,1,2019
1375,16,   Brandon Jones,48.361   ,1,2019
1376,18,   Noah Gragson,48.460   ,1,2019
1377,20,   Josh Bilicki,48.774   ,1,2019
1378,22,   Timmy Hill,48.779   ,1,2019
1379,24,   Josh Williams,48.971   ,1,2019
1380,26,   Garrett Smithley,49.031   ,1,2019
1381,28,   Brandon Brown,49.201   ,1,2019
1382,30,   Joey Gase,49.264   ,1,2019
1383,32,   David Starr,49.383   ,1,2019
1384,34,   Max Tullman,49.549   ,1,2019
1385,36,   Mike Harmon,49.699   ,1,2019
1386,38,   Cole Custer,49.992   ,1,2019
1387,1,   Cole Custer,   ,2,2019
1388,3,   Christopher Bell,   ,2,2019
1389,5,   Austin Cindric,   ,2,2019
1390,7,   Justin Allgaier,   ,2,2019
1391,9,   Brandon Jones,   ,2,2019
1392,11,   Brandon Brown,   ,2,2019
1393,13,   Justin Haley,   ,2,2019
1394,15,   Ross Chastain,   ,2,2019
1395,17,   Jeremy Clements,   ,2,2019
1396,19,   Josh Williams,   ,2,2019
1397,21,   Bayley Currey,   ,2,2019
1398,23,   Alex Labbe,   ,2,2019
1399,25,   Matt Mills,   ,2,2019
1400,27,   David Starr,   ,2,2019
1401,29,   B.J. McLeod,   ,2,2019
1402,31,   Jeff Green,   ,2,2019
1403,33,   Timmy Hill,   ,2,2019
1404,35,   Gray Gaulding,   ,2,2019
1405,37,   Morgan Shepherd,   ,2,2019
1406,2,   Chad Finchum,   ,2,2019
1407,4,   Noah Gragson,   ,2,2019
1408,6,   Ryan Preece,   ,2,2019
1409,8,   Jeffrey Earnhardt,   ,2,2019
1410,10,   John Hunter Nemechek,   ,2,2019
1411,12,   Tyler Reddick,   ,2,2019
1412,14,   Vinnie Miller,   ,2,2019
1413,16,   Michael Annett,   ,2,2019
1414,18,   Ryan Sieg,   ,2,2019
1415,20,"   Ray Black, Jr.",   ,2,2019
1416,22,   Garrett Smithley,   ,2,2019
1417,24,   Tommy Joe Martins,   ,2,2019
1418,26,   Josh Bilicki,   ,2,2019
1419,28,   Chase Briscoe,   ,2,2019
1420,30,   Stephen Leicht,   ,2,2019
1421,32,   Joey Gase,   ,2,2019
1422,34,   John Jackson,   ,2,2019
1423,36,   Mike Harmon,   ,2,2019
1424,1,   Cole Custer,   ,3,2019
1425,3,   Christopher Bell,   ,3,2019
1426,5,   Austin Cindric,   ,3,2019
1427,7,   Justin Allgaier,   ,3,2019
1428,9,   Brandon Jones,   ,3,2019
1429,11,   Brandon Brown,   ,3,2019
1430,13,   Justin Haley,   ,3,2019
1431,15,   Ross Chastain,   ,3,2019
1432,17,   Jeremy Clements,   ,3,2019
1433,19,   Josh Williams,   ,3,2019
1434,21,   Bayley Currey,   ,3,2019
1435,23,   Donald Theetge,   ,3,2019
1436,25,   Matt Mills,   ,3,2019
1437,27,   David Starr,   ,3,2019
1438,29,   B.J. McLeod,   ,3,2019
1439,31,   Austin Dillon,   ,3,2019
1440,33,   Joey Gase,   ,3,2019
1441,35,   Gray Gaulding,   ,3,2019
1442,37,   Mike Harmon,   ,3,2019
1443,2,   Chad Finchum,   ,3,2019
1444,4,   Noah Gragson,   ,3,2019
1445,6,   Zane Smith,   ,3,2019
1446,8,   Kyle Busch,   ,3,2019
1447,10,   John Hunter Nemechek,   ,3,2019
1448,12,   Tyler Reddick,   ,3,2019
1449,14,   Vinnie Miller,   ,3,2019
1450,16,   Michael Annett,   ,3,2019
1451,18,   Ryan Sieg,   ,3,2019
1452,20,"   Ray Black, Jr.",   ,3,2019
1453,22,   Garrett Smithley,   ,3,2019
1454,24,"   Jairo Avila, Jr.",   ,3,2019
1455,26,   Jeff Green,   ,3,2019
1456,28,   Chase Briscoe,   ,3,2019
1457,30,   Stephen Leicht,   ,3,2019
1458,32,   Josh Bilicki,   ,3,2019
1459,34,   Timmy Hill,   ,3,2019
1460,36,   Stan Mullis,   ,3,2019
1461,38,   Morgan Shepherd,   ,3,2019
1462,1,   Christopher Bell,26.871   ,4,2019
1463,3,   Kyle Busch,26.991   ,4,2019
1464,5,   Michael Annett,27.084   ,4,2019
1465,7,   Justin Allgaier,27.118   ,4,2019
1466,9,   Ryan Truex,27.138   ,4,2019
1467,11,   Brandon Jones,27.301   ,4,2019
1468,13,   John Hunter Nemechek,27.293   ,4,2019
1469,15,   Ryan Sieg,27.433   ,4,2019
1470,17,   Gray Gaulding,27.548   ,4,2019
1471,19,   Brandon Brown,27.833   ,4,2019
1472,21,   Joey Gase,27.926   ,4,2019
1473,23,   Jeff Green,   ,4,2019
1474,25,   B.J. McLeod,28.135   ,4,2019
1475,27,   Tyler Hill,28.164   ,4,2019
1476,29,   Tommy Joe Martins,28.292   ,4,2019
1477,31,   Matt Mills,28.432   ,4,2019
1478,33,   Morgan Shepherd,28.632   ,4,2019
1479,35,   Mike Harmon,28.994   ,4,2019
1480,37,   Stan Mullis,30.519   ,4,2019
1481,2,   Tyler Reddick,26.892   ,4,2019
1482,4,   Cole Custer,27.035   ,4,2019
1483,6,   Noah Gragson,27.111   ,4,2019
1484,8,   Austin Cindric,27.129   ,4,2019
1485,10,   Justin Haley,27.227   ,4,2019
1486,12,   Chase Briscoe,27.366   ,4,2019
1487,14,   Jeremy Clements,27.386   ,4,2019
1488,16,   Ross Chastain,27.459   ,4,2019
1489,18,"   Ray Black, Jr.",27.639   ,4,2019
1490,20,   Chad Finchum,27.911   ,4,2019
1491,22,   Josh Bilicki,28.145   ,4,2019
1492,24,   Bayley Currey,   ,4,2019
1493,26,   Stephen Leicht,28.159   ,4,2019
1494,28,   Garrett Smithley,28.285   ,4,2019
1495,30,   David Starr,28.409   ,4,2019
1496,32,   Josh Williams,28.465   ,4,2019
1497,34,   Vinnie Miller,28.641   ,4,2019
1498,36,"   Ronnie Bassett, Jr.",29.030   ,4,2019
1499,1,   Tyler Reddick,40.031   ,5,2019
1500,3,   Cole Custer,40.248   ,5,2019
1501,5,   Noah Gragson,40.461   ,5,2019
1502,7,   Ryan Preece,40.614   ,5,2019
1503,9,   Brandon Jones,40.674   ,5,2019
1504,11,   Austin Cindric,40.963   ,5,2019
1505,13,   Jeremy Clements,40.816   ,5,2019
1506,15,   Ross Chastain,40.918   ,5,2019
1507,17,   Gray Gaulding,41.559   ,5,2019
1508,19,   Josh Williams,41.901   ,5,2019
1509,21,"   Ray Black, Jr.",42.095   ,5,2019
1510,23,   Tommy Joe Martins,42.182   ,5,2019
1511,25,   Garrett Smithley,42.282   ,5,2019
1512,27,   B.J. McLeod,42.635   ,5,2019
1513,29,   Stephen Leicht,42.770   ,5,2019
1514,31,   Bayley Currey,43.040   ,5,2019
1515,33,   Vinnie Miller,43.927   ,5,2019
1516,35,   John Jackson,47.006   ,5,2019
1517,37,   Caesar Bacarella,   ,5,2019
1518,2,   Kyle Busch,40.077   ,5,2019
1519,4,   Christopher Bell,40.355   ,5,2019
1520,6,   Chase Briscoe,40.495   ,5,2019
1521,8,   Justin Allgaier,40.649   ,5,2019
1522,10,   John Hunter Nemechek,40.707   ,5,2019
1523,12,   Justin Haley,41.096   ,5,2019
1524,14,   Ryan Sieg,40.820   ,5,2019
1525,16,   Michael Annett,40.970   ,5,2019
1526,18,   Brandon Brown,41.763   ,5,2019
1527,20,   Joey Gase,41.977   ,5,2019
1528,22,   Josh Bilicki,42.180   ,5,2019
1529,24,   Chad Finchum,42.231   ,5,2019
1530,26,   Timmy Hill,42.408   ,5,2019
1531,28,   David Starr,42.751   ,5,2019
1532,30,   Matt Mills,42.920   ,5,2019
1533,32,   Jeff Green,43.681   ,5,2019
1534,34,   Morgan Shepherd,44.979   ,5,2019
1535,36,   Mike Harmon,47.065   ,5,2019
1536,1,   Christopher Bell,28.225   ,6,2019
1537,3,   Tyler Reddick,28.322   ,6,2019
1538,5,   Kyle Busch,28.389   ,6,2019
1539,7,   Cole Custer,28.483   ,6,2019
1540,9,   Austin Cindric,28.618   ,6,2019
1541,11,   Justin Haley,28.655   ,6,2019
1542,13,   Michael Annett,28.677   ,6,2019
1543,15,   Chase Briscoe,28.745   ,6,2019
1544,17,   Jeremy Clements,28.766   ,6,2019
1545,19,   Ryan Sieg,29.089   ,6,2019
1546,21,   Brandon Brown,29.188   ,6,2019
1547,23,"   Ronnie Bassett, Jr.",29.275   ,6,2019
1548,25,"   Ray Black, Jr.",29.459   ,6,2019
1549,27,   Jeff Green,29.630   ,6,2019
1550,29,   Matt Mills,30.027   ,6,2019
1551,31,   David Starr,30.160   ,6,2019
1552,33,   Tyler Hill,30.233   ,6,2019
1553,35,   Chad Finchum,30.734   ,6,2019
1554,37,   Joey Gase,31.249   ,6,2019
1555,39,   Morgan Shepherd,32.469   ,6,2019
1556,2,   Brandon Jones,28.277   ,6,2019
1557,4,   Justin Allgaier,28.338   ,6,2019
1558,6,   Jeb Burton,28.460   ,6,2019
1559,8,   John Hunter Nemechek,28.487   ,6,2019
1560,10,   Brad Keselowski,28.649   ,6,2019
1561,12,   Kaz Grala,28.685   ,6,2019
1562,14,   Jeffrey Earnhardt,28.694   ,6,2019
1563,16,   Noah Gragson,28.748   ,6,2019
1564,18,   Ross Chastain,28.839   ,6,2019
1565,20,   Gray Gaulding,29.182   ,6,2019
1566,22,   Josh Williams,29.189   ,6,2019
1567,24,   Tommy Joe Martins,29.444   ,6,2019
1568,26,   Josh Bilicki,29.557   ,6,2019
1569,28,   B.J. McLeod,29.790   ,6,2019
1570,30,   Stephen Leicht,30.105   ,6,2019
1571,32,   Timmy Hill,30.173   ,6,2019
1572,34,   Vinnie Miller,30.401   ,6,2019
1573,36,   Mike Harmon,31.182   ,6,2019
1574,38,   Garrett Smithley,   ,6,2019
1575,40,   Bayley Currey,   ,6,2019
1576,1,   Cole Custer,15.168   ,7,2019
1577,3,   Chase Briscoe,15.261   ,7,2019
1578,5,   Harrison Burton,15.276   ,7,2019
1579,7,   Noah Gragson,15.377   ,7,2019
1580,9,   Michael Annett,15.397   ,7,2019
1581,11,   Justin Haley,15.438   ,7,2019
1582,13,   Brandon Jones,15.490   ,7,2019
1583,15,   Jeremy Clements,15.557   ,7,2019
1584,17,   Alex Labbe,15.605   ,7,2019
1585,19,   Gray Gaulding,15.669   ,7,2019
1586,21,"   Ray Black, Jr.",15.737   ,7,2019
1587,23,   B.J. McLeod,15.885   ,7,2019
1588,25,   Josh Williams,15.919   ,7,2019
1589,27,   Joey Gase,16.010   ,7,2019
1590,29,   Josh Bilicki,16.074   ,7,2019
1591,31,   Matt Mills,16.188   ,7,2019
1592,33,   Morgan Shepherd,16.834   ,7,2019
1593,35,   John Jackson,17.268   ,7,2019
1594,37,   Jeff Green,   ,7,2019
1595,2,   Tyler Reddick,15.255   ,7,2019
1596,4,   Austin Cindric,15.264   ,7,2019
1597,6,   Justin Allgaier,15.302   ,7,2019
1598,8,   Christopher Bell,15.382   ,7,2019
1599,10,   John Hunter Nemechek,15.404   ,7,2019
1600,12,   Ross Chastain,15.447   ,7,2019
1601,14,   Ryan Sieg,15.493   ,7,2019
1602,16,   Zane Smith,15.566   ,7,2019
1603,18,   Chad Finchum,15.618   ,7,2019
1604,20,   Timmy Hill,15.732   ,7,2019
1605,22,   Brandon Brown,15.738   ,7,2019
1606,24,   Kyle Weatherman,15.916   ,7,2019
1607,26,   Garrett Smithley,15.942   ,7,2019
1608,28,   Tommy Joe Martins,16.017   ,7,2019
1609,30,   Vinnie Miller,16.144   ,7,2019
1610,32,   David Starr,16.749   ,7,2019
1611,34,   Mike Harmon,17.076   ,7,2019
1612,36,   Stephen Leicht,   ,7,2019
1613,1,   Riley Herbst,   ,8,2019
1614,3,   Christopher Bell,   ,8,2019
1615,5,   Austin Cindric,   ,8,2019
1616,7,   Justin Allgaier,   ,8,2019
1617,9,   Chase Briscoe,   ,8,2019
1618,11,   John Hunter Nemechek,   ,8,2019
1619,13,   Ryan Sieg,   ,8,2019
1620,15,   Ross Chastain,   ,8,2019
1621,17,   Gray Gaulding,   ,8,2019
1622,19,"   Ray Black, Jr.",   ,8,2019
1623,21,   Donald Theetge,   ,8,2019
1624,23,   Tyler Matthews,   ,8,2019
1625,25,   Chad Finchum,   ,8,2019
1626,27,   Elliott Sadler,   ,8,2019
1627,29,   Matt Mills,   ,8,2019
1628,31,   Jeff Green,   ,8,2019
1629,33,   Dillon Bassett,   ,8,2019
1630,35,   Mike Harmon,   ,8,2019
1631,37,   Timmy Hill,   ,8,2019
1632,39,   Josh Williams,   ,8,2019
1633,2,   Tyler Reddick,   ,8,2019
1634,4,   Cole Custer,   ,8,2019
1635,6,   Michael Annett,   ,8,2019
1636,8,   Brandon Jones,   ,8,2019
1637,10,   Zane Smith,   ,8,2019
1638,12,   Noah Gragson,   ,8,2019
1639,14,   Justin Haley,   ,8,2019
1640,16,   Mason Diaz,   ,8,2019
1641,18,   Jeremy Clements,   ,8,2019
1642,20,   Garrett Smithley,   ,8,2019
1643,22,   David Starr,   ,8,2019
1644,24,   Colin Garrett,   ,8,2019
1645,26,   Vinnie Miller,   ,8,2019
1646,28,   Joey Gase,   ,8,2019
1647,30,   B.J. McLeod,   ,8,2019
1648,32,   Stephen Leicht,   ,8,2019
1649,34,   Brandon Brown,   ,8,2019
1650,36,   Kyle Weatherman,   ,8,2019
1651,38,   Kaz Grala,   ,8,2019
1652,1,   Michael Annett,50.596   ,9,2019
1653,3,   Ross Chastain,50.797   ,9,2019
1654,5,   Justin Haley,50.842   ,9,2019
1655,7,   Jeffrey Earnhardt,50.921   ,9,2019
1656,9,   Chase Briscoe,50.998   ,9,2019
1657,11,   Justin Allgaier,51.074   ,9,2019
1658,13,   Brandon Jones,51.247   ,9,2019
1659,15,   John Hunter Nemechek,51.445   ,9,2019
1660,17,   Austin Cindric,51.601   ,9,2019
1661,19,   Timmy Hill,51.814   ,9,2019
1662,21,   Jeff Green,51.929   ,9,2019
1663,23,   Josh Bilicki,51.966   ,9,2019
1664,25,   B.J. McLeod,52.189   ,9,2019
1665,27,   Joey Gase,52.399   ,9,2019
1666,29,   Vinnie Miller,52.489   ,9,2019
1667,31,   Mike Harmon,52.571   ,9,2019
1668,33,   Garrett Smithley,52.734   ,9,2019
1669,35,   Max Tullman,52.826   ,9,2019
1670,37,   Chad Finchum,52.837   ,9,2019
1671,2,   Tyler Reddick,50.771   ,9,2019
1672,4,   Ryan Sieg,50.836   ,9,2019
1673,6,   Brett Moffitt,50.844   ,9,2019
1674,8,   Gray Gaulding,50.954   ,9,2019
1675,10,   Christopher Bell,51.043   ,9,2019
1676,12,   Cole Custer,51.270   ,9,2019
1677,14,   Noah Gragson,51.261   ,9,2019
1678,16,   Josh Williams,51.573   ,9,2019
1679,18,   Chris Cockrum,51.743   ,9,2019
1680,20,   Stephen Leicht,51.869   ,9,2019
1681,22,   Landon Cassill,51.945   ,9,2019
1682,24,   Alex Labbe,52.010   ,9,2019
1683,26,   Matt Mills,52.287   ,9,2019
1684,28,   David Starr,52.467   ,9,2019
1685,30,   Jeremy Clements,52.545   ,9,2019
1686,32,   Brandon Brown,52.716   ,9,2019
1687,34,   Cody Ware,52.744   ,9,2019
1688,36,"   Ray Black, Jr.",52.837   ,9,2019
1689,1,   Cole Custer,22.882   ,10,2019
1690,3,   Austin Cindric,22.922   ,10,2019
1691,5,   Tyler Reddick,22.925   ,10,2019
1692,7,   Chase Briscoe,23.020   ,10,2019
1693,9,   Noah Gragson,23.060   ,10,2019
1694,11,   Justin Haley,23.104   ,10,2019
1695,13,   Jeremy Clements,23.167   ,10,2019
1696,15,   Michael Annett,23.227   ,10,2019
1697,17,   Brandon Brown,23.357   ,10,2019
1698,19,   Timmy Hill,23.424   ,10,2019
1699,21,   Gray Gaulding,23.542   ,10,2019
1700,23,   Stephen Leicht,23.701   ,10,2019
1701,25,"   Ronnie Bassett, Jr.",23.740   ,10,2019
1702,27,   Chad Finchum,23.880   ,10,2019
1703,29,   Jeff Green,23.979   ,10,2019
1704,31,   Vinnie Miller,24.156   ,10,2019
1705,33,   David Starr,24.207   ,10,2019
1706,35,   Matt Mills,24.396   ,10,2019
1707,37,   Mike Harmon,24.705   ,10,2019
1708,2,   Justin Allgaier,22.898   ,10,2019
1709,4,   Christopher Bell,22.923   ,10,2019
1710,6,   Zane Smith,23.009   ,10,2019
1711,8,   Brandon Jones,23.053   ,10,2019
1712,10,   Ross Chastain,23.066   ,10,2019
1713,12,   Riley Herbst,23.128   ,10,2019
1714,14,   Ryan Sieg,23.213   ,10,2019
1715,16,   John Hunter Nemechek,23.257   ,10,2019
1716,18,   Kaz Grala,23.384   ,10,2019
1717,20,   B.J. McLeod,23.515   ,10,2019
1718,22,"   Ray Black, Jr.",23.579   ,10,2019
1719,24,   Tommy Joe Martins,23.717   ,10,2019
1720,26,   Garrett Smithley,23.801   ,10,2019
1721,28,   Bayley Currey,23.893   ,10,2019
1722,30,   Josh Bilicki,24.080   ,10,2019
1723,32,   Josh Williams,24.189   ,10,2019
1724,34,   Morgan Shepherd,24.272   ,10,2019
1725,36,   Joey Gase,24.431   ,10,2019
1726,38,   John Jackson,25.009   ,10,2019
1727,1,   Christopher Bell,29.298   ,11,2019
1728,3,   Tyler Reddick,29.639   ,11,2019
1729,5,   Brandon Jones,29.734   ,11,2019
1730,7,   Austin Cindric,29.789   ,11,2019
1731,9,   Jeffrey Earnhardt,29.863   ,11,2019
1732,11,   Chase Briscoe,29.917   ,11,2019
1733,13,   Landon Cassill,30.003   ,11,2019
1734,15,   Bayley Currey,30.191   ,11,2019
1735,17,   Jeremy Clements,30.219   ,11,2019
1736,19,   Gray Gaulding,30.444   ,11,2019
1737,21,   B.J. McLeod,30.667   ,11,2019
1738,23,   Josh Bilicki,30.700   ,11,2019
1739,25,   Brandon Brown,30.828   ,11,2019
1740,27,   Jeff Green,30.980   ,11,2019
1741,29,   David Starr,31.072   ,11,2019
1742,31,   Joe Nemechek,31.140   ,11,2019
1743,33,   Matt Mills,31.152   ,11,2019
1744,35,   Justin Haley,31.629   ,11,2019
1745,37,   Ross Chastain,   ,11,2019
1746,39,"   Jairo Avila, Jr.",31.542   ,11,2019
1747,2,   Cole Custer,29.478   ,11,2019
1748,4,   Austin Dillon,29.726   ,11,2019
1749,6,   Justin Allgaier,29.784   ,11,2019
1750,8,   Michael Annett,29.814   ,11,2019
1751,10,   Noah Gragson,29.868   ,11,2019
1752,12,   Ryan Sieg,29.925   ,11,2019
1753,14,   John Hunter Nemechek,30.132   ,11,2019
1754,16,   Jeb Burton,30.195   ,11,2019
1755,18,   Timmy Hill,30.380   ,11,2019
1756,20,   Camden Murphy,30.529   ,11,2019
1757,22,   Josh Williams,30.687   ,11,2019
1758,24,"   Ronnie Bassett, Jr.",30.711   ,11,2019
1759,26,   Joey Gase,30.879   ,11,2019
1760,28,"   Ray Black, Jr.",31.065   ,11,2019
1761,30,   Garrett Smithley,31.119   ,11,2019
1762,32,   Stephen Leicht,31.144   ,11,2019
1763,34,   Vinnie Miller,31.162   ,11,2019
1764,36,   Mason Diaz,31.731   ,11,2019
1765,38,   Chad Finchum,   ,11,2019
1766,40,   Dillon Bassett,   ,11,2019
1767,1,   Cole Custer,52.722   ,12,2019
1768,3,   Austin Cindric,52.896   ,12,2019
1769,5,   Ryan Sieg,53.241   ,12,2019
1770,7,   Brandon Jones,53.278   ,12,2019
1771,9,   Justin Allgaier,53.459   ,12,2019
1772,11,   Austin Dillon,53.517   ,12,2019
1773,13,   Justin Haley,53.825   ,12,2019
1774,15,   Noah Gragson,53.947   ,12,2019
1775,17,"   Ray Black, Jr.",54.417   ,12,2019
1776,19,   Joey Gase,54.624   ,12,2019
1777,21,   Timmy Hill,54.727   ,12,2019
1778,23,   John Hunter Nemechek,54.792   ,12,2019
1779,25,   Stephen Leicht,54.895   ,12,2019
1780,27,   Brandon Brown,54.961   ,12,2019
1781,29,   Camden Murphy,55.176   ,12,2019
1782,31,   David Starr,55.776   ,12,2019
1783,33,   Vinnie Miller,56.586   ,12,2019
1784,35,   Mike Harmon,57.629   ,12,2019
1785,37,   Morgan Shepherd,1:00.244   ,12,2019
1786,2,   Christopher Bell,52.730   ,12,2019
1787,4,   Michael Annett,53.219   ,12,2019
1788,6,   Tyler Reddick,53.274   ,12,2019
1789,8,   Ryan Preece,53.304   ,12,2019
1790,10,   Jeffrey Earnhardt,53.492   ,12,2019
1791,12,   Chase Briscoe,53.522   ,12,2019
1792,14,   Ross Chastain,53.929   ,12,2019
1793,16,   B.J. McLeod,54.209   ,12,2019
1794,18,   Gray Gaulding,54.591   ,12,2019
1795,20,   Josh Bilicki,54.718   ,12,2019
1796,22,   Josh Williams,54.768   ,12,2019
1797,24,   Jeff Green,54.807   ,12,2019
1798,26,   Chad Finchum,54.897   ,12,2019
1799,28,   Jeremy Clements,54.963   ,12,2019
1800,30,"   Ronnie Bassett, Jr.",55.305   ,12,2019
1801,32,   Todd Peck,56.171   ,12,2019
