,driver,midrace_pos,high_pos,low_pos,avg_pos,pass_dif,GF_Passes,GF_Passed,quality_passes,quality_pass_pct,fast_lap,top15_laps,top15_lap_pct,laps_led,LL_pct,total_laps,driver_rating,race_num,year,start,finish,laps,pos_dif,finishpoints,DFS,DfsRank
2716,Brett Moffitt,14,7,26,14,1,20,19,12,60.0,0,119,81.0,0,0.0,147,83.8,5,2020,22,11,147,11,32,43.0,8
2717,Brandon Brown,15,1,27,14,-4,19,23,16,84.2,0,120,81.6,1,0.7,147,80.7,5,2020,6,13,147,-7,30,23.25,19
2718,B.J. McLeod,22,2,31,21,22,32,10,3,9.4,0,14,9.5,0,0.0,147,68.5,5,2020,13,15,147,-2,28,26.0,17
2719,Alex Labbe,18,4,30,19,-4,16,20,0,0.0,1,3,2.0,0,0.0,147,69.8,5,2020,16,17,147,-1,26,25.45,18
2720,"Joe Graf, Jr.",27,7,36,25,-1,13,14,0,0.0,0,1,0.7,0,0.0,147,55.0,5,2020,36,19,147,17,24,41.0,9
2721,"Ray Black, Jr.",19,1,30,20,-8,14,22,0,0.0,0,5,3.4,0,0.0,147,64.2,5,2020,19,21,147,-2,21,19.0,20
2722,Jeffrey Earnhardt,25,4,34,24,-1,16,17,0,0.0,0,3,2.0,0,0.0,147,53.2,5,2020,34,23,147,11,19,30.0,14
2723,Michael Annett,7,2,32,10,0,15,15,13,86.7,8,127,87.0,0,0.0,146,85.9,5,2020,2,25,146,-23,17,-2.4,32
2724,Colby Howard,30,6,38,30,8,15,7,0,0.0,0,2,1.4,0,0.0,146,39.8,5,2020,31,27,146,4,15,19.0,20
2725,Vinnie Miller,32,5,32,29,-8,8,16,0,0.0,0,2,1.4,0,0.0,145,40.7,5,2020,20,29,145,-9,13,4.0,28
2726,"Ronnie Bassett, Jr.",35,30,38,35,-3,6,9,0,0.0,0,0,0.0,0,0.0,143,32.0,5,2020,32,31,143,1,10,11.0,26
2727,Bayley Currey,33,13,35,32,-6,7,13,0,0.0,4,1,0.7,0,0.0,142,36.2,5,2020,35,33,142,2,8,11.8,25
2728,Myatt Snider,36,9,36,32,-17,6,23,0,0.0,3,5,3.9,0,0.0,129,52.2,5,2020,14,35,129,-21,6,-13.65,34
2729,Colin Garrett,37,29,39,37,0,9,9,0,0.0,0,0,0.0,0,0.0,111,35.3,5,2020,39,37,111,2,4,6.0,27
2730,Stephen Leicht,39,37,39,39,0,0,0,0,0.0,0,0,0.0,0,0.0,1,23.2,5,2020,37,39,1,-2,2,0.0,30
2731,Kyle Busch,1,1,26,6,35,45,10,35,77.8,37,138,93.9,45,30.6,147,127.7,5,2020,26,2,147,24,42,93.9,1
2732,Austin Cindric,8,3,29,6,0,19,19,19,100.0,2,144,98.0,0,0.0,147,106.8,5,2020,7,4,147,3,40,43.9,7
2733,Daniel Hemric,6,2,27,7,14,28,14,21,75.0,4,141,95.9,0,0.0,147,102.8,5,2020,23,6,147,17,38,56.8,4
2734,Ross Chastain,4,1,16,5,1,22,21,21,95.5,3,146,99.3,1,0.7,147,106.6,5,2020,9,8,147,1,36,38.6,10
2735,Justin Haley,12,1,19,10,-2,16,18,14,87.5,0,146,99.3,0,0.0,147,89.5,5,2020,3,10,147,-7,34,27.0,15
2736,Jeremy Clements,11,4,30,12,8,24,16,13,54.2,0,137,93.2,0,0.0,147,85.3,5,2020,30,12,147,18,31,49.0,6
2737,Anthony Alfredo,17,8,26,17,-5,16,21,5,31.2,1,17,11.6,0,0.0,147,76.2,5,2020,17,14,147,3,29,32.45,13
2738,Josh Williams,21,13,31,19,-1,19,20,2,10.5,0,31,21.1,0,0.0,147,70.5,5,2020,15,16,147,-1,27,26.0,17
2739,Riley Herbst,13,1,18,12,-10,9,19,9,100.0,0,142,96.6,0,0.0,147,78.0,5,2020,5,18,147,-13,25,12.0,24
2740,Brandon Jones,16,1,30,18,-18,25,43,7,28.0,4,31,21.1,0,0.0,147,74.0,5,2020,8,20,147,-12,23,12.8,23
2741,Timmy Hill,23,8,32,22,19,38,19,0,0.0,1,2,1.4,0,0.0,147,61.8,5,2020,28,22,147,6,20,26.45,16
2742,Chad Finchum,24,5,30,22,-4,12,16,0,0.0,0,2,1.4,0,0.0,147,57.7,5,2020,24,24,147,0,18,18.0,21
2743,Tommy Joe Martins,26,3,34,27,14,22,8,0,0.0,0,2,1.4,0,0.0,146,51.3,5,2020,25,26,146,-1,16,15.0,22
2744,Joe Nemechek,28,8,32,27,-8,8,16,0,0.0,0,1,0.7,0,0.0,145,45.7,5,2020,29,28,145,1,14,15.0,22
2745,Mason Massey,31,19,36,31,-7,14,21,0,0.0,0,0,0.0,0,0.0,143,37.2,5,2020,33,30,143,3,12,15.0,22
2746,Kody Vanderwal,34,21,36,34,-2,6,8,0,0.0,0,0,0.0,0,0.0,142,32.3,5,2020,21,32,142,-11,9,-2.0,31
2747,Matt Mills,29,6,35,31,-6,10,16,0,0.0,0,1,0.7,0,0.0,135,38.7,5,2020,27,34,135,-7,7,0.0,30
2748,Jesse Little,20,7,30,26,-9,13,22,0,0.0,0,2,1.6,0,0.0,122,48.0,5,2020,18,36,122,-18,5,-13.0,33
2749,Landon Cassill,38,33,38,37,1,3,2,0,0.0,0,0,0.0,0,0.0,35,26.3,5,2020,38,38,35,0,3,3.0,29
2750,Kyle Busch,2,1,18,3,12,51,39,48,94.1,53,203,100.0,94,46.3,203,148.0,6,2020,18,1,203,17,45,109.35,1
2751,Austin Cindric,4,1,20,4,1,21,20,21,100.0,18,202,99.5,30,14.8,203,118.5,6,2020,6,3,203,3,41,59.6,3
2752,Justin Allgaier,15,4,31,12,17,67,50,39,58.2,1,177,87.2,0,0.0,203,90.0,6,2020,4,5,203,-1,39,38.45,11
2753,Michael Annett,9,1,14,10,3,39,36,34,87.2,0,203,100.0,9,4.4,203,90.7,6,2020,9,7,203,2,37,41.25,10
2754,Harrison Burton,10,3,22,11,-4,43,47,39,90.7,2,198,97.5,0,0.0,203,87.9,6,2020,11,9,203,2,35,37.9,12
2755,Noah Gragson,8,1,12,5,-3,36,39,32,88.9,8,203,100.0,2,1.0,203,101.7,6,2020,10,11,203,-1,32,35.1,15
2756,Dillon Bassett,20,13,32,20,-6,49,55,2,4.1,1,9,4.5,0,0.0,201,65.5,6,2020,19,13,201,6,30,36.45,13
2757,Jesse Little,21,15,34,22,-13,52,65,0,0.0,0,5,2.5,0,0.0,201,55.2,6,2020,34,15,201,19,28,47.0,7
2758,B.J. McLeod,23,10,32,20,18,54,36,13,24.1,0,31,15.5,0,0.0,200,68.5,6,2020,14,17,200,-3,26,23.0,20
2759,"Joe Graf, Jr.",26,19,33,27,-8,32,40,0,0.0,0,0,0.0,0,0.0,200,44.3,6,2020,28,19,200,9,24,33.0,16
2760,Mason Massey,29,5,34,29,-11,20,31,0,0.0,1,1,0.5,0,0.0,200,39.8,6,2020,30,21,200,9,21,30.45,17
2761,Vinnie Miller,27,16,33,27,-13,30,43,0,0.0,0,0,0.0,0,0.0,199,46.5,6,2020,16,23,199,-7,19,12.0,25
2762,Jeffrey Earnhardt,34,17,34,30,3,20,17,0,0.0,0,0,0.0,0,0.0,198,51.5,6,2020,23,25,198,-2,17,15.0,24
2763,Brandon Jones,3,2,16,7,1,42,41,42,100.0,14,197,100.0,0,0.0,197,96.3,6,2020,2,27,197,-25,15,-3.7,32
2764,Justin Haley,5,1,19,6,-10,21,31,20,95.2,4,197,100.5,0,0.0,196,89.5,6,2020,3,29,196,-26,13,-11.2,36
2765,Garrett Smithley,25,14,31,23,-7,48,55,0,0.0,0,1,0.5,0,0.0,193,47.3,6,2020,24,31,193,-7,10,3.0,29
2766,Austin Hill,28,9,29,22,9,39,30,6,15.4,0,18,10.4,0,0.0,173,55.0,6,2020,26,33,173,-7,8,1.0,30
2767,Kody Vanderwal,35,33,36,35,-1,6,7,0,0.0,1,0,0.0,0,0.0,26,27.7,6,2020,35,35,26,0,6,6.45,27
2768,Colby Howard,37,29,35,37,-3,2,5,0,0.0,0,0,0.0,0,0.0,11,24.3,6,2020,29,37,11,-8,4,-4.0,33
2769,Daniel Hemric,7,2,23,8,15,45,30,36,80.0,3,199,98.0,0,0.0,203,100.9,6,2020,12,2,203,10,42,53.35,5
2770,Ross Chastain,1,1,18,5,3,26,23,23,88.5,26,192,94.6,68,33.5,203,127.1,6,2020,1,4,203,-3,40,65.7,2
2771,Brett Moffitt,11,2,22,12,13,38,25,27,71.1,0,183,90.1,0,0.0,203,86.8,6,2020,22,6,203,16,38,54.0,4
2772,Brandon Brown,14,7,33,16,4,55,51,27,49.1,0,111,54.7,0,0.0,203,79.7,6,2020,15,8,203,7,36,43.0,8
2773,Myatt Snider,12,2,20,12,8,34,26,25,73.5,1,173,85.2,0,0.0,203,82.6,6,2020,17,10,203,7,34,41.45,9
2774,Riley Herbst,6,2,21,7,-5,35,40,33,94.3,1,202,100.0,0,0.0,202,92.3,6,2020,5,12,202,-7,31,24.45,19
2775,Josh Williams,22,7,30,21,-13,42,55,4,9.5,0,15,7.5,0,0.0,201,65.2,6,2020,21,14,201,7,29,36.0,14
2776,Alex Labbe,19,13,37,23,2,28,26,0,0.0,0,5,2.5,0,0.0,201,50.5,6,2020,37,16,201,21,27,48.0,6
2777,Bayley Currey,30,13,36,26,9,32,23,0,0.0,0,1,0.5,0,0.0,200,48.0,6,2020,36,18,200,18,25,43.0,8
2778,Chase Briscoe,17,1,28,11,11,57,46,39,68.4,11,148,74.0,0,0.0,200,90.4,6,2020,8,20,200,-12,23,15.95,22
2779,Chad Finchum,24,13,31,26,-26,22,48,0,0.0,0,0,0.0,0,0.0,200,50.2,6,2020,13,22,200,-9,20,11.0,26
2780,Tommy Joe Martins,16,9,34,19,-3,46,49,4,8.7,1,38,19.2,0,0.0,198,61.1,6,2020,32,24,198,8,18,26.45,18
2781,Joe Nemechek,31,16,33,30,-3,17,20,0,0.0,1,0,0.0,0,0.0,198,38.8,6,2020,31,26,198,5,16,21.45,21
2782,Ryan Sieg,33,7,33,29,-6,26,32,3,11.5,1,22,11.2,0,0.0,197,56.5,6,2020,7,28,197,-21,14,-6.55,34
2783,Matt Mills,32,27,37,32,0,10,10,0,0.0,1,0,0.0,0,0.0,196,32.3,6,2020,33,30,196,3,12,15.45,23
2784,Jeremy Clements,13,9,27,18,7,46,39,13,28.3,1,95,54.0,0,0.0,176,65.1,6,2020,27,32,176,-5,9,4.45,28
2785,Timmy Hill,18,11,35,23,11,47,36,12,25.5,0,16,10.6,0,0.0,151,55.7,6,2020,25,34,151,-9,7,-2.0,31
2786,Jeff Green,36,20,37,36,1,2,1,0,0.0,0,0,0.0,0,0.0,15,25.3,6,2020,20,36,15,-16,5,-11.0,35
2787,Noah Gragson,2,1,14,3,9,30,21,29,96.7,48,303,100.0,55,18.2,303,131.8,7,2020,9,1,303,8,45,88.35,1
2788,Brandon Jones,5,1,21,6,2,33,31,29,87.9,14,285,94.1,0,0.0,303,106.2,7,2020,2,3,303,-1,41,46.3,11
2789,Myatt Snider,7,4,22,9,9,36,27,31,86.1,2,298,98.3,0,0.0,303,95.3,7,2020,22,5,303,17,39,56.9,5
2790,Brandon Brown,11,7,23,12,5,34,29,24,70.6,0,265,87.5,0,0.0,303,88.2,7,2020,21,7,303,14,37,51.0,9
2791,Josh Williams,10,9,23,13,9,42,33,25,59.5,0,248,81.8,0,0.0,303,82.5,7,2020,23,9,303,14,35,49.0,10
2792,B.J. McLeod,15,9,24,15,2,32,30,20,62.5,0,175,57.8,0,0.0,303,77.3,7,2020,24,11,303,13,32,45.0,13
2793,"Joe Graf, Jr.",18,9,36,20,4,20,16,3,15.0,2,49,16.2,0,0.0,303,67.5,7,2020,36,13,303,23,30,53.9,8
2794,Jeffrey Earnhardt,22,11,25,20,-5,21,26,1,4.8,1,25,8.3,0,0.0,301,66.9,7,2020,18,15,301,3,28,31.45,17
2795,Justin Haley,3,1,19,5,-4,28,32,27,96.4,29,280,93.6,1,0.3,299,105.3,7,2020,4,17,299,-13,26,26.3,20
2796,Colby Howard,13,7,26,17,-1,34,35,15,44.1,0,100,33.8,0,0.0,296,66.2,7,2020,26,19,296,7,24,31.0,18
2797,Kody Vanderwal,24,21,34,25,-3,11,14,0,0.0,0,0,0.0,0,0.0,293,48.0,7,2020,30,21,293,9,21,30.0,19
2798,Tommy Joe Martins,27,8,35,24,14,27,13,3,11.1,1,16,5.6,0,0.0,284,53.3,7,2020,35,23,284,12,19,31.45,17
2799,Matt Mills,17,14,31,20,-14,20,34,0,0.0,0,4,1.5,0,0.0,268,55.7,7,2020,31,25,268,6,17,23.0,21
2800,Riley Herbst,9,1,15,10,-2,27,29,27,100.0,7,256,100.0,4,1.6,256,83.2,7,2020,7,27,256,-20,15,-0.85,29
2801,Patrick Emerling,26,10,24,25,-20,6,26,0,0.0,0,1,0.7,0,0.0,140,45.5,7,2020,20,29,140,-9,13,4.0,28
2802,"Ronnie Bassett, Jr.",30,14,32,29,-20,10,30,0,0.0,0,0,0.0,0,0.0,77,42.7,7,2020,19,31,77,-12,10,-2.0,30
2803,Alex Labbe,32,24,33,32,-6,11,17,0,0.0,0,0,0.0,0,0.0,41,35.2,7,2020,32,33,41,-1,8,7.0,26
2804,Jeff Green,34,16,36,34,-4,0,4,0,0.0,0,0,0.0,0,0.0,19,26.2,7,2020,16,35,19,-19,6,-13.0,32
2805,Michael Annett,36,10,12,36,-1,2,3,2,100.0,0,5,100.0,0,0.0,5,28.5,7,2020,12,37,5,-25,4,-21.0,33
2806,Chase Briscoe,6,1,14,5,4,28,24,27,96.4,10,303,100.0,0,0.0,303,114.2,7,2020,11,2,303,9,42,55.5,6
2807,Harrison Burton,4,1,24,6,7,29,22,23,79.3,19,290,95.7,81,26.7,303,113.5,7,2020,1,4,303,-3,40,65.8,3
2808,Daniel Hemric,8,3,23,8,8,38,30,36,94.7,13,286,94.4,0,0.0,303,102.3,7,2020,8,6,303,2,38,45.85,12
2809,Jeremy Clements,20,5,29,13,22,54,32,30,55.6,0,229,75.6,0,0.0,303,85.7,7,2020,29,8,303,21,36,57.0,4
2810,A.J. Allmendinger,12,5,27,14,22,56,34,37,66.1,9,178,58.7,0,0.0,303,87.8,7,2020,27,10,303,17,34,55.05,7
2811,Vinnie Miller,19,1,23,15,10,39,29,19,48.7,0,141,46.5,0,0.0,303,76.2,7,2020,14,12,303,2,31,33.0,16
2812,Timmy Hill,21,12,25,19,-6,32,38,6,18.8,1,93,30.7,0,0.0,303,70.6,7,2020,25,14,303,11,29,40.45,14
2813,Ryan Sieg,16,1,19,9,-17,26,43,22,84.6,1,271,90.3,6,2.0,300,84.9,7,2020,5,16,300,-11,27,17.95,22
2814,Justin Allgaier,1,1,14,3,3,26,23,25,96.2,54,299,100.7,156,52.5,297,127.9,7,2020,10,18,297,-8,25,80.3,2
2815,Bayley Currey,23,20,33,25,5,13,8,0,0.0,1,0,0.0,0,0.0,295,47.9,7,2020,33,20,295,13,23,36.45,15
2816,Carson Ware,25,13,35,25,9,15,6,0,0.0,1,0,0.0,0,0.0,289,46.1,7,2020,13,22,289,-9,20,11.45,24
2817,Chad Finchum,14,9,26,21,-15,14,29,5,35.7,1,85,30.7,0,0.0,277,58.9,7,2020,17,24,277,-7,18,11.45,24
2818,Jesse Little,29,9,29,24,-17,9,26,6,66.7,0,47,18.1,0,0.0,260,63.7,7,2020,15,26,260,-11,16,5.0,27
2819,Ross Chastain,28,1,35,29,-2,15,17,6,40.0,3,5,2.0,0,0.0,255,42.3,7,2020,6,28,255,-22,14,-6.65,31
2820,Mason Massey,37,30,37,35,6,6,0,0,0.0,0,0,0.0,0,0.0,111,28.2,7,2020,34,30,111,4,12,16.0,23
2821,Joe Nemechek,31,23,33,30,2,12,10,0,0.0,0,0,0.0,0,0.0,69,39.8,7,2020,28,32,69,-4,9,5.0,27
2822,Stephen Leicht,33,30,37,33,1,6,5,0,0.0,0,0,0.0,0,0.0,23,28.8,7,2020,37,34,23,3,7,10.0,25
2823,Austin Cindric,35,3,6,35,-3,5,8,5,100.0,0,8,100.0,0,0.0,8,33.2,7,2020,3,36,8,-33,5,-28.0,34
2824,A.J. Allmendinger,5,1,30,8,22,44,22,28,63.6,19,142,87.1,37,22.7,163,117.2,8,2020,30,1,163,29,45,91.8,1
2825,Justin Haley,7,1,28,8,36,53,17,27,50.9,8,135,82.8,8,4.9,163,107.6,8,2020,4,3,163,1,41,47.6,5
2826,Harrison Burton,10,3,21,8,-14,24,38,23,95.8,0,160,98.2,0,0.0,163,96.7,8,2020,5,5,163,0,39,39.0,11
2827,Ross Chastain,3,2,18,4,7,30,23,29,96.7,9,160,98.2,0,0.0,163,118.6,8,2020,11,7,163,4,37,45.05,7
2828,Chase Briscoe,2,1,25,6,27,41,14,28,68.3,21,155,95.1,40,24.5,163,106.3,8,2020,9,9,163,0,35,54.45,2
2829,Michael Annett,9,1,22,12,-6,44,50,34,77.3,0,131,80.4,3,1.8,163,81.3,8,2020,21,11,163,10,32,42.75,8
2830,Jeremy Clements,21,7,26,13,5,35,30,21,60.0,0,134,82.2,0,0.0,163,82.7,8,2020,20,13,163,7,30,37.0,14
2831,Colby Howard,18,2,34,20,15,45,30,1,2.2,0,20,12.3,0,0.0,163,67.7,8,2020,34,15,163,19,28,47.0,6
2832,Riley Herbst,30,3,30,14,8,28,20,15,53.6,1,96,58.9,0,0.0,163,78.5,8,2020,6,17,163,-11,26,15.45,23
2833,"Ronnie Bassett, Jr.",22,2,35,24,-3,31,34,0,0.0,0,2,1.2,0,0.0,162,55.0,8,2020,32,19,162,13,24,37.0,14
2834,Jeffrey Earnhardt,23,5,28,21,3,39,36,0,0.0,0,5,3.1,0,0.0,162,57.7,8,2020,16,21,162,-5,21,16.0,22
2835,Mason Massey,24,11,32,25,-7,28,35,0,0.0,0,3,1.9,0,0.0,162,44.8,8,2020,25,23,162,2,19,21.0,18
2836,B.J. McLeod,27,3,29,24,-7,34,41,2,5.9,0,13,8.0,0,0.0,162,47.2,8,2020,17,25,162,-8,17,9.0,25
2837,Alex Labbe,17,12,30,20,-30,29,59,10,34.5,0,25,15.4,0,0.0,162,58.5,8,2020,15,27,162,-12,15,3.0,30
2838,Myatt Snider,14,7,35,18,-26,32,58,14,43.8,1,66,41.0,0,0.0,161,63.1,8,2020,35,29,161,6,13,19.45,19
2839,Vinnie Miller,32,19,32,31,-13,20,33,0,0.0,0,0,0.0,0,0.0,156,34.5,8,2020,19,31,156,-12,10,-2.0,31
2840,Timmy Hill,33,18,33,30,-4,22,26,0,0.0,0,0,0.0,0,0.0,87,42.0,8,2020,29,33,87,-4,8,4.0,29
2841,Ryan Sieg,35,7,36,35,-29,0,29,0,0.0,0,0,0.0,0,0.0,47,28.8,8,2020,7,35,47,-28,6,-22.0,33
2842,Kody Vanderwal,37,36,36,37,-3,0,3,0,0.0,0,0,0.0,0,0.0,3,24.3,8,2020,36,37,3,-1,4,3.0,30
2843,Noah Gragson,6,1,23,5,9,36,27,29,80.6,18,161,98.8,6,3.7,163,120.2,8,2020,1,2,163,-1,42,50.6,3
2844,Daniel Hemric,4,2,22,6,13,33,20,31,93.9,5,159,97.5,0,0.0,163,113.7,8,2020,2,4,163,-2,40,40.25,10
2845,Justin Allgaier,8,1,26,6,15,40,25,30,75.0,5,161,98.8,1,0.6,163,105.5,8,2020,3,6,163,-3,38,37.5,13
2846,Brandon Jones,11,4,13,9,-10,31,41,29,93.5,1,163,100.0,0,0.0,163,92.0,8,2020,12,8,163,4,36,40.45,9
2847,Anthony Alfredo,20,7,33,17,13,48,35,26,54.2,0,105,64.4,0,0.0,163,78.0,8,2020,24,10,163,14,34,48.0,4
2848,Brandon Brown,13,8,26,13,1,29,28,23,79.3,0,138,84.7,0,0.0,163,81.8,8,2020,10,12,163,-2,31,29.0,16
2849,Brett Moffitt,12,6,19,13,-6,31,37,27,87.1,0,140,85.9,0,0.0,163,81.2,8,2020,13,14,163,-1,29,28.0,17
2850,Austin Cindric,1,1,27,6,38,42,4,22,52.4,41,126,77.3,68,41.7,163,119.8,8,2020,8,16,163,-8,27,54.45,2
2851,Bayley Currey,15,8,31,20,6,43,37,2,4.7,0,15,9.2,0,0.0,163,65.0,8,2020,31,18,163,13,25,38.0,12
2852,Jesse Little,19,14,29,19,0,42,42,5,11.9,0,14,8.6,0,0.0,162,65.7,8,2020,14,20,162,-6,23,17.0,20
2853,Tommy Joe Martins,28,11,35,26,23,49,26,0,0.0,1,3,1.9,0,0.0,162,56.0,8,2020,33,22,162,11,20,31.45,15
2854,Garrett Smithley,29,13,32,26,-31,15,46,0,0.0,1,2,1.2,0,0.0,162,48.0,8,2020,22,24,162,-2,18,16.45,21
2855,"Joe Graf, Jr.",25,16,32,25,-30,35,65,0,0.0,0,0,0.0,0,0.0,162,42.8,8,2020,27,26,162,1,16,17.0,20
2856,Josh Williams,16,14,32,23,10,40,30,3,7.5,2,9,5.6,0,0.0,162,53.4,8,2020,23,28,162,-5,14,9.9,24
2857,Matt Mills,26,12,33,28,-12,19,31,0,0.0,0,2,1.2,0,0.0,161,37.3,8,2020,26,30,161,-4,12,8.0,26
2858,Joe Nemechek,31,28,35,32,-5,12,17,0,0.0,2,0,0.0,0,0.0,129,32.7,8,2020,28,32,129,-4,9,5.9,28
2859,Chad Finchum,34,18,34,33,-15,3,18,0,0.0,0,0,0.0,0,0.0,50,29.5,8,2020,18,34,50,-16,7,-9.0,32
2860,Stephen Leicht,36,35,37,36,2,2,0,0,0.0,0,0,0.0,0,0.0,8,25.2,8,2020,37,36,8,1,5,6.0,27
2861,Harrison Burton,4,1,17,6,0,64,64,48,75.0,3,164,98.2,2,1.2,167,113.6,9,2020,1,1,167,0,45,46.85,7
2862,Noah Gragson,1,1,10,2,0,41,41,30,73.2,27,167,100.0,83,49.7,167,137.4,9,2020,2,3,167,-1,41,72.9,1
2863,"Dale Earnhardt, Jr.",18,1,22,5,-1,57,58,45,78.9,14,165,98.8,4,2.4,167,114.0,9,2020,12,5,167,7,39,53.3,5
2864,Chase Briscoe,31,3,37,26,24,45,21,15,33.3,39,46,27.5,0,0.0,167,54.7,9,2020,8,7,167,1,37,55.55,4
2865,Ross Chastain,2,1,19,5,-11,54,65,35,64.8,10,163,97.6,26,15.6,167,114.1,9,2020,3,9,167,-6,35,40.0,10
2866,J.J. Yeley,9,2,30,15,-4,70,74,37,52.9,0,114,68.3,0,0.0,167,80.8,9,2020,14,11,167,3,32,35.0,14
2867,Justin Haley,3,3,27,9,-13,48,61,22,45.8,0,154,92.2,0,0.0,167,94.2,9,2020,10,13,167,-3,30,27.0,17
2868,Myatt Snider,28,10,30,18,6,75,69,16,21.3,0,70,42.2,0,0.0,166,71.2,9,2020,26,15,166,11,28,39.0,11
2869,Colby Howard,13,6,33,21,-2,84,86,10,11.9,0,7,4.2,0,0.0,166,57.7,9,2020,31,17,166,14,26,40.0,10
2870,Jeffrey Earnhardt,27,9,33,22,-2,74,76,7,9.5,0,11,6.6,0,0.0,166,58.7,9,2020,15,19,166,-4,24,20.0,22
2871,Colin Garrett,25,7,37,19,12,80,68,19,23.8,0,49,29.5,0,0.0,166,62.5,9,2020,37,21,166,16,21,37.0,12
2872,Timmy Hill,24,1,33,24,19,77,58,6,7.8,0,14,8.5,0,0.0,165,46.3,9,2020,28,23,165,5,19,24.0,19
2873,Alex Labbe,15,4,36,22,2,72,70,19,26.4,0,26,15.8,0,0.0,165,56.5,9,2020,36,25,165,11,17,28.0,16
2874,Matt Mills,30,11,36,28,2,57,55,4,7.0,0,3,1.8,0,0.0,165,39.7,9,2020,35,27,165,8,15,23.0,20
2875,Caesar Bacarella,17,16,35,29,-22,42,64,0,0.0,0,0,0.0,0,0.0,163,36.0,9,2020,24,29,163,-5,13,8.0,26
2876,Tommy Joe Martins,32,31,37,34,6,6,0,0,0.0,3,0,0.0,0,0.0,148,30.1,9,2020,34,31,148,3,10,14.35,24
2877,Kyle Weatherman,33,5,33,28,22,42,20,9,21.4,1,13,19.4,0,0.0,67,50.4,9,2020,29,33,67,-4,8,4.45,28
2878,Brett Moffitt,35,13,34,30,8,38,30,5,13.2,0,14,25.0,0,0.0,56,49.3,9,2020,13,35,56,-22,6,-16.0,34
2879,Kody Vanderwal,37,27,36,36,-4,16,20,0,0.0,0,0,0.0,0,0.0,32,25.8,9,2020,30,37,32,-7,4,-3.0,31
2880,Austin Cindric,19,1,21,3,9,71,62,51,71.8,17,164,98.2,24,14.4,167,122.6,9,2020,9,2,167,7,42,62.65,2
2881,Anthony Alfredo,5,3,24,10,13,74,61,46,62.2,0,163,97.6,0,0.0,167,93.7,9,2020,21,4,167,17,40,57.0,3
2882,Michael Annett,21,4,25,11,1,58,57,36,62.1,0,149,89.2,0,0.0,167,90.5,9,2020,17,6,167,11,38,49.0,6
2883,Brandon Jones,20,1,23,6,4,61,57,46,75.4,7,165,98.8,1,0.6,167,106.0,9,2020,4,8,167,-4,36,35.4,13
2884,Riley Herbst,22,5,29,14,-2,66,68,26,39.4,0,115,68.9,0,0.0,167,83.8,9,2020,6,10,167,-4,34,30.0,15
2885,Jeremy Clements,26,3,26,12,9,75,66,45,60.0,0,139,83.2,0,0.0,167,83.8,9,2020,23,12,167,11,31,42.0,9
2886,Brandon Brown,23,5,31,16,-19,65,84,28,43.1,0,82,49.1,0,0.0,167,76.3,9,2020,5,14,167,-9,29,20.0,22
2887,"Joe Graf, Jr.",10,5,34,19,13,99,86,18,18.2,0,28,16.9,0,0.0,166,65.5,9,2020,32,16,166,16,27,43.0,8
2888,Jesse Little,8,6,31,17,-3,80,83,19,23.8,0,31,18.7,0,0.0,166,69.7,9,2020,16,18,166,-2,25,23.0,20
2889,Josh Williams,11,8,31,22,-19,63,82,6,9.5,0,6,3.6,0,0.0,166,55.2,9,2020,18,20,166,-2,23,21.0,21
2890,Stefan Parsons,29,10,32,27,-18,62,80,0,0.0,0,1,0.6,0,0.0,165,44.8,9,2020,27,22,165,5,20,25.0,18
2891,Bayley Currey,16,15,34,27,-4,54,58,2,3.7,1,1,0.6,0,0.0,165,45.6,9,2020,25,24,165,1,18,19.45,23
2892,B.J. McLeod,12,9,31,23,-13,69,82,9,13.0,0,13,7.9,0,0.0,165,52.3,9,2020,22,26,165,-4,16,12.0,25
2893,Ryan Sieg,6,1,30,9,29,75,46,55,73.3,16,153,92.7,27,16.4,165,86.9,9,2020,7,28,165,-21,14,6.95,27
2894,Chad Finchum,14,13,30,25,-24,54,78,1,1.9,0,3,1.9,0,0.0,160,43.7,9,2020,19,30,160,-11,12,1.0,30
2895,Justin Allgaier,7,7,32,17,-11,41,52,32,78.0,4,108,74.0,0,0.0,146,79.8,9,2020,11,32,146,-21,9,-10.2,33
2896,Vinnie Miller,34,16,33,31,-3,48,51,0,0.0,0,0,0.0,0,0.0,58,37.0,9,2020,20,34,58,-14,7,-7.0,32
2897,Stephen Leicht,36,1,37,34,-1,2,3,0,0.0,0,4,8.2,0,0.0,49,27.0,9,2020,33,36,49,-3,5,2.0,29
2898,Chase Briscoe,2,1,24,4,2,48,46,38,79.2,17,176,99.4,11,6.2,177,123.8,10,2020,9,1,177,8,45,63.4,4
2899,Ross Chastain,9,1,33,10,-19,57,76,38,66.7,5,160,90.4,11,6.2,177,99.7,10,2020,7,3,177,4,41,50.0,6
2900,Noah Gragson,1,1,22,3,26,76,50,54,71.1,33,174,98.3,81,45.8,177,129.3,10,2020,13,5,177,8,39,82.1,1
2901,Myatt Snider,15,1,29,12,-15,45,60,36,80.0,0,162,91.5,1,0.6,177,85.0,10,2020,1,7,177,-6,37,31.25,16
2902,Riley Herbst,7,4,37,11,-25,115,140,37,32.2,2,147,83.1,0,0.0,177,93.4,10,2020,6,9,177,-3,35,32.9,15
