,driver,midrace_pos,high_pos,low_pos,avg_pos,pass_dif,GF_Passes,GF_Passed,quality_passes,quality_pass_pct,fast_lap,top15_laps,top15_lap_pct,laps_led,LL_pct,total_laps,driver_rating,race_num,year,start,finish,laps,pos_dif,finishpoints,DFS,DfsRank
1621,Austin Cindric,6,1,18,8,5,168,163,150,89.3,1,106,93.8,0,0.0,113,103.1,9,2019,17,5,113,12,39,51.45,4
1622,Justin Haley,9,3,37,10,13,186,173,147,79.0,1,106,93.8,0,0.0,113,95.4,9,2019,5,7,113,-2,37,35.45,15
1623,Landon Cassill,17,3,33,22,-23,90,113,8,8.9,3,8,7.1,0,0.0,113,61.6,9,2019,22,9,113,13,35,49.35,5
1624,Noah Gragson,18,1,35,16,46,205,159,124,60.5,10,61,54.0,19,16.8,113,95.9,9,2019,14,11,113,3,32,44.25,11
1625,Brett Moffitt,15,3,22,12,-12,180,192,144,80.0,2,100,88.5,0,0.0,113,78.5,9,2019,6,13,113,-7,30,23.9,19
1626,Brandon Brown,21,3,37,20,-3,164,167,71,43.3,1,44,38.9,0,0.0,113,64.8,9,2019,32,15,113,17,28,45.45,9
1627,Matt Mills,28,8,36,29,9,28,19,0,0.0,1,1,0.9,0,0.0,113,41.4,9,2019,26,17,113,9,26,35.45,15
1628,Vinnie Miller,32,2,35,28,7,25,18,0,0.0,1,3,2.7,0,0.0,113,41.3,9,2019,29,19,113,10,24,34.45,17
1629,Cody Ware,31,3,34,28,16,39,23,0,0.0,2,3,2.7,0,0.0,113,42.4,9,2019,34,21,113,13,21,34.9,16
1630,Mike Harmon,34,9,37,32,-5,21,26,0,0.0,1,1,0.9,0,0.0,111,32.9,9,2019,31,23,111,8,19,27.45,18
1631,Alex Labbe,20,4,35,16,13,136,123,64,47.1,2,53,47.7,0,0.0,111,74.5,9,2019,24,25,111,-1,17,16.9,24
1632,Jeremy Clements,24,1,31,20,3,126,123,26,20.6,0,24,22.2,1,0.9,108,61.0,9,2019,30,27,108,3,15,18.25,22
1633,Timmy Hill,19,3,30,20,8,194,186,66,34.0,7,26,24.1,0,0.0,108,68.9,9,2019,19,29,108,-10,13,6.15,27
1634,Michael Annett,5,1,29,14,-11,113,124,64,56.6,2,69,72.6,10,10.5,95,86.4,9,2019,1,31,95,-30,10,-16.6,36
1635,Josh Bilicki,22,2,34,25,0,91,91,0,0.0,0,2,2.3,0,0.0,86,61.8,9,2019,23,33,86,-10,8,-2.0,30
1636,Jeff Green,35,1,31,29,-3,50,53,0,0.0,0,1,1.9,0,0.0,52,40.0,9,2019,21,35,52,-14,6,-8.0,33
1637,Joey Gase,37,4,35,34,-16,39,55,0,0.0,0,1,2.9,0,0.0,35,33.5,9,2019,27,37,35,-10,4,-6.0,32
1638,Gray Gaulding,10,2,24,12,-7,198,205,147,74.2,2,83,73.5,0,0.0,113,86.5,9,2019,8,2,113,6,42,48.9,6
1639,Chase Briscoe,4,1,24,8,7,205,198,171,83.4,2,100,88.5,9,8.0,113,98.2,9,2019,9,4,113,5,40,48.15,7
1640,John Hunter Nemechek,14,2,34,13,3,173,170,131,75.7,1,88,77.9,0,0.0,113,75.1,9,2019,15,6,113,9,38,47.45,8
1641,Josh Williams,13,4,31,15,-20,196,216,128,65.3,3,64,56.6,0,0.0,113,77.5,9,2019,16,8,113,8,36,45.35,10
1642,Chris Cockrum,26,4,32,20,-15,105,120,16,15.2,1,24,21.2,0,0.0,113,71.4,9,2019,18,10,113,8,34,42.45,13
1643,Garrett Smithley,16,10,33,22,-36,87,123,17,19.5,2,8,7.1,0,0.0,113,62.7,9,2019,33,12,113,21,31,52.9,2
1644,David Starr,23,1,30,19,-20,157,177,46,29.3,1,30,26.5,3,2.7,113,64.6,9,2019,28,14,113,14,29,44.2,12
1645,Ryan Sieg,11,2,28,11,10,152,142,99,65.1,5,76,67.3,0,0.0,113,90.3,9,2019,4,16,113,-12,27,17.25,23
1646,Brandon Jones,3,1,37,16,-3,119,122,93,78.2,3,75,66.4,1,0.9,113,74.9,9,2019,13,18,113,-5,25,21.6,21
1647,Max Tullman,29,16,35,26,-37,35,72,0,0.0,1,0,0.0,0,0.0,113,47.8,9,2019,35,20,113,15,23,38.45,14
1648,B.J. McLeod,30,4,37,30,5,29,24,0,0.0,0,2,1.8,0,0.0,113,36.5,9,2019,25,22,113,3,20,23.0,20
1649,Stephen Leicht,27,20,35,29,12,37,25,0,0.0,2,0,0.0,0,0.0,111,44.9,9,2019,20,24,111,-4,18,14.9,25
1650,Jeffrey Earnhardt,8,2,23,10,-18,157,175,124,79.0,2,92,83.6,0,0.0,110,83.6,9,2019,7,26,110,-19,16,-2.1,31
1651,Justin Allgaier,12,1,28,10,27,195,168,154,79.0,3,91,84.3,13,12.0,108,96.0,9,2019,11,28,108,-17,14,1.6,29
1652,Ross Chastain,1,1,36,7,9,111,102,97,87.4,1,100,95.2,7,6.7,105,100.4,9,2019,3,30,105,-27,12,-12.8,35
1653,Cole Custer,7,2,30,16,-16,174,190,107,61.5,3,63,67.0,0,0.0,94,73.7,9,2019,12,32,94,-20,9,-9.65,34
1654,"Ray Black, Jr.",25,3,36,28,-3,65,68,0,0.0,1,1,1.5,0,0.0,65,54.2,9,2019,36,34,65,2,7,9.45,26
1655,Chad Finchum,36,2,37,34,-11,17,28,0,0.0,0,1,2.8,0,0.0,36,31.0,9,2019,37,36,36,1,5,6.0,28
1656,Christopher Bell,2,1,11,2,4,7,3,7,100.0,50,200,100.0,44,22.0,200,132.7,10,2019,4,1,200,3,45,81.5,2
1657,Tyler Reddick,3,2,6,3,3,10,7,10,100.0,11,200,100.0,0,0.0,200,116.0,10,2019,5,3,200,2,41,47.95,4
1658,Chase Briscoe,10,3,13,8,5,22,17,22,100.0,2,200,100.0,0,0.0,200,100.7,10,2019,7,5,200,2,39,41.9,6
1659,Brandon Jones,7,5,13,7,-1,7,8,7,100.0,0,200,100.0,0,0.0,200,99.7,10,2019,8,7,200,1,37,38.0,9
1660,Zane Smith,8,5,12,7,-1,7,8,7,100.0,1,200,100.0,0,0.0,200,101.3,10,2019,6,9,200,-3,35,32.45,13
1661,Ryan Sieg,18,10,35,19,-7,20,27,6,30.0,2,60,30.0,0,0.0,200,68.6,10,2019,14,11,200,3,32,35.9,10
1662,Brandon Brown,15,9,17,15,2,7,5,4,57.1,0,137,68.5,0,0.0,200,77.3,10,2019,17,13,200,4,30,34.0,11
1663,Riley Herbst,11,6,16,12,0,11,11,11,100.0,0,189,95.0,0,0.0,199,83.0,10,2019,12,15,199,-3,28,25.0,16
1664,Justin Haley,24,6,28,17,-13,25,38,4,16.0,3,67,33.8,0,0.0,198,82.2,10,2019,11,17,198,-6,26,21.35,20
1665,Noah Gragson,5,4,25,12,-3,29,32,10,34.5,0,145,73.6,0,0.0,197,76.2,10,2019,9,19,197,-10,24,14.0,25
1666,Tommy Joe Martins,19,16,27,21,-4,9,13,0,0.0,0,0,0.0,0,0.0,197,53.5,10,2019,24,21,197,3,21,24.0,18
1667,Garrett Smithley,25,19,26,23,1,13,12,0,0.0,0,0,0.0,0,0.0,196,59.3,10,2019,26,23,196,3,19,22.0,19
1668,"Ronnie Bassett, Jr.",28,22,28,26,-1,7,8,0,0.0,0,0,0.0,0,0.0,196,48.7,10,2019,25,25,196,0,17,17.0,23
1669,B.J. McLeod,23,20,32,25,-7,17,24,0,0.0,0,0,0.0,0,0.0,196,59.3,10,2019,20,27,196,-7,15,8.0,30
1670,Joey Gase,32,28,36,30,-3,12,15,0,0.0,0,0,0.0,0,0.0,195,40.0,10,2019,36,29,195,7,13,20.0,21
1671,Matt Mills,30,28,35,31,0,7,7,0,0.0,0,0,0.0,0,0.0,195,40.2,10,2019,35,31,195,4,10,14.0,25
1672,Mike Harmon,33,33,37,34,4,7,3,0,0.0,0,0,0.0,0,0.0,144,33.0,10,2019,37,33,144,4,8,12.0,27
1673,Morgan Shepherd,35,33,37,35,-2,5,7,0,0.0,0,0,0.0,0,0.0,50,29.7,10,2019,34,35,50,-1,6,5.0,31
1674,John Jackson,37,37,38,37,1,1,0,0,0.0,0,0,0.0,0,0.0,13,24.7,10,2019,38,37,13,1,4,5.0,31
1675,Justin Allgaier,4,1,4,3,-4,1,5,1,100.0,20,200,100.0,1,0.5,200,116.6,10,2019,2,2,200,0,42,51.25,3
1676,Cole Custer,1,1,6,2,0,6,6,6,100.0,71,200,100.0,155,77.5,200,142.8,10,2019,1,4,200,-3,40,107.7,1
1677,Austin Cindric,6,3,8,5,1,8,7,8,100.0,9,200,100.0,0,0.0,200,108.1,10,2019,3,6,200,-3,38,39.05,7
1678,John Hunter Nemechek,12,9,16,11,7,19,12,19,100.0,0,199,99.5,0,0.0,200,89.0,10,2019,16,8,200,8,36,44.0,5
1679,Michael Annett,9,5,15,10,8,16,8,16,100.0,0,200,100.0,0,0.0,200,91.8,10,2019,15,10,200,5,34,39.0,8
1680,Ross Chastain,14,8,16,12,-1,8,9,8,100.0,0,199,99.5,0,0.0,200,81.0,10,2019,10,12,200,-2,31,29.0,15
1681,Kaz Grala,13,8,18,14,8,18,10,16,88.9,0,186,93.5,0,0.0,199,80.2,10,2019,18,14,199,4,29,33.0,12
1682,Timmy Hill,16,15,20,17,-1,5,6,0,0.0,0,11,5.5,0,0.0,199,67.2,10,2019,19,16,199,3,27,30.0,14
1683,Jeremy Clements,17,12,21,18,-7,12,19,1,8.3,0,7,3.5,0,0.0,198,69.8,10,2019,13,18,198,-5,25,20.0,21
1684,Gray Gaulding,20,18,26,20,-1,14,15,0,0.0,1,0,0.0,0,0.0,197,65.9,10,2019,21,20,197,1,23,24.45,17
1685,Josh Williams,22,21,32,24,0,13,13,0,0.0,0,0,0.0,0,0.0,196,53.8,10,2019,32,22,196,10,20,30.0,14
1686,"Ray Black, Jr.",26,19,26,23,7,20,13,0,0.0,0,0,0.0,0,0.0,196,59.0,10,2019,22,24,196,-2,18,16.0,24
1687,Stephen Leicht,27,21,28,25,5,14,9,0,0.0,0,0,0.0,0,0.0,196,55.5,10,2019,23,26,196,-3,16,13.0,26
1688,David Starr,29,28,33,30,5,14,9,0,0.0,0,0,0.0,0,0.0,195,39.0,10,2019,33,28,195,5,14,19.0,22
1689,Chad Finchum,21,20,32,25,-8,10,18,0,0.0,0,0,0.0,0,0.0,195,49.3,10,2019,27,30,195,-3,12,9.0,28
1690,Vinnie Miller,31,27,33,29,8,17,9,0,0.0,1,0,0.0,0,0.0,194,42.3,10,2019,31,32,194,-1,9,8.45,29
1691,Bayley Currey,34,28,35,33,-1,6,7,0,0.0,0,0,0.0,0,0.0,59,31.3,10,2019,28,34,59,-6,7,1.0,32
1692,Jeff Green,36,29,36,36,0,3,3,0,0.0,0,0,0.0,0,0.0,15,28.3,10,2019,29,36,15,-7,5,-2.0,33
1693,Josh Bilicki,38,30,38,38,-3,2,5,0,0.0,0,0,0.0,0,0.0,10,25.8,10,2019,30,38,10,-8,3,-5.0,34
1694,Tyler Reddick,1,1,13,2,11,27,16,25,92.6,60,200,100.0,110,55.0,200,150.0,11,2019,3,1,200,2,45,101.5,1
1695,Jeffrey Earnhardt,6,3,27,11,21,76,55,53,69.7,2,160,80.0,0,0.0,200,93.6,11,2019,9,3,200,6,41,47.9,4
1696,Justin Haley,10,4,35,13,5,79,74,60,75.9,1,137,68.5,0,0.0,200,86.1,11,2019,35,5,200,30,39,69.45,2
1697,Jeb Burton,13,2,23,11,12,87,75,81,93.1,0,183,91.5,0,0.0,200,87.5,11,2019,16,7,200,9,37,46.0,7
1698,Austin Cindric,8,3,26,12,12,78,66,65,83.3,1,185,92.5,0,0.0,200,83.8,11,2019,7,9,200,-2,35,33.45,14
1699,Ross Chastain,12,6,37,15,10,59,49,36,61.0,0,138,69.0,0,0.0,200,78.5,11,2019,37,11,200,26,32,58.0,3
1700,Jeremy Clements,19,7,25,15,-5,50,55,28,56.0,0,124,62.0,0,0.0,200,76.8,11,2019,17,13,200,4,30,34.0,13
1701,Stephen Leicht,15,11,33,22,0,42,42,3,7.1,3,15,7.5,0,0.0,200,64.6,11,2019,32,15,200,17,28,46.35,6
1702,Garrett Smithley,18,8,31,19,-25,35,60,6,17.1,0,14,7.0,0,0.0,200,64.0,11,2019,30,17,200,13,26,39.0,10
1703,Chase Briscoe,4,1,21,6,6,52,46,49,94.2,9,178,89.4,6,3.0,199,103.6,11,2019,11,19,199,-8,24,21.55,21
1704,Joey Gase,23,20,31,24,-2,38,40,0,0.0,0,0,0.0,0,0.0,198,53.3,11,2019,26,21,198,5,21,26.0,19
1705,Vinnie Miller,27,22,36,27,6,21,15,0,0.0,1,0,0.0,0,0.0,197,42.8,11,2019,34,23,197,11,19,30.45,15
1706,"Ronnie Bassett, Jr.",20,9,29,23,-3,32,35,3,9.4,0,11,5.6,0,0.0,195,59.0,11,2019,24,25,195,-1,17,16.0,23
1707,Josh Williams,21,14,27,20,-7,33,40,3,9.1,0,5,2.7,0,0.0,187,61.3,11,2019,22,27,187,-5,15,10.0,25
1708,Camden Murphy,29,20,35,30,5,19,14,0,0.0,0,0,0.0,0,0.0,173,40.0,11,2019,20,29,173,-9,13,4.0,27
1709,Christopher Bell,31,1,25,18,-19,11,30,11,100.0,26,89,98.9,33,36.7,90,91.7,11,2019,1,31,90,-30,10,-0.05,29
1710,Bayley Currey,33,15,33,32,-2,9,11,0,0.0,0,0,0.0,0,0.0,35,36.2,11,2019,15,33,35,-18,8,-10.0,32
1711,Timmy Hill,35,18,32,34,-3,2,5,0,0.0,0,0,0.0,0,0.0,17,36.8,11,2019,18,35,17,-17,6,-11.0,33
1712,Jeff Green,37,27,37,37,-2,2,4,0,0.0,0,0,0.0,0,0.0,6,27.0,11,2019,27,37,6,-10,4,-6.0,30
1713,Justin Allgaier,3,2,12,5,0,39,39,37,94.9,0,200,100.0,0,0.0,200,113.3,11,2019,6,2,200,4,42,46.0,7
1714,Noah Gragson,2,1,18,7,10,50,40,46,92.0,2,197,98.5,1,0.5,200,106.3,11,2019,10,4,200,6,40,47.15,5
1715,Michael Annett,9,4,17,9,-3,67,70,62,92.5,0,198,99.0,0,0.0,200,93.3,11,2019,8,6,200,2,38,40.0,9
1716,Ryan Sieg,22,4,23,10,6,70,64,63,90.0,2,191,95.5,0,0.0,200,91.9,11,2019,12,8,200,4,36,40.9,8
1717,Brandon Jones,24,1,27,9,-11,46,57,29,63.0,7,149,74.5,22,11.0,200,101.1,11,2019,5,10,200,-5,34,37.65,11
1718,John Hunter Nemechek,5,1,23,9,12,69,57,57,82.6,1,185,92.5,4,2.0,200,93.7,11,2019,14,12,200,2,31,34.45,12
1719,Gray Gaulding,14,6,23,16,-32,27,59,11,40.7,0,72,36.0,0,0.0,200,74.0,11,2019,19,14,200,5,29,34.0,13
1720,"Ray Black, Jr.",17,5,28,21,-17,43,60,4,9.3,0,17,8.5,0,0.0,200,61.3,11,2019,28,16,200,12,27,39.0,10
1721,B.J. McLeod,26,8,31,24,-7,13,20,0,0.0,2,1,0.5,0,0.0,199,52.4,11,2019,21,18,199,3,25,28.9,16
1722,Brandon Brown,25,14,28,22,10,37,27,3,8.1,1,18,9.1,0,0.0,198,66.0,11,2019,25,20,198,5,23,28.45,17
1723,David Starr,16,10,29,22,-15,24,39,1,4.2,0,4,2.0,0,0.0,198,54.0,11,2019,29,22,198,7,20,27.0,18
1724,Cole Custer,11,1,27,6,26,87,61,67,77.0,24,177,90.3,24,12.2,196,102.4,11,2019,2,24,196,-22,18,12.8,24
1725,Matt Mills,30,26,37,30,8,13,5,0,0.0,2,0,0.0,0,0.0,194,38.8,11,2019,33,26,194,7,16,23.9,20
1726,Austin Dillon,7,3,29,12,10,58,48,49,84.5,0,152,81.7,0,0.0,186,83.5,11,2019,4,28,186,-24,14,-10.0,32
1727,Mason Diaz,28,23,36,30,-4,13,17,0,0.0,0,0,0.0,0,0.0,100,46.5,11,2019,36,30,100,6,12,18.0,22
1728,Joe Nemechek,32,27,38,32,4,9,5,0,0.0,0,0,0.0,0,0.0,58,31.5,11,2019,31,32,58,-1,9,8.0,26
1729,Landon Cassill,34,13,31,33,-3,10,13,0,0.0,0,0,0.0,0,0.0,31,38.3,11,2019,13,34,31,-21,7,-14.0,34
1730,Josh Bilicki,36,23,36,36,-2,2,4,0,0.0,0,0,0.0,0,0.0,10,29.5,11,2019,23,36,10,-13,5,-8.0,31
1731,Chad Finchum,38,33,38,38,-6,1,7,0,0.0,0,0,0.0,0,0.0,5,23.2,11,2019,38,38,5,0,3,3.0,28
1732,Cole Custer,5,1,15,3,7,26,19,24,92.3,33,103,100.0,58,56.3,103,144.9,12,2019,1,1,103,0,45,74.35,1
1733,Chase Briscoe,4,1,35,9,21,66,45,35,53.0,2,84,81.6,0,0.0,103,102.5,12,2019,12,3,103,9,41,50.9,3
1734,Christopher Bell,3,1,36,7,10,48,38,27,56.2,4,88,85.4,7,6.8,103,113.1,12,2019,2,5,103,-3,39,39.55,8
1735,Austin Cindric,6,1,28,10,-3,45,48,28,62.2,2,85,82.5,6,5.8,103,92.2,12,2019,3,7,103,-4,37,35.4,11
1736,Justin Haley,9,6,30,11,6,56,50,45,80.4,1,96,93.2,0,0.0,103,89.6,12,2019,13,9,103,4,35,39.45,9
1737,Justin Allgaier,1,1,15,4,10,35,25,33,94.3,6,103,100.0,27,26.2,103,122.8,12,2019,9,11,103,-2,32,39.45,9
1738,Brandon Brown,14,9,32,15,6,41,35,20,48.8,0,62,60.2,0,0.0,103,76.3,12,2019,27,13,103,14,30,44.0,6
1739,Josh Williams,16,10,26,17,4,41,37,6,14.6,0,29,28.2,0,0.0,103,70.5,12,2019,22,15,103,7,28,35.0,12
1740,B.J. McLeod,20,12,32,20,-18,39,57,3,7.7,0,5,4.9,0,0.0,102,62.2,12,2019,16,17,102,-1,26,25.0,17
1741,Timmy Hill,22,18,36,24,11,50,39,0,0.0,1,0,0.0,0,0.0,102,56.6,12,2019,21,19,102,2,24,26.45,16
1742,"Ronnie Bassett, Jr.",21,16,34,22,-11,31,42,0,0.0,0,0,0.0,0,0.0,102,58.3,12,2019,30,21,102,9,21,30.0,14
1743,Stephen Leicht,19,16,27,21,-8,38,46,0,0.0,0,0,0.0,0,0.0,102,60.5,12,2019,25,23,102,2,19,21.0,20
1744,Vinnie Miller,26,21,33,26,-3,22,25,0,0.0,0,0,0.0,0,0.0,101,48.7,12,2019,33,25,101,8,17,25.0,17
1745,Todd Peck,27,14,36,28,-10,15,25,0,0.0,2,2,2.0,0,0.0,100,39.9,12,2019,32,27,100,5,15,20.9,21
1746,Garrett Smithley,23,14,34,25,-15,13,28,1,7.7,0,3,3.5,0,0.0,86,50.8,12,2019,34,29,86,5,13,18.0,23
1747,John Jackson,31,25,37,32,0,8,8,0,0.0,0,0,0.0,0,0.0,36,28.0,12,2019,36,31,36,5,10,15.0,24
1748,Joey Gase,33,13,35,30,-23,16,39,0,0.0,0,1,2.9,0,0.0,34,40.7,12,2019,19,33,34,-14,8,-6.0,29
1749,Morgan Shepherd,35,17,37,34,-5,4,9,0,0.0,0,0,0.0,0,0.0,31,27.5,12,2019,37,35,31,2,6,8.0,26
1750,Chad Finchum,37,18,26,35,-2,11,13,0,0.0,0,0,0.0,0,0.0,10,34.3,12,2019,26,37,10,-11,4,-7.0,30
1751,Tyler Reddick,2,1,20,6,37,75,38,51,68.0,14,101,98.1,1,1.0,103,121.5,12,2019,6,2,103,4,42,52.55,2
1752,Ryan Preece,10,2,35,10,12,50,38,31,62.0,2,90,87.4,0,0.0,103,104.0,12,2019,8,4,103,4,40,44.9,5
1753,Noah Gragson,11,3,19,11,-2,56,58,47,83.9,3,99,96.1,0,0.0,103,93.3,12,2019,15,6,103,9,38,48.35,4
1754,Michael Annett,7,1,31,9,6,50,44,38,76.0,0,92,89.3,0,0.0,103,94.2,12,2019,4,8,103,-4,36,32.0,13
1755,Austin Dillon,25,2,25,8,-16,47,63,39,83.0,0,98,95.1,0,0.0,103,103.3,12,2019,11,10,103,1,34,35.0,12
1756,John Hunter Nemechek,8,1,27,12,11,65,54,35,53.8,0,77,74.8,4,3.9,103,83.5,12,2019,23,12,103,11,31,43.0,7
1757,Ross Chastain,13,4,31,13,-1,48,49,36,75.0,0,93,90.3,0,0.0,103,78.3,12,2019,14,14,103,0,29,29.0,15
1758,Jeremy Clements,15,3,30,15,10,51,41,19,37.3,0,52,51.0,0,0.0,102,72.7,12,2019,28,16,102,12,27,39.0,10
1759,"Ray Black, Jr.",18,7,31,19,8,54,46,14,25.9,0,23,22.5,0,0.0,102,66.7,12,2019,17,18,102,-1,25,24.0,18
1760,Gray Gaulding,17,6,29,16,-13,40,53,18,45.0,0,37,36.3,0,0.0,102,66.3,12,2019,18,20,102,-2,23,21.0,20
1761,Jeffrey Earnhardt,12,1,27,12,-9,52,61,33,63.5,5,80,78.4,0,0.0,102,78.0,12,2019,10,22,102,-12,20,10.25,25
1762,David Starr,24,17,35,24,-4,34,38,0,0.0,0,0,0.0,0,0.0,101,51.8,12,2019,31,24,101,7,18,25.0,17
1763,Ryan Sieg,29,5,34,22,-21,18,39,8,44.4,0,31,31.0,0,0.0,100,82.2,12,2019,5,26,100,-21,16,-5.0,28
1764,Mike Harmon,28,22,38,29,5,13,8,0,0.0,2,0,0.0,0,0.0,99,33.7,12,2019,35,28,99,7,14,21.9,19
1765,Matt Mills,30,24,38,30,-3,11,14,0,0.0,0,0,0.0,0,0.0,65,36.0,12,2019,38,30,65,8,12,20.0,22
1766,Camden Murphy,32,7,36,31,2,14,12,0,0.0,0,3,8.3,0,0.0,36,34.7,12,2019,29,32,36,-3,9,6.0,27
1767,Josh Bilicki,34,5,37,32,0,11,11,0,0.0,0,3,9.1,0,0.0,33,37.5,12,2019,20,34,33,-14,7,-7.0,30
1768,Jeff Green,36,22,36,34,-4,14,18,0,0.0,0,0,0.0,0,0.0,22,36.8,12,2019,24,36,22,-12,5,-7.0,30
1769,Brandon Jones,38,4,38,36,4,4,0,3,75.0,0,5,83.3,0,0.0,6,34.2,12,2019,7,38,6,-31,3,-28.0,31
1770,Tyler Reddick,4,1,21,5,18,34,16,33,97.1,10,123,98.4,11,8.8,125,131.7,13,2019,10,1,125,9,45,61.25,1
1771,Michael Annett,8,2,22,7,1,30,29,27,90.0,1,119,95.2,0,0.0,125,108.0,13,2019,7,3,125,4,41,45.45,6
1772,Justin Allgaier,7,2,12,7,8,44,36,42,95.5,1,125,100.0,0,0.0,125,102.4,13,2019,12,5,125,7,39,46.45,3
1773,Chase Briscoe,13,7,28,13,33,72,39,50,69.4,5,109,87.2,0,0.0,125,90.5,13,2019,14,7,125,7,37,46.25,4
1774,Jeb Burton,14,8,35,16,13,42,29,25,59.5,0,88,70.4,0,0.0,125,83.7,13,2019,11,9,125,2,35,37.0,10
1775,Austin Cindric,11,5,23,11,5,30,25,28,93.3,0,120,96.0,0,0.0,125,86.2,13,2019,5,11,125,-6,32,26.0,18
1776,Christopher Bell,1,1,18,3,-5,24,29,15,62.5,25,119,95.2,36,28.8,125,117.7,13,2019,2,13,125,-11,30,39.25,8
1777,Jeremy Clements,15,9,27,15,10,39,29,21,53.8,1,60,48.0,0,0.0,125,77.0,13,2019,17,15,125,2,28,30.45,14
1778,Ryan Sieg,12,4,35,14,21,63,42,23,36.5,2,82,66.1,0,0.0,124,79.9,13,2019,9,17,124,-8,26,18.9,22
1779,B.J. McLeod,19,12,27,21,-8,31,39,0,0.0,0,2,1.6,0,0.0,124,64.8,13,2019,23,19,124,4,24,28.0,16
1780,Josh Bilicki,21,5,25,20,-24,23,47,0,0.0,0,7,5.6,0,0.0,124,60.5,13,2019,20,21,124,-1,21,20.0,21
1781,Josh Williams,20,3,31,20,-6,44,50,4,9.1,0,16,12.9,0,0.0,124,64.2,13,2019,29,23,124,6,19,25.0,19
1782,David Starr,28,22,35,27,1,31,30,0,0.0,0,0,0.0,0,0.0,124,47.3,13,2019,35,25,124,10,17,27.0,17
1783,Garrett Smithley,29,10,38,28,-22,12,34,0,0.0,0,5,4.1,0,0.0,123,43.2,13,2019,38,27,123,11,15,26.0,18
1784,Joey Gase,26,8,36,27,-2,7,9,0,0.0,0,2,3.1,0,0.0,64,48.3,13,2019,36,29,64,7,13,20.0,21
1785,Timmy Hill,31,2,38,31,0,5,5,0,0.0,0,4,9.5,0,0.0,42,31.5,13,2019,33,31,42,2,10,12.0,25
1786,Bayley Currey,33,1,33,31,0,13,13,0,0.0,0,4,11.1,2,5.6,36,36.2,13,2019,31,33,36,-2,8,6.5,26
1787,Tyler Hill,35,25,33,34,-13,8,21,0,0.0,0,0,0.0,0,0.0,17,32.0,13,2019,27,35,17,-8,6,-2.0,27
1788,Riley Herbst,37,18,34,36,-5,16,21,0,0.0,0,0,0.0,0,0.0,12,33.0,13,2019,30,37,12,-7,4,-3.0,28
1789,Noah Gragson,10,2,27,8,16,48,32,34,70.8,4,116,92.8,0,0.0,125,105.8,13,2019,4,2,125,2,42,45.8,5
1790,Paul Menard,3,1,18,4,11,29,18,28,96.6,13,123,98.4,56,44.8,125,126.9,13,2019,1,4,125,-3,40,56.85,2
1791,Brandon Jones,9,3,17,10,0,52,52,49,94.2,7,125,100.0,0,0.0,125,98.7,13,2019,3,6,125,-3,38,38.15,9
1792,John Hunter Nemechek,6,1,23,6,10,35,25,34,97.1,0,121,96.8,0,0.0,125,98.8,13,2019,8,8,125,0,36,36.0,11
1793,Justin Haley,5,3,22,10,6,28,22,28,100.0,0,122,97.6,0,0.0,125,90.3,13,2019,13,10,125,3,34,37.0,10
1794,Cole Custer,2,1,13,4,-15,24,39,22,91.7,24,125,100.0,20,16.0,125,118.2,13,2019,6,12,125,-6,31,40.8,7
1795,Ross Chastain,17,2,25,14,-10,34,44,32,94.1,0,91,72.8,0,0.0,125,77.3,13,2019,15,14,125,1,29,30.0,15
1796,Gray Gaulding,18,9,27,19,-3,33,36,4,12.1,0,6,4.8,0,0.0,125,70.5,13,2019,22,16,125,6,27,33.0,13
1797,Tommy Joe Martins,22,11,32,21,13,45,32,1,2.2,0,5,4.0,0,0.0,124,61.2,13,2019,21,18,124,3,25,28.0,16
1798,Stephen Leicht,25,13,33,24,-5,33,38,0,0.0,0,2,1.6,0,0.0,124,56.2,13,2019,32,20,124,12,23,35.0,12
1799,Chad Finchum,24,12,28,21,-11,25,36,2,8.0,0,11,8.9,0,0.0,124,58.0,13,2019,28,22,124,6,20,26.0,18
1800,Matt Mills,23,15,28,24,-16,24,40,0,0.0,0,1,0.8,0,0.0,124,52.7,13,2019,18,24,124,-6,18,12.0,25
1801,Brandon Brown,16,5,26,17,-12,35,47,9,25.7,0,36,29.0,0,0.0,124,66.7,13,2019,25,26,124,-1,16,15.0,24
1802,Vinnie Miller,27,3,38,27,-5,18,23,0,0.0,0,4,3.3,0,0.0,123,45.3,13,2019,37,28,123,9,14,23.0,20
1803,"Ray Black, Jr.",30,24,38,32,10,12,2,0,0.0,2,0,0.0,0,0.0,51,31.4,13,2019,34,30,51,4,12,16.9,23
1804,Landon Cassill,32,7,36,31,6,8,2,0,0.0,0,1,2.5,0,0.0,40,36.5,13,2019,16,32,40,-16,9,-7.0,30
1805,Kyle Weatherman,34,15,34,31,-13,11,24,1,9.1,0,1,3.4,0,0.0,29,44.8,13,2019,24,34,29,-10,7,-3.0,28
1806,Jeff Green,36,26,38,36,-1,3,4,0,0.0,0,0,0.0,0,0.0,17,25.2,13,2019,26,36,17,-10,5,-5.0,29
1807,Dillon Bassett,38,19,37,38,-5,9,14,0,0.0,0,0,0.0,0,0.0,8,27.2,13,2019,19,38,8,-19,3,-16.0,31
1808,Christopher Bell,1,1,8,1,6,16,10,15,93.8,116,250,100.0,186,74.4,250,149.7,14,2019,2,1,250,1,45,144.7,1
