,driver,track,start_pos,finish_pos,laps_complete,total_laps,race_num,year,race_status
0,A.J. Allmendinger,Fontana,18,36,66,150,27,2007,crash
1,A.J. Allmendinger,Dover,14,21,199,200,29,2007,running
2,A.J. Allmendinger,Charlotte,28,26,179,200,31,2007,running
3,A.J. Allmendinger,Homestead,29,21,199,200,35,2007,running
4,A.J. Allmendinger,Elkhart Lake,1,1,55,55,14,2013,running
5,A.J. Allmendinger,Watkins Glen,4,2,82,82,20,2018,running
6,A.J. Allmendinger,Watkins Glen,7,37,82,82,20,2019,disqualified
7,A.J. Allmendinger,Elkhart Lake,1,24,45,45,23,2019,running
8,A.J. Allmendinger,Bristol,27,10,303,303,7,2020,running
9,A.J. Allmendinger,Homestead,38,4,177,177,10,2020,running
10,A.J. Allmendinger,Indianapolis G.P.,30,4,62,62,13,2020,running
11,A.J. Allmendinger,Daytona (Road),11,4,52,52,19,2020,running
12,A.J. Allmendinger,Talladega,36,24,112,113,28,2020,crash
13,A.J. Allmendinger,Martinsville,36,26,248,250,32,2020,running
14,A.J. Allmendinger,Daytona (Road),6,35,43,56,2,2021,running
15,A.J. Allmendinger,Las Vegas,10,1,200,200,4,2021,running
16,A.J. Allmendinger,Atlanta,3,5,163,163,6,2021,running
17,A.J. Allmendinger,Talladega,11,3,90,90,8,2021,running
18,A.J. Allmendinger,Dover,7,4,200,200,10,2021,running
19,A.J. Allmendinger,Charlotte,5,33,128,200,12,2021,brakes
20,A.J. Allmendinger,Fort Worth,1,6,171,171,14,2021,running
21,A.J. Allmendinger,Pocono,3,5,90,90,16,2021,running
22,A.J. Allmendinger,Atlanta,3,13,164,164,18,2021,running
23,A.J. Allmendinger,Watkins Glen,6,2,82,82,20,2021,running
24,A.J. Allmendinger,Michigan,2,1,139,139,22,2021,running
25,A.J. Allmendinger,Darlington,2,20,152,152,24,2021,running
26,A.J. Allmendinger,Bristol,10,1,306,306,26,2021,running
27,A.J. Allmendinger,Talladega,5,39,24,107,28,2021,crash
28,A.J. Allmendinger,Fort Worth,1,6,200,200,30,2021,running
29,A.J. Allmendinger,Martinsville,3,7,257,257,32,2021,running
30,A.J. Allmendinger,Daytona,11,2,120,120,1,2022,running
31,A.J. Allmendinger,Las Vegas,1,9,200,200,3,2022,running
32,A.J. Allmendinger,Atlanta,7,3,172,172,5,2022,running
33,A.J. Allmendinger,Richmond,9,4,250,250,7,2022,running
34,A.J. Allmendinger,Richmond,12,14,252,252,28,2007,running
35,A.J. Allmendinger,Kansas,8,25,198,200,30,2007,running
36,A.J. Allmendinger,Phoenix,16,13,203,203,34,2007,running
37,A.J. Allmendinger,Phoenix,28,12,200,201,34,2008,running
38,A.J. Allmendinger,Mid-Ohio,2,1,94,94,22,2013,running
39,A.J. Allmendinger,Daytona,2,38,100,100,16,2019,disqualified
40,A.J. Allmendinger,Mid-Ohio,6,3,75,75,21,2019,running
41,A.J. Allmendinger,Charlotte (Road),5,1,67,67,28,2019,running
42,A.J. Allmendinger,Atlanta,30,1,163,163,8,2020,running
43,A.J. Allmendinger,Talladega,34,7,113,113,11,2020,running
44,A.J. Allmendinger,Elkhart Lake,33,2,45,45,18,2020,running
45,A.J. Allmendinger,Daytona,34,15,99,100,22,2020,crash
46,A.J. Allmendinger,Charlotte (Road),22,1,68,68,29,2020,running
47,A.J. Allmendinger,Daytona,31,5,122,122,1,2021,running
48,A.J. Allmendinger,Homestead,24,14,179,179,3,2021,running
49,A.J. Allmendinger,Phoenix,4,5,200,200,5,2021,running
50,A.J. Allmendinger,Martinsville,3,13,250,250,7,2021,running
51,A.J. Allmendinger,Darlington,1,13,148,148,9,2021,running
52,A.J. Allmendinger,Austin,7,2,46,46,11,2021,running
53,A.J. Allmendinger,Mid-Ohio,12,1,78,78,13,2021,running
54,A.J. Allmendinger,Nashville,5,5,189,189,15,2021,running
55,A.J. Allmendinger,Elkhart Lake,3,4,45,45,17,2021,running
56,A.J. Allmendinger,Loudon,6,12,200,200,19,2021,running
57,A.J. Allmendinger,Indianapolis G.P.,1,2,62,62,21,2021,running
58,A.J. Allmendinger,Daytona,1,2,100,100,23,2021,running
59,A.J. Allmendinger,Richmond,8,18,250,250,25,2021,running
60,A.J. Allmendinger,Las Vegas,2,7,201,201,27,2021,running
61,A.J. Allmendinger,Charlotte (Road),14,1,68,68,29,2021,running
62,A.J. Allmendinger,Kansas,5,3,200,200,31,2021,running
63,A.J. Allmendinger,Phoenix,12,14,204,204,33,2021,running
64,A.J. Allmendinger,Fontana,1,7,165,165,2,2022,running
65,A.J. Allmendinger,Phoenix,17,7,200,200,4,2022,running
66,A.J. Allmendinger,Austin,4,1,46,46,6,2022,running
67,Aaron Quine,Mid-Ohio,31,30,42,75,21,2019,crash
68,Akinori Ogata,Phoenix,33,33,179,200,32,2018,running
69,Akinori Ogata,Martinsville,33,26,257,257,32,2021,running
70,Akinori Ogata,Richmond,40,34,247,250,25,2021,running
71,Alex Bowman,Chicago,20,17,199,200,26,2012,running
72,Alex Bowman,Dover,16,19,198,200,28,2012,running
73,Alex Bowman,Daytona,8,3,120,120,1,2013,running
74,Alex Bowman,Las Vegas,18,8,200,200,3,2013,running
75,Alex Bowman,Fontana,6,12,150,150,5,2013,running
76,Alex Bowman,Richmond,12,27,246,250,7,2013,running
77,Alex Bowman,Darlington,13,17,147,147,9,2013,running
78,Alex Bowman,Dover,4,17,200,200,11,2013,running
79,Alex Bowman,Michigan,5,14,124,125,13,2013,running
80,Alex Bowman,Kentucky,10,10,170,170,15,2013,running
81,Alex Bowman,Loudon,21,10,213,213,17,2013,running
82,Alex Bowman,Indianapolis,38,15,100,100,19,2013,running
83,Alex Bowman,Watkins Glen,19,13,82,82,21,2013,running
84,Alex Bowman,Bristol,14,33,234,250,23,2013,running
85,Alex Bowman,Richmond,6,15,250,250,25,2013,running
86,Alex Bowman,Kentucky,20,5,200,200,27,2013,running
87,Alex Bowman,Kansas,11,11,200,200,29,2013,running
88,Alex Bowman,Fort Worth,1,18,199,200,31,2013,running
89,Alex Bowman,Dover,20,19,197,200,28,2014,running
90,Alex Bowman,Phoenix,5,17,205,206,32,2014,running
91,Alex Bowman,Indianapolis,15,17,100,100,18,2015,running
92,Alex Bowman,Pocono,10,10,53,53,12,2016,running
93,Alex Bowman,Iowa,9,5,250,250,14,2016,running
94,Alex Bowman,Richmond,2,9,250,250,25,2016,running
95,Alex Bowman,Phoenix,7,38,54,200,32,2016,crash
96,Alex Bowman,Charlotte,4,1,200,200,29,2017,running
97,Alex Bowman,Michigan,10,21,91,91,13,2018,running
98,Alex Bowman,Kentucky,9,25,194,200,27,2012,running
99,Alex Bowman,Phoenix,22,15,204,204,32,2012,running
100,Alex Bowman,Phoenix,18,31,142,200,2,2013,running
101,Alex Bowman,Bristol,15,14,300,300,4,2013,running
102,Alex Bowman,Fort Worth,1,14,200,200,6,2013,running
103,Alex Bowman,Talladega,14,13,110,110,8,2013,running
104,Alex Bowman,Charlotte,8,20,200,200,10,2013,running
105,Alex Bowman,Iowa,15,22,244,250,12,2013,running
106,Alex Bowman,Elkhart Lake,15,24,55,55,14,2013,running
107,Alex Bowman,Daytona,12,20,101,101,16,2013,running
108,Alex Bowman,Chicago,11,31,172,200,18,2013,running
109,Alex Bowman,Iowa,3,7,250,250,20,2013,running
110,Alex Bowman,Mid-Ohio,17,11,94,94,22,2013,running
111,Alex Bowman,Atlanta,18,34,32,195,24,2013,engine
112,Alex Bowman,Chicago,8,11,200,200,26,2013,running
113,Alex Bowman,Dover,4,18,197,200,28,2013,running
114,Alex Bowman,Charlotte,6,18,200,200,30,2013,running
115,Alex Bowman,Phoenix,15,11,200,200,32,2013,running
116,Alex Bowman,Charlotte,7,12,200,200,30,2014,running
117,Alex Bowman,Michigan,15,14,125,125,13,2015,running
118,Alex Bowman,Dover,5,3,120,120,10,2016,running
119,Alex Bowman,Michigan,1,7,125,125,13,2016,running
120,Alex Bowman,Loudon,5,8,200,200,17,2016,running
121,Alex Bowman,Dover,4,5,200,200,28,2016,running
122,Alex Bowman,Homestead,8,14,200,200,33,2016,running
123,Alex Bowman,Phoenix,5,8,200,200,32,2017,running
124,Alex Labbe,Phoenix,33,23,197,200,32,2016,running
125,Alex Labbe,Charlotte,29,33,192,200,10,2017,running
126,Alex Labbe,Atlanta,33,18,161,163,2,2018,running
127,Alex Labbe,Phoenix,22,22,198,200,4,2018,running
128,Alex Labbe,Fort Worth,22,32,104,200,6,2018,crash
129,Alex Labbe,Richmond,19,16,249,250,8,2018,running
130,Alex Labbe,Dover,15,21,200,200,10,2018,running
131,Alex Labbe,Pocono,23,18,100,100,12,2018,running
132,Alex Labbe,Iowa,18,23,247,250,14,2018,running
133,Alex Labbe,Daytona,21,15,105,105,16,2018,running
134,Alex Labbe,Loudon,21,23,198,200,18,2018,running
135,Alex Labbe,Watkins Glen,21,19,82,82,20,2018,running
136,Alex Labbe,Bristol,20,23,301,310,22,2018,running
137,Alex Labbe,Darlington,18,19,146,147,24,2018,running
138,Alex Labbe,Las Vegas,15,16,200,200,26,2018,running
139,Alex Labbe,Charlotte (Road),5,13,55,55,28,2018,running
140,Alex Labbe,Kansas,27,12,197,200,30,2018,running
141,Alex Labbe,Phoenix,17,20,199,200,32,2018,running
142,Alex Labbe,Atlanta,23,19,162,163,2,2019,running
143,Alex Labbe,Talladega,24,25,111,113,9,2019,running
144,Alex Labbe,Watkins Glen,21,16,82,82,20,2019,running
145,Alex Labbe,Las Vegas,37,17,198,200,26,2019,running
146,Alex Labbe,Kansas,17,15,199,200,30,2019,running
147,Alex Labbe,Daytona,19,10,120,120,1,2020,running
148,Alex Labbe,Fontana,17,13,150,150,3,2020,running
149,Alex Labbe,Darlington,16,17,147,147,5,2020,running
150,Alex Labbe,Bristol,32,33,41,303,7,2020,overheating
151,Alex Labbe,Homestead,36,25,165,167,9,2020,running
152,Alex Labbe,Talladega,27,9,113,113,11,2020,running
153,Alex Labbe,Indianapolis G.P.,22,8,62,62,13,2020,running
154,Alex Labbe,Kentucky,24,24,196,200,15,2020,running
155,Alex Labbe,Kansas,19,21,174,175,17,2020,running
156,Alex Labbe,Daytona (Road),16,27,50,52,19,2020,running
157,Alex Labbe,Dover,18,17,198,200,21,2020,running
158,Alex Labbe,Darlington,24,16,147,147,23,2020,running
159,Alex Labbe,Richmond,20,12,250,250,25,2020,running
160,Alex Labbe,Las Vegas,16,32,179,200,27,2020,electrical
161,Alex Labbe,Charlotte (Road),16,4,68,68,29,2020,running
162,Alex Labbe,Fort Worth,20,11,200,200,31,2020,running
163,Alex Labbe,Phoenix,21,21,203,206,33,2020,running
164,Alex Labbe,Daytona (Road),36,22,56,56,2,2021,running
165,Alex Labbe,Las Vegas,17,35,181,200,4,2021,crash
166,Alex Labbe,Atlanta,36,17,163,163,6,2021,running
167,Alex Labbe,Talladega,30,21,90,90,8,2021,running
168,Alex Labbe,Dover,18,19,198,200,10,2021,running
169,Alex Labbe,Charlotte,33,14,200,200,12,2021,running
170,Alex Labbe,Fort Worth,10,18,171,171,14,2021,running
171,Alex Labbe,Pocono,16,16,90,90,16,2021,running
172,Alex Labbe,Atlanta,17,15,164,164,18,2021,running
173,Alex Labbe,Watkins Glen,26,39,28,82,20,2021,rear gear
174,Alex Labbe,Michigan,13,31,123,139,22,2021,running
175,Alex Labbe,Darlington,22,10,152,152,24,2021,running
176,Alex Labbe,Bristol,14,19,305,306,26,2021,running
177,Alex Labbe,Talladega,32,21,107,107,28,2021,running
178,Alex Labbe,Fort Worth,16,24,199,200,30,2021,running
179,Alex Labbe,Martinsville,25,8,257,257,32,2021,running
180,Alex Labbe,Fontana,19,24,165,165,2,2022,running
181,Alex Labbe,Phoenix,23,19,199,200,4,2022,running
182,Alex Labbe,Austin,5,36,41,46,6,2022,rear gear
183,Alex Labbe,Fort Worth,33,28,194,200,6,2017,running
184,Alex Labbe,Daytona,22,24,142,143,1,2018,running
185,Alex Labbe,Las Vegas,24,17,200,200,3,2018,running
186,Alex Labbe,Fontana,21,19,150,150,5,2018,running
187,Alex Labbe,Bristol,16,11,300,300,7,2018,running
188,Alex Labbe,Talladega,21,24,114,115,9,2018,running
189,Alex Labbe,Charlotte,27,34,140,204,11,2018,crash
190,Alex Labbe,Michigan,20,37,52,91,13,2018,crash
191,Alex Labbe,Chicago,22,21,196,200,15,2018,running
192,Alex Labbe,Kentucky,25,32,168,200,17,2018,running
193,Alex Labbe,Iowa,21,16,255,257,19,2018,running
194,Alex Labbe,Mid-Ohio,13,9,75,75,21,2018,running
195,Alex Labbe,Elkhart Lake,27,16,45,45,23,2018,running
196,Alex Labbe,Indianapolis,20,19,98,100,25,2018,running
197,Alex Labbe,Richmond,19,21,248,250,27,2018,running
198,Alex Labbe,Dover,21,21,197,200,29,2018,running
199,Alex Labbe,Fort Worth,20,30,176,200,31,2018,running
200,Alex Labbe,Homestead,20,21,197,200,33,2018,running
201,Alex Labbe,Bristol,17,31,193,300,7,2019,rear gear
202,Alex Labbe,Loudon,19,22,197,200,18,2019,running
203,Alex Labbe,Darlington,17,17,147,147,24,2019,running
204,Alex Labbe,Charlotte (Road),6,6,67,67,28,2019,running
205,Alex Labbe,Homestead,17,18,198,200,33,2019,running
206,Alex Labbe,Las Vegas,23,18,198,200,2,2020,running
207,Alex Labbe,Phoenix,22,22,199,200,4,2020,running
208,Alex Labbe,Charlotte,37,16,201,203,6,2020,running
209,Alex Labbe,Atlanta,15,27,162,163,8,2020,running
210,Alex Labbe,Homestead,25,23,174,177,10,2020,running
211,Alex Labbe,Pocono,19,17,91,91,12,2020,running
212,Alex Labbe,Kentucky,16,24,134,136,14,2020,running
213,Alex Labbe,Fort Worth,16,31,82,201,16,2020,rear gear
214,Alex Labbe,Elkhart Lake,21,15,45,45,18,2020,running
215,Alex Labbe,Dover,19,19,199,200,20,2020,running
216,Alex Labbe,Daytona,17,30,45,100,22,2020,crash
217,Alex Labbe,Richmond,15,23,247,250,24,2020,running
218,Alex Labbe,Bristol,13,13,300,300,26,2020,running
219,Alex Labbe,Talladega,23,10,113,113,28,2020,running
220,Alex Labbe,Kansas,10,23,197,200,30,2020,running
221,Alex Labbe,Martinsville,16,27,247,250,32,2020,running
222,Alex Labbe,Daytona,19,40,60,122,1,2021,crash
223,Alex Labbe,Homestead,25,15,179,179,3,2021,running
224,Alex Labbe,Phoenix,36,32,194,200,5,2021,crash
225,Alex Labbe,Martinsville,22,31,248,250,7,2021,running
226,Alex Labbe,Darlington,23,10,148,148,9,2021,running
227,Alex Labbe,Austin,4,20,46,46,11,2021,running
228,Alex Labbe,Mid-Ohio,16,11,78,78,13,2021,running
229,Alex Labbe,Nashville,29,17,189,189,15,2021,running
230,Alex Labbe,Elkhart Lake,22,21,45,45,17,2021,running
231,Alex Labbe,Loudon,15,36,174,200,19,2021,running
232,Alex Labbe,Indianapolis G.P.,21,13,62,62,21,2021,running
233,Alex Labbe,Daytona,25,31,100,100,23,2021,running
234,Alex Labbe,Richmond,13,19,250,250,25,2021,running
235,Alex Labbe,Las Vegas,17,38,30,201,27,2021,crash
236,Alex Labbe,Charlotte (Road),20,14,68,68,29,2021,running
237,Alex Labbe,Kansas,21,33,191,200,31,2021,running
238,Alex Labbe,Phoenix,26,30,202,204,33,2021,running
239,Alex Labbe,Las Vegas,17,15,199,200,3,2022,running
240,Alex Labbe,Atlanta,17,19,172,172,5,2022,running
241,Alex Labbe,Richmond,20,19,250,250,7,2022,running
242,Andy Lally,Montreal,13,29,65,75,23,2007,transmission
243,Andy Lally,Montreal,14,37,17,76,25,2009,brakes
244,Andy Lally,Mid-Ohio,22,21,75,75,21,2015,running
245,Andy Lally,Mid-Ohio,15,7,75,75,21,2016,running
246,Andy Lally,Mid-Ohio,8,15,75,75,21,2018,running
247,Andy Lally,Charlotte (Road),20,37,34,55,28,2018,crash
248,Andy Lally,Daytona (Road),6,5,52,52,19,2020,running
249,Andy Lally,Austin,13,18,46,46,11,2021,running
250,Andy Lally,Elkhart Lake,15,13,45,45,17,2021,running
251,Andy Lally,Watkins Glen,17,10,82,82,24,2007,running
252,Andy Lally,Elkhart Lake,10,7,53,53,14,2014,running
253,Andy Lally,Elkhart Lake,15,15,45,45,23,2015,running
254,Andy Lally,Mid-Ohio,13,5,75,75,21,2017,running
255,Andy Lally,Elkhart Lake,13,10,45,45,23,2018,running
256,Andy Lally,Elkhart Lake,23,5,45,45,18,2020,running
257,Andy Lally,Daytona (Road),24,31,55,56,2,2021,running
258,Andy Lally,Mid-Ohio,27,5,78,78,13,2021,running
259,Andy Lally,Indianapolis G.P.,26,10,62,62,21,2021,running
260,Angela Ruch,Iowa,34,28,230,250,12,2011,running
261,Angela Ruch,Kansas,42,32,167,200,30,2011,crash
262,Angela Ruch,Charlotte,35,36,51,200,11,2012,engine
263,Angela Ruch,Charlotte,35,43,0,200,29,2012,crash
264,Angela Ruch,Kentucky,35,32,190,200,27,2017,running
265,Angela Ruch,Fort Worth,35,38,47,200,31,2017,crash
266,Angela Ruch,Kansas,39,29,98,200,30,2018,oil leak
267,Angela Ruch,Loudon,39,25,200,206,19,2011,running
268,Angela Ruch,Charlotte,42,35,125,200,31,2011,vibration
269,Angela Ruch,Michigan,37,28,119,125,13,2012,running
270,Angela Ruch,Kentucky,40,30,192,200,16,2017,running
271,Angela Ruch,Charlotte,35,36,36,200,29,2017,crash
272,Angela Ruch,Loudon,40,30,188,200,18,2018,running
273,Angela Ruch,Homestead,39,37,36,200,33,2018,parked
274,Anthony Alfredo,Fontana,13,6,150,150,3,2020,running
275,Anthony Alfredo,Atlanta,24,10,163,163,8,2020,running
276,Anthony Alfredo,Homestead,12,11,176,177,10,2020,running
277,Anthony Alfredo,Indianapolis G.P.,7,20,62,62,13,2020,running
278,Anthony Alfredo,Kentucky,10,6,200,200,15,2020,running
279,Anthony Alfredo,Dover,26,11,200,200,20,2020,running
280,Anthony Alfredo,Daytona,13,21,98,100,22,2020,running
281,Anthony Alfredo,Bristol,19,6,300,300,26,2020,running
282,Anthony Alfredo,Talladega,6,12,113,113,28,2020,running
283,Anthony Alfredo,Fort Worth,18,3,200,200,31,2020,running
284,Anthony Alfredo,Fontana,28,5,165,165,2,2022,running
285,Anthony Alfredo,Phoenix,37,37,147,200,4,2022,running
286,Anthony Alfredo,Austin,18,13,46,46,6,2022,running
287,Anthony Alfredo,Darlington,17,14,147,147,5,2020,running
288,Anthony Alfredo,Homestead,21,4,167,167,9,2020,running
289,Anthony Alfredo,Talladega,10,6,113,113,11,2020,running
290,Anthony Alfredo,Kentucky,11,6,136,136,14,2020,running
291,Anthony Alfredo,Fort Worth,10,27,191,201,16,2020,suspension
292,Anthony Alfredo,Dover,5,13,199,200,21,2020,running
293,Anthony Alfredo,Darlington,12,27,145,147,23,2020,running
294,Anthony Alfredo,Las Vegas,8,8,200,200,27,2020,running
295,Anthony Alfredo,Kansas,25,29,172,200,30,2020,crash
296,Anthony Alfredo,Daytona,16,7,120,120,1,2022,running
297,Anthony Alfredo,Las Vegas,25,17,199,200,3,2022,running
298,Anthony Alfredo,Atlanta,27,16,172,172,5,2022,running
299,Anthony Alfredo,Richmond,19,12,250,250,7,2022,running
300,Aric Almirola,Richmond,12,32,246,250,11,2006,running
301,Aric Almirola,IRP,5,38,141,200,23,2006,crash
302,Aric Almirola,Bristol,15,20,250,250,26,2006,running
303,Aric Almirola,Kansas,21,39,136,200,30,2006,crash
304,Aric Almirola,Phoenix,34,13,203,203,34,2006,running
305,Aric Almirola,Atlanta,38,27,192,195,5,2007,running
306,Aric Almirola,Nashville,18,19,222,225,7,2007,running
307,Aric Almirola,Talladega,19,20,120,120,10,2007,running
308,Aric Almirola,Charlotte,38,14,200,200,13,2007,running
309,Aric Almirola,Kentucky,21,6,200,200,16,2007,running
310,Aric Almirola,Daytona,3,28,102,102,19,2007,running
311,Aric Almirola,IRP,1,6,200,200,22,2007,running
312,Aric Almirola,Bristol,27,10,250,250,26,2007,running
313,Aric Almirola,Homestead,11,18,200,200,35,2007,running
314,Aric Almirola,IRP,13,14,200,200,20,2009,running
315,Aric Almirola,Charlotte,43,27,194,200,31,2009,running
316,Aric Almirola,Richmond,21,11,250,250,27,2010,running
317,Aric Almirola,Fontana,8,6,150,150,30,2010,running
318,Aric Almirola,Fort Worth,25,16,205,205,33,2010,running
319,Aric Almirola,Homestead,4,32,173,200,35,2010,crash
320,Aric Almirola,Phoenix,25,13,199,200,2,2011,running
321,Aric Almirola,Bristol,15,10,300,300,4,2011,running
322,Aric Almirola,Fort Worth,10,12,200,200,6,2011,running
323,Aric Almirola,Nashville,16,10,225,225,8,2011,running
324,Aric Almirola,Darlington,9,28,95,147,10,2011,crash
325,Aric Almirola,Iowa,11,17,250,250,12,2011,running
326,Aric Almirola,Chicago,1,4,200,200,14,2011,running
327,Aric Almirola,Elkhart Lake,20,22,56,57,16,2011,running
328,Aric Almirola,Kentucky,20,20,198,200,18,2011,running
329,Aric Almirola,Nashville,12,5,225,225,20,2011,running
330,Aric Almirola,Iowa,11,5,250,250,22,2011,running
331,Aric Almirola,Montreal,20,20,74,74,24,2011,running
332,Aric Almirola,Atlanta,11,8,195,195,26,2011,running
333,Aric Almirola,Chicago,6,4,200,200,28,2011,running
334,Aric Almirola,Kansas,7,12,200,200,30,2011,running
335,Aric Almirola,Fort Worth,15,19,199,200,32,2011,running
336,Aric Almirola,Homestead,10,8,200,200,34,2011,running
337,Aric Almirola,Chicago,10,14,200,200,26,2014,running
338,Aric Almirola,Daytona,5,7,120,120,1,2015,running
339,Aric Almirola,Richmond,4,15,249,250,8,2015,running
340,Aric Almirola,Charlotte,6,19,199,200,11,2015,running
341,Aric Almirola,Daytona,19,35,90,104,15,2015,crash
342,Aric Almirola,Homestead,6,12,199,200,33,2015,running
343,Aric Almirola,Las Vegas,10,12,199,200,3,2016,running
344,Aric Almirola,Fort Worth,18,17,197,200,6,2016,running
345,Aric Almirola,Talladega,17,10,116,116,9,2016,running
346,Aric Almirola,Daytona,23,1,103,103,15,2016,running
347,Aric Almirola,Homestead,15,10,200,200,33,2016,running
348,Aric Almirola,Atlanta,15,19,163,163,2,2017,running
349,Aric Almirola,Talladega,23,1,113,113,9,2017,running
350,Aric Almirola,Daytona,12,35,121,143,1,2018,crash
351,Aric Almirola,Dover,43,11,200,200,14,2006,running
352,Aric Almirola,Michigan,12,27,127,128,25,2006,running
353,Aric Almirola,Richmond,17,18,250,250,28,2006,running
354,Aric Almirola,Charlotte,22,15,201,203,31,2006,running
355,Aric Almirola,Daytona,1,19,120,120,1,2007,running
356,Aric Almirola,Bristol,15,32,258,300,6,2007,crash
357,Aric Almirola,Phoenix,28,43,0,200,9,2007,crash
358,Aric Almirola,Darlington,34,41,79,147,12,2007,running
359,Aric Almirola,Nashville,3,10,225,225,15,2007,running
360,Aric Almirola,Milwaukee,1,1,250,250,17,2007,running
361,Aric Almirola,Chicago,3,38,167,200,20,2007,crash
362,Aric Almirola,Montreal,19,11,75,75,23,2007,running
363,Aric Almirola,Charlotte,7,4,200,200,31,2007,running
364,Aric Almirola,Milwaukee,20,11,250,250,15,2009,running
365,Aric Almirola,Iowa,28,34,74,250,21,2009,crash
366,Aric Almirola,IRP,6,3,201,201,20,2010,running
367,Aric Almirola,Kansas,5,22,200,200,29,2010,running
368,Aric Almirola,Charlotte,15,8,200,200,31,2010,running
369,Aric Almirola,Phoenix,17,6,200,200,34,2010,running
370,Aric Almirola,Daytona,15,19,119,120,1,2011,running
371,Aric Almirola,Las Vegas,14,15,198,200,3,2011,running
372,Aric Almirola,Fontana,3,9,150,150,5,2011,running
373,Aric Almirola,Talladega,10,10,124,124,7,2011,running
374,Aric Almirola,Richmond,4,14,250,251,9,2011,running
375,Aric Almirola,Dover,18,9,209,209,11,2011,running
376,Aric Almirola,Charlotte,8,9,200,200,13,2011,running
377,Aric Almirola,Michigan,4,15,125,125,15,2011,running
378,Aric Almirola,Daytona,13,9,100,100,17,2011,running
379,Aric Almirola,Loudon,4,5,206,206,19,2011,running
380,Aric Almirola,IRP,13,4,204,204,21,2011,running
381,Aric Almirola,Watkins Glen,17,8,85,85,23,2011,running
382,Aric Almirola,Bristol,16,5,250,250,25,2011,running
383,Aric Almirola,Richmond,16,7,250,250,27,2011,running
384,Aric Almirola,Dover,16,15,199,200,29,2011,running
385,Aric Almirola,Charlotte,14,15,200,200,31,2011,running
386,Aric Almirola,Phoenix,1,25,174,200,33,2011,crash
387,Aric Almirola,Phoenix,8,9,200,200,2,2013,running
388,Aric Almirola,Dover,16,13,200,200,28,2014,running
389,Aric Almirola,Las Vegas,9,11,200,200,3,2015,running
390,Aric Almirola,Talladega,15,10,113,113,9,2015,running
391,Aric Almirola,Michigan,14,8,125,125,13,2015,running
392,Aric Almirola,Indianapolis,8,14,100,100,18,2015,running
393,Aric Almirola,Daytona,24,11,120,120,1,2016,running
394,Aric Almirola,Fontana,16,11,150,150,5,2016,running
395,Aric Almirola,Bristol,12,10,200,200,7,2016,running
396,Aric Almirola,Pocono,16,11,53,53,12,2016,running
397,Aric Almirola,Phoenix,17,12,200,200,32,2016,running
398,Aric Almirola,Daytona,22,23,108,124,1,2017,vibration
399,Aric Almirola,Las Vegas,15,17,200,200,3,2017,running
400,Aric Almirola,Bristol,18,38,25,300,22,2017,crash
401,Aric Almirola,Watkins Glen,9,5,82,82,20,2018,running
402,Austin Cindric,Elkhart Lake,1,16,45,45,23,2017,running
403,Austin Cindric,Atlanta,9,7,163,163,2,2018,running
404,Austin Cindric,Phoenix,13,16,199,200,4,2018,running
405,Austin Cindric,Fort Worth,16,9,200,200,6,2018,running
406,Austin Cindric,Richmond,3,5,250,250,8,2018,running
407,Austin Cindric,Dover,7,9,200,200,10,2018,running
408,Austin Cindric,Pocono,3,4,100,100,12,2018,running
409,Austin Cindric,Iowa,1,11,250,250,14,2018,running
410,Austin Cindric,Daytona,23,33,81,105,16,2018,crash
411,Austin Cindric,Loudon,15,17,200,200,18,2018,running
412,Austin Cindric,Watkins Glen,14,13,82,82,20,2018,running
413,Austin Cindric,Bristol,17,14,308,310,22,2018,running
414,Austin Cindric,Darlington,11,40,2,147,24,2018,crash
415,Austin Cindric,Las Vegas,2,9,200,200,26,2018,running
416,Austin Cindric,Charlotte (Road),1,3,55,55,28,2018,running
417,Austin Cindric,Kansas,4,39,0,200,30,2018,crash
418,Austin Cindric,Phoenix,3,4,200,200,32,2018,running
419,Austin Cindric,Daytona,13,5,120,120,1,2019,running
420,Austin Cindric,Las Vegas,5,22,206,213,3,2019,crash
421,Austin Cindric,Fontana,11,6,150,150,5,2019,running
422,Austin Cindric,Bristol,4,6,300,300,7,2019,running
423,Austin Cindric,Talladega,17,5,113,113,9,2019,running
424,Austin Cindric,Charlotte,7,9,200,200,11,2019,running
425,Austin Cindric,Michigan,5,11,125,125,13,2019,running
426,Austin Cindric,Chicago,7,5,200,200,15,2019,running
427,Austin Cindric,Kentucky,1,14,198,200,17,2019,running
428,Austin Cindric,Iowa,8,37,43,250,19,2019,crash
429,Austin Cindric,Mid-Ohio,1,1,75,75,21,2019,running
430,Austin Cindric,Elkhart Lake,3,2,45,45,23,2019,running
431,Austin Cindric,Indianapolis,6,27,98,100,25,2019,engine
432,Austin Cindric,Richmond,1,2,250,250,27,2019,running
433,Austin Cindric,Dover,2,3,200,200,29,2019,running
434,Austin Cindric,Fort Worth,14,3,200,200,31,2019,running
435,Austin Cindric,Homestead,3,7,200,200,33,2019,running
436,Austin Cindric,Las Vegas,6,2,200,200,2,2020,running
437,Austin Cindric,Phoenix,2,8,200,200,4,2020,running
438,Austin Cindric,Charlotte,6,3,203,203,6,2020,running
439,Austin Cindric,Atlanta,8,16,163,163,8,2020,running
440,Austin Cindric,Homestead,14,10,176,177,10,2020,running
