,finish_pos,qual_pos,season_mid,season_high,season_low,season_avg,seasonpassdif,seasongreenpass,seasongreenpassed,seasonqualitypass,seasonfastlap,seasontop15,seasonlapled,seasonDR,DFS_avg,last_year_flag,season_long_mid,season_long_high,season_long_low,season_long_avg,seasonlongpassdif,seasonlonggreenpass,seasonlonggreenpassed,seasonlongqualitypass,seasonlongfastlap,seasonlongtop15,seasonlonglapled,seasonlongDR,DFS_avg_season,DFS,DfsRank,top3,top5,top10,car_make_Chevrolet,car_make_Ford,car_make_Toyota,owner_23XI Racing,owner_JTG-Daugherty Racing,owner_Jack Roush,owner_Joe Gibbs,owner_Matt Kaulig,owner_Richard Childress,owner_Richard Petty Motorsports,owner_Rick Hendrick,owner_Roger Penske,owner_Stewart-Haas Racing,owner_Trackhouse Racing,owner_Wood Brothers,group_len_0.5,group_len_1.0,group_len_1.5,group_len_2.0,group_len_2.7,group_len_3.0
545,12.0,10.0,18.0,1.0,35.0,15.0,0.0,46.0,56.0,9.0,13.0,181.0,0.0,86.4,30.85,0.0,18.333333333333332,2.6666666666666665,34.0,15.0,6.0,65.0,59.0,19.0,10.0,178.33333333333334,18.0,84.26666666666667,33.333333333333336,33.05,14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
546,13.0,11.0,13.0,2.0,23.0,13.0,8.0,53.0,47.0,23.0,6.0,280.0,0.0,87.7,52.0,0.0,11.333333333333334,2.6666666666666665,26.333333333333332,11.666666666666666,13.0,54.0,41.0,32.333333333333336,15.333333333333334,247.33333333333334,14.0,92.36666666666667,56.06666666666666,56.15,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
547,28.0,12.0,22.0,3.0,31.0,18.0,2.0,75.0,63.0,15.0,1.0,103.0,0.0,74.4,29.0,0.0,22.333333333333332,3.6666666666666665,32.666666666666664,18.0,3.3333333333333335,63.0,59.666666666666664,14.333333333333334,9.666666666666666,116.0,8.666666666666666,76.66666666666667,26.849999999999998,1.6,33.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
548,36.0,13.0,8.0,3.0,29.0,10.0,10.0,57.0,56.0,28.0,5.0,263.0,0.0,93.5,47.25,0.0,8.333333333333334,4.0,29.333333333333332,11.333333333333334,9.0,52.333333333333336,43.333333333333336,32.333333333333336,4.0,280.0,0.0,88.60000000000001,42.46666666666667,-11.7,37.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
549,7.0,14.0,13.0,5.0,30.0,18.0,-15.0,56.0,74.0,20.0,10.0,99.0,0.0,66.2,26.0,0.0,16.0,5.0,30.0,20.0,-11.666666666666666,57.333333333333336,69.0,13.333333333333334,10.0,78.33333333333333,0.0,62.26666666666667,24.833333333333332,44.9,9.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
550,2.0,15.0,16.0,2.0,30.0,12.0,6.0,60.0,50.0,28.0,6.0,290.0,0.0,85.3,40.9,0.0,15.666666666666666,2.3333333333333335,28.0,10.333333333333334,7.666666666666667,51.666666666666664,44.0,31.333333333333332,7.333333333333333,257.0,11.0,93.16666666666667,40.38333333333333,61.3,3.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
551,4.0,16.0,16.0,5.0,26.0,16.0,-1.0,75.0,60.0,25.0,5.0,92.0,0.0,71.1,20.25,0.0,15.0,6.0,27.333333333333332,15.0,5.0,62.333333333333336,57.333333333333336,25.0,4.666666666666667,132.33333333333334,0.0,76.86666666666666,25.766666666666666,52.9,6.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
552,17.0,17.0,17.0,5.0,27.0,13.0,8.0,56.0,47.0,36.0,5.0,187.0,0.0,79.9,42.0,0.0,22.333333333333332,7.0,29.0,18.666666666666668,3.3333333333333335,49.666666666666664,46.333333333333336,25.666666666666668,4.0,135.66666666666666,7.666666666666667,72.53333333333335,30.383333333333336,28.7,17.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
553,16.0,18.0,18.0,12.0,33.0,26.0,-16.0,23.0,44.0,7.0,0.0,16.0,0.0,52.3,-7.0,0.0,23.666666666666668,12.333333333333334,32.333333333333336,24.333333333333332,-12.666666666666666,37.666666666666664,50.333333333333336,13.0,0.0,45.333333333333336,0.0,58.166666666666664,-1.0,33.5,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
554,10.0,19.0,12.0,5.0,31.0,14.0,3.0,60.0,48.0,21.0,1.0,199.0,0.0,84.2,43.0,0.0,12.666666666666666,5.333333333333333,29.333333333333332,14.0,-1.3333333333333333,47.666666666666664,49.0,20.0,1.3333333333333333,210.66666666666666,0.0,83.06666666666666,32.266666666666666,44.35,10.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
555,18.0,20.0,9.0,2.0,30.0,14.0,-14.0,53.0,72.0,12.0,2.0,199.0,0.0,70.9,29.0,0.0,12.666666666666666,2.3333333333333335,30.333333333333332,16.333333333333332,-10.666666666666666,56.333333333333336,67.0,16.333333333333332,1.6666666666666667,148.66666666666666,0.0,68.3,21.083333333333332,28.35,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
556,9.0,21.0,14.0,1.0,32.0,17.0,-10.0,54.0,68.0,26.0,4.0,189.0,11.0,64.7,26.25,0.0,18.0,1.6666666666666667,29.666666666666668,16.666666666666668,-2.0,59.333333333333336,61.333333333333336,21.333333333333332,3.3333333333333335,205.33333333333334,11.666666666666666,66.96666666666665,20.416666666666668,54.6,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
557,19.0,22.0,15.0,8.0,30.0,16.0,-2.0,53.0,73.0,18.0,0.0,213.0,0.0,76.3,32.0,0.0,14.666666666666666,6.666666666666667,30.666666666666668,15.0,-4.0,52.333333333333336,56.333333333333336,22.0,2.0,207.0,5.0,77.0,31.483333333333334,30.15,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
558,25.0,23.0,24.0,15.0,35.0,24.0,-4.0,30.0,35.0,2.0,0.0,2.0,0.0,51.1,19.0,0.0,26.0,14.666666666666666,34.666666666666664,25.0,-4.0,41.666666666666664,45.666666666666664,1.6666666666666667,0.0,2.0,0.0,49.03333333333333,18.0,15.0,29.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
559,22.0,24.0,31.0,13.0,31.0,22.0,7.0,30.0,23.0,1.0,0.0,3.0,0.0,53.7,20.0,0.0,29.333333333333332,12.333333333333334,30.333333333333332,25.666666666666668,0.0,32.0,32.0,0.6666666666666666,0.0,7.666666666666667,0.0,46.76666666666667,11.0,23.35,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
560,20.0,28.0,21.0,3.0,36.0,19.0,-3.0,83.0,86.0,20.0,1.0,94.0,0.0,67.1,44.45,0.0,21.0,3.0,36.0,19.0,-3.0,83.0,86.0,20.0,1.0,94.0,0.0,67.1,44.45,34.15,12.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
561,23.0,29.0,26.0,18.0,34.0,26.0,4.0,51.0,49.0,0.0,0.0,0.0,0.0,49.7,19.8,0.0,26.666666666666668,18.666666666666668,35.0,26.333333333333332,7.0,56.0,49.0,0.0,1.3333333333333333,0.0,0.0,49.6,17.933333333333334,27.7,19.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
562,14.0,1.0,5.0,1.0,26.0,13.0,14.0,221.0,213.0,158.0,7.0,132.0,5.0,93.5,9.95,0.0,14.666666666666666,1.3333333333333333,29.666666666666668,17.0,12.666666666666666,192.0,179.33333333333334,141.0,6.666666666666667,108.66666666666667,7.0,83.26666666666667,15.749999999999998,46.6,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
563,2.0,2.0,14.0,3.0,35.0,20.0,-16.0,174.0,191.0,108.0,4.0,57.0,0.0,68.3,10.2,0.0,14.333333333333334,4.0,33.666666666666664,20.0,-12.0,168.66666666666666,180.66666666666666,101.33333333333333,4.333333333333333,68.0,0.6666666666666666,68.16666666666667,7.783333333333334,44.7,12.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
564,28.0,3.0,18.0,1.0,31.0,13.0,10.0,201.0,210.0,157.0,6.0,91.0,8.0,94.5,14.7,0.0,19.666666666666668,1.3333333333333333,32.666666666666664,14.333333333333334,4.0,213.0,209.0,146.33333333333334,4.333333333333333,103.33333333333333,6.666666666666667,93.96666666666665,14.283333333333331,3.65,32.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
565,1.0,4.0,16.0,1.0,37.0,14.0,14.0,219.0,210.0,130.0,6.0,118.0,0.0,80.6,60.95,0.0,17.0,3.6666666666666665,36.0,16.666666666666668,12.666666666666666,202.33333333333334,189.66666666666666,117.33333333333333,6.0,92.66666666666667,0.3333333333333333,77.66666666666667,50.116666666666674,51.85,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
566,31.0,5.0,30.0,1.0,33.0,22.0,3.0,247.0,220.0,145.0,3.0,77.0,4.0,74.4,-18.65,0.0,25.666666666666668,1.0,33.0,20.0,22.333333333333332,207.33333333333334,185.0,141.33333333333334,2.0,81.66666666666667,5.0,77.63333333333334,0.8166666666666677,-11.95,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
567,7.0,6.0,17.0,2.0,34.0,14.0,37.0,182.0,142.0,115.0,3.0,88.0,0.0,98.2,7.9,0.0,20.0,2.3333333333333335,32.333333333333336,18.333333333333332,26.666666666666668,187.66666666666666,161.0,126.33333333333333,5.333333333333333,96.66666666666667,3.3333333333333335,84.23333333333333,14.9,38.25,16.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
568,33.0,7.0,11.0,1.0,22.0,8.0,4.0,233.0,240.0,159.0,4.0,158.0,13.0,96.8,27.6,0.0,10.666666666666666,1.0,25.0,9.333333333333334,0.6666666666666666,224.33333333333334,223.66666666666666,164.0,4.666666666666667,154.0,13.333333333333334,98.3,30.433333333333337,-15.75,37.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
569,20.0,8.0,28.0,1.0,23.0,20.0,15.0,195.0,196.0,78.0,4.0,53.0,12.0,61.1,6.3,0.0,24.0,3.6666666666666665,27.333333333333332,18.666666666666668,-4.666666666666667,171.33333333333334,176.0,97.0,3.6666666666666665,74.0,8.666666666666666,69.3,12.149999999999999,15.4,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
570,26.0,9.0,33.0,2.0,27.0,23.0,10.0,113.0,103.0,92.0,5.0,55.0,0.0,61.7,6.25,0.0,24.666666666666668,1.6666666666666667,29.0,21.333333333333332,3.6666666666666665,177.0,173.33333333333334,138.66666666666666,3.6666666666666665,75.66666666666667,0.3333333333333333,69.13333333333333,11.733333333333334,1.95,35.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
571,4.0,10.0,7.0,1.0,30.0,15.0,4.0,132.0,112.0,101.0,7.0,114.0,11.0,94.2,24.9,0.0,16.0,3.0,32.0,19.333333333333332,0.3333333333333333,144.0,143.66666666666666,102.0,5.666666666666667,95.33333333333333,11.0,81.5,18.966666666666665,48.7,8.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
572,3.0,12.0,15.0,1.0,26.0,14.0,-5.0,201.0,215.0,147.0,3.0,109.0,11.0,90.1,28.65,0.0,12.666666666666666,1.0,28.333333333333332,12.0,-2.0,206.0,208.0,151.66666666666666,5.0,114.33333333333333,22.0,97.06666666666666,24.083333333333332,51.35,7.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
573,16.0,13.0,35.0,2.0,33.0,28.0,5.0,153.0,148.0,134.0,2.0,53.0,0.0,60.9,3.0,0.0,27.666666666666668,5.666666666666667,30.0,25.666666666666668,-0.3333333333333333,150.0,150.33333333333334,103.0,3.0,50.666666666666664,0.3333333333333333,54.866666666666674,9.766666666666666,26.25,20.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
574,8.0,15.0,36.0,1.0,31.0,26.0,-5.0,125.0,122.0,48.0,2.0,49.0,1.0,76.4,-19.35,0.0,33.333333333333336,1.6666666666666667,25.666666666666668,25.0,3.6666666666666665,119.33333333333333,115.66666666666667,70.33333333333333,3.6666666666666665,44.666666666666664,4.0,65.83333333333333,8.983333333333333,46.15,11.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
575,19.0,17.0,9.0,2.0,27.0,14.0,2.0,213.0,211.0,130.0,2.0,98.0,0.0,79.0,37.9,0.0,11.666666666666666,1.6666666666666667,27.333333333333332,13.0,2.0,215.33333333333334,213.33333333333334,129.66666666666666,3.0,119.0,1.6666666666666667,85.13333333333333,38.43333333333334,22.9,22.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
576,27.0,18.0,25.0,1.0,30.0,21.0,-7.0,184.0,156.0,133.0,2.0,82.0,9.0,66.3,-7.5,0.0,23.333333333333332,1.3333333333333333,29.0,20.666666666666668,-5.666666666666667,166.66666666666666,172.33333333333334,117.33333333333333,2.3333333333333335,79.66666666666667,10.0,67.93333333333332,-8.116666666666667,14.85,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
577,29.0,19.0,8.0,2.0,34.0,12.0,12.0,171.0,152.0,155.0,5.0,124.0,0.0,87.2,32.7,0.0,16.333333333333332,2.0,34.666666666666664,15.333333333333334,8.333333333333334,156.33333333333334,148.0,122.33333333333333,3.6666666666666665,123.66666666666667,39.333333333333336,97.0,23.483333333333334,5.85,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
578,5.0,20.0,23.0,1.0,30.0,12.0,-3.0,146.0,155.0,103.0,2.0,155.0,3.0,105.2,44.0,0.0,21.0,2.3333333333333335,28.333333333333332,15.666666666666666,-5.666666666666667,127.0,132.66666666666666,99.66666666666667,2.6666666666666665,121.33333333333333,24.333333333333332,98.86666666666666,29.950000000000003,55.8,4.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
579,17.0,21.0,21.0,2.0,29.0,18.0,3.0,152.0,147.0,67.0,3.0,84.0,0.0,84.8,37.35,0.0,19.333333333333332,3.3333333333333335,31.666666666666668,16.666666666666668,5.333333333333333,156.33333333333334,151.0,72.0,5.333333333333333,82.0,0.3333333333333333,79.26666666666667,32.15,32.25,18.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
580,25.0,22.0,7.0,3.0,26.0,12.0,-12.0,220.0,223.0,115.0,7.0,140.0,0.0,89.8,44.6,0.0,7.333333333333333,2.6666666666666665,28.333333333333332,13.0,-1.3333333333333333,223.0,224.33333333333334,132.33333333333334,6.333333333333333,124.33333333333333,0.3333333333333333,84.43333333333334,42.93333333333334,15.35,25.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
581,6.0,23.0,19.0,1.0,30.0,17.0,4.0,131.0,144.0,59.0,3.0,76.0,1.0,75.0,45.6,0.0,20.0,1.0,29.666666666666668,18.333333333333332,3.0,133.33333333333334,130.33333333333334,51.666666666666664,3.3333333333333335,77.0,1.3333333333333333,69.39999999999999,37.5,57.05,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
582,13.0,24.0,8.0,2.0,36.0,15.0,7.0,240.0,253.0,139.0,3.0,96.0,0.0,78.5,23.45,0.0,15.666666666666666,3.3333333333333335,32.666666666666664,19.666666666666668,3.0,193.66666666666666,190.66666666666666,110.33333333333333,4.333333333333333,70.0,0.0,65.8,16.616666666666664,44.15,15.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
583,21.0,26.0,20.0,2.0,33.0,19.0,0.0,129.0,136.0,60.0,4.0,83.0,0.0,73.3,56.8,0.0,17.666666666666668,2.0,34.666666666666664,17.666666666666668,-0.3333333333333333,140.0,140.33333333333334,72.33333333333333,3.3333333333333335,88.0,0.3333333333333333,73.86666666666666,54.916666666666664,26.0,21.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
584,9.0,30.0,4.0,1.0,31.0,12.0,7.0,223.0,234.0,146.0,6.0,127.0,1.0,91.0,17.35,0.0,12.0,3.0,31.0,15.666666666666666,2.3333333333333335,185.33333333333334,183.0,126.33333333333333,6.666666666666667,111.0,3.0,81.63333333333334,23.416666666666668,56.9,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
585,35.0,31.0,30.0,7.0,38.0,26.0,10.0,94.0,97.0,53.0,2.0,33.0,0.0,55.5,14.8,0.0,31.0,7.333333333333333,37.333333333333336,25.666666666666668,4.666666666666667,99.0,94.33333333333333,40.0,2.6666666666666665,25.666666666666668,0.0,53.800000000000004,18.533333333333335,2.9,33.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
586,11.0,34.0,24.0,3.0,31.0,20.0,33.0,130.0,97.0,88.0,2.0,59.0,0.0,69.6,-1.1,0.0,28.666666666666668,3.3333333333333335,30.333333333333332,21.333333333333332,31.333333333333332,143.0,111.66666666666667,80.66666666666667,3.0,63.666666666666664,0.0,70.83333333333333,9.35,58.6,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
587,8.0,1.0,6.0,1.0,18.0,6.0,0.0,66.0,65.0,44.0,4.0,267.0,6.0,103.3,49.4,0.0,8.0,1.1111111111111112,20.22222222222222,7.111111111111111,-0.1111111111111111,68.33333333333333,68.44444444444444,42.666666666666664,5.888888888888889,273.3333333333333,12.555555555555555,100.95555555555555,43.900000000000006,71.1,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
588,12.0,2.0,3.0,1.0,21.0,5.0,11.0,42.0,35.0,31.0,36.0,267.0,39.0,129.1,74.95,0.0,8.333333333333334,1.4444444444444444,20.11111111111111,9.11111111111111,11.777777777777779,46.22222222222222,34.44444444444444,32.333333333333336,42.333333333333336,248.0,68.22222222222223,118.32222222222221,68.55000000000001,55.3,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
589,10.0,3.0,10.0,4.0,24.0,12.0,0.0,70.0,70.0,36.0,2.0,212.0,0.0,82.6,30.0,0.0,10.333333333333334,4.0,24.555555555555557,13.0,-1.3333333333333333,69.55555555555556,70.88888888888889,40.333333333333336,7.444444444444445,236.11111111111111,7.777777777777778,88.05555555555554,31.849999999999998,30.15,15.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
590,7.0,4.0,11.0,1.0,26.0,11.0,0.0,64.0,60.0,30.0,11.0,247.0,0.0,93.9,40.45,0.0,9.555555555555555,3.5555555555555554,23.666666666666668,10.222222222222221,-2.3333333333333335,59.44444444444444,61.77777777777778,28.666666666666668,11.777777777777779,218.11111111111111,8.333333333333334,94.8,28.938888888888886,46.6,9.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
591,6.0,5.0,8.0,1.0,25.0,6.0,0.0,49.0,51.0,36.0,13.0,260.0,16.0,107.2,46.3,0.0,9.777777777777779,1.7777777777777777,24.11111111111111,9.333333333333334,-1.3333333333333333,53.666666666666664,55.0,31.0,15.11111111111111,248.22222222222223,21.444444444444443,106.42222222222222,47.827777777777776,56.1,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
592,4.0,6.0,11.0,2.0,23.0,11.0,-3.0,66.0,61.0,41.0,6.0,256.0,0.0,92.4,42.35,0.0,10.444444444444445,3.0,23.666666666666668,11.555555555555555,0.1111111111111111,69.22222222222223,69.11111111111111,40.77777777777778,11.666666666666666,255.33333333333334,7.111111111111111,92.9222222222222,34.36111111111111,48.3,7.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
593,2.0,7.0,5.0,1.0,21.0,6.0,0.0,55.0,59.0,44.0,22.0,267.0,9.0,110.0,50.9,0.0,7.555555555555555,1.5555555555555556,19.333333333333332,6.333333333333333,2.4444444444444446,56.22222222222222,53.77777777777778,39.22222222222222,35.22222222222222,294.3333333333333,63.55555555555556,113.8777777777778,73.73888888888888,56.9,4.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
594,24.0,8.0,26.0,8.0,34.0,19.0,-7.0,64.0,67.0,23.0,3.0,65.0,0.0,73.4,20.15,0.0,23.11111111111111,8.666666666666666,31.11111111111111,20.555555555555557,-3.3333333333333335,75.66666666666667,79.0,21.0,4.111111111111111,89.22222222222223,0.0,66.81111111111112,18.29444444444444,4.25,33.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
595,14.0,9.0,12.0,1.0,23.0,13.0,4.0,72.0,66.0,40.0,8.0,194.0,1.0,87.5,43.6,0.0,10.333333333333334,1.8888888888888888,25.444444444444443,12.333333333333334,3.0,71.11111111111111,68.11111111111111,38.55555555555556,9.777777777777779,233.77777777777777,6.555555555555555,89.2888888888889,34.26111111111111,24.45,20.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
596,9.0,10.0,17.0,5.0,29.0,17.0,-3.0,74.0,77.0,18.0,2.0,79.0,0.0,68.0,21.9,0.0,20.666666666666668,5.0,29.333333333333332,19.11111111111111,-6.222222222222222,72.44444444444444,78.66666666666667,29.666666666666668,7.111111111111111,129.22222222222223,0.1111111111111111,68.22222222222223,21.45,37.8,11.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
597,18.0,11.0,5.0,2.0,20.0,7.0,-1.0,57.0,62.0,37.0,5.0,262.0,0.0,98.3,44.0,0.0,6.222222222222222,2.0,20.11111111111111,7.888888888888889,0.2222222222222222,62.44444444444444,62.22222222222222,42.77777777777778,8.777777777777779,287.1111111111111,17.444444444444443,99.66666666666667,33.08888888888889,18.45,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
598,1.0,13.0,11.0,2.0,22.0,13.0,3.0,72.0,72.0,39.0,4.0,236.0,0.0,83.1,36.0,0.0,10.222222222222221,2.5555555555555554,23.0,12.11111111111111,0.6666666666666666,73.0,72.33333333333333,43.666666666666664,5.0,244.88888888888889,0.4444444444444444,84.52222222222221,25.916666666666668,77.45,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
599,13.0,14.0,9.0,3.0,28.0,11.0,4.0,79.0,75.0,46.0,4.0,251.0,0.0,87.1,34.4,0.0,9.88888888888889,4.0,27.22222222222222,11.11111111111111,4.777777777777778,75.0,70.22222222222223,44.44444444444444,8.444444444444445,259.6666666666667,2.3333333333333335,89.53333333333335,32.16111111111111,31.0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
600,20.0,15.0,19.0,6.0,31.0,18.0,1.0,83.0,81.0,14.0,2.0,46.0,0.0,72.1,22.0,0.0,19.0,6.555555555555555,30.88888888888889,18.333333333333332,0.8888888888888888,81.44444444444444,80.55555555555556,24.88888888888889,2.3333333333333335,108.44444444444444,2.2222222222222223,69.6888888888889,24.494444444444444,19.15,24.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
601,15.0,16.0,13.0,2.0,26.0,17.0,-10.0,65.0,78.0,28.0,2.0,153.0,0.0,75.6,13.0,0.0,14.11111111111111,2.888888888888889,27.77777777777778,16.11111111111111,-5.0,75.11111111111111,80.11111111111111,29.88888888888889,6.222222222222222,162.77777777777777,2.2222222222222223,75.17777777777778,18.022222222222222,29.9,16.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
602,38.0,17.0,17.0,5.0,34.0,19.0,-8.0,59.0,59.0,8.0,1.0,23.0,0.0,65.0,5.45,0.0,20.22222222222222,6.444444444444445,30.444444444444443,21.0,-5.777777777777778,61.888888888888886,67.66666666666667,15.444444444444445,1.3333333333333333,83.44444444444444,0.1111111111111111,60.455555555555556,8.183333333333335,-17.1,38.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
603,32.0,18.0,17.0,5.0,26.0,15.0,-1.0,64.0,67.0,35.0,0.0,181.0,0.0,75.3,27.0,0.0,17.555555555555557,6.444444444444445,25.77777777777778,16.333333333333332,-1.8888888888888888,67.44444444444444,69.33333333333333,27.77777777777778,0.8888888888888888,152.22222222222223,0.0,73.84444444444443,27.844444444444445,-3.65,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
604,30.0,19.0,22.0,12.0,33.0,22.0,-2.0,78.0,88.0,3.0,0.0,2.0,0.0,55.5,27.0,0.0,21.4,9.8,33.0,21.6,-7.4,79.8,87.2,10.2,1.4,51.4,0.0,57.8,20.830000000000002,1.0,34.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
605,17.0,20.0,12.0,2.0,27.0,16.0,5.0,77.0,63.0,35.0,1.0,154.0,0.0,78.0,32.0,0.0,13.444444444444445,3.888888888888889,28.22222222222222,15.666666666666666,5.888888888888889,81.11111111111111,75.22222222222223,33.77777777777778,1.4444444444444444,165.66666666666666,0.5555555555555556,77.16666666666667,24.788888888888888,29.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
606,16.0,21.0,20.0,6.0,30.0,23.0,-4.0,75.0,70.0,10.0,0.0,18.0,0.0,57.5,31.0,0.0,20.11111111111111,7.0,29.77777777777778,21.0,-4.111111111111111,68.66666666666667,72.77777777777777,12.333333333333334,1.4444444444444444,60.0,0.0,59.82222222222222,23.20555555555556,32.0,13.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
607,22.0,22.0,22.0,4.0,29.0,20.0,5.0,77.0,72.0,19.0,6.0,81.0,0.0,68.6,30.7,0.0,18.88888888888889,6.555555555555555,31.11111111111111,19.88888888888889,7.777777777777778,84.77777777777777,77.0,25.333333333333332,5.222222222222222,103.44444444444444,0.3333333333333333,70.86666666666666,24.766666666666666,20.45,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
