,finish_pos,qual_pos,season_mid,season_high,season_low,season_avg,seasonpassdif,seasongreenpass,seasongreenpassed,seasonqualitypass,seasonfastlap,seasontop15,seasonlapled,seasonDR,DFS_avg,last_year_flag,season_long_mid,season_long_high,season_long_low,season_long_avg,seasonlongpassdif,seasonlonggreenpass,seasonlonggreenpassed,seasonlongqualitypass,seasonlongfastlap,seasonlongtop15,seasonlonglapled,seasonlongDR,DFS_avg_season,DFS,DfsRank,top3,top5,top10,car_make_Chevrolet,car_make_Ford,car_make_Toyota,owner_23XI Racing,owner_JTG-Daugherty Racing,owner_Jack Roush,owner_Joe Gibbs,owner_Matt Kaulig,owner_Richard Childress,owner_Richard Petty Motorsports,owner_Rick Hendrick,owner_Roger Penske,owner_Stewart-Haas Racing,owner_Trackhouse Racing,owner_Wood Brothers,group_len_0.5,group_len_1.0,group_len_1.5,group_len_2.0,group_len_2.7,group_len_3.0
0,7.0,1.0,5.0,1.5,20.0,10.0,-2.0,54.5,56.5,40.5,10.5,253.0,26.0,94.95,15.724999999999998,0.0,5.0,1.5,20.0,10.0,-2.0,54.5,56.5,40.5,10.5,253.0,26.0,94.95,15.724999999999998,53.6,6.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,2.0,2.0,1.5,1.0,15.0,2.5,12.0,40.0,28.0,33.0,71.0,294.0,197.5,148.05,127.825,0.0,1.5,1.0,15.0,2.5,12.0,40.0,28.0,33.0,71.0,294.0,197.5,148.05,127.825,100.65,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,9.0,3.0,11.5,5.0,25.0,10.5,3.0,68.5,65.5,41.5,9.0,237.0,0.0,91.65,36.55,0.0,11.5,5.0,25.0,10.5,3.0,68.5,65.5,41.5,9.0,237.0,0.0,91.65,36.55,34.4,17.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,5.0,4.0,8.0,4.5,25.0,8.5,6.0,63.0,57.0,32.0,7.5,260.5,0.5,97.25,43.5,0.0,8.0,4.5,25.0,8.5,6.0,63.0,57.0,32.0,7.5,260.5,0.5,97.25,43.5,42.95,9.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,34.0,5.0,10.0,1.5,19.5,10.5,6.5,77.5,71.0,48.5,8.5,246.0,13.0,89.85,45.075,0.0,10.0,1.5,19.5,10.5,6.5,77.5,71.0,48.5,8.5,246.0,13.0,89.85,45.075,-12.7,30.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,6.0,7.0,4.5,1.0,25.5,7.0,-1.0,82.0,83.0,51.0,9.5,287.5,13.0,100.15,51.525,0.0,4.5,1.0,25.5,7.0,-1.0,82.0,83.0,51.0,9.5,287.5,13.0,100.15,51.525,39.0,13.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6,1.0,8.0,7.0,1.0,15.0,6.0,-1.0,58.5,59.5,45.0,22.5,292.5,9.5,110.0,54.5,0.0,7.0,1.0,15.0,6.0,-1.0,58.5,59.5,45.0,22.5,292.5,9.5,110.0,54.5,112.5,1.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,35.0,9.0,25.5,7.0,34.0,22.0,12.0,87.5,75.5,15.5,6.0,54.0,0.0,61.65,24.2,0.0,25.5,7.0,34.0,22.0,12.0,87.5,75.5,15.5,6.0,54.0,0.0,61.65,24.2,-17.3,33.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8,36.0,10.0,6.5,2.0,17.0,6.5,6.0,80.5,74.5,57.5,9.5,295.0,0.0,105.05,42.775000000000006,0.0,6.5,2.0,17.0,6.5,6.0,80.5,74.5,57.5,9.5,295.0,0.0,105.05,42.775000000000006,-15.15,32.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9,33.0,11.0,2.5,1.5,22.0,4.5,1.0,59.0,58.0,41.0,20.5,292.0,19.0,113.1,56.475,0.0,2.5,1.5,22.0,4.5,1.0,59.0,58.0,41.0,20.5,292.0,19.0,113.1,56.475,-14.0,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10,32.0,12.0,11.5,4.0,25.5,13.5,9.5,82.5,73.0,46.0,1.5,257.0,0.0,81.0,41.175,0.0,11.5,4.0,25.5,13.5,9.5,82.5,73.0,46.0,1.5,257.0,0.0,81.0,41.175,-11.0,29.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11,12.0,13.0,22.5,12.5,33.0,23.5,-8.0,77.0,85.0,1.5,0.0,1.5,0.0,49.65,9.0,0.0,22.5,12.5,33.0,23.5,-8.0,77.0,85.0,1.5,0.0,1.5,0.0,49.65,9.0,34.25,18.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,29.0,14.0,18.5,8.5,25.5,16.0,-8.5,67.5,76.0,25.0,4.0,170.0,0.0,70.30000000000001,14.299999999999999,0.0,18.5,8.5,25.5,16.0,-8.5,67.5,76.0,25.0,4.0,170.0,0.0,70.30000000000001,14.299999999999999,-1.1,28.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,28.0,16.0,17.5,6.0,31.0,17.5,-1.5,73.0,74.5,17.0,5.5,75.0,0.0,66.25,28.474999999999998,0.0,17.5,6.0,31.0,17.5,-1.5,73.0,74.5,17.0,5.5,75.0,0.0,66.25,28.474999999999998,2.9,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14,26.0,17.0,13.0,7.5,32.0,15.0,2.5,68.0,65.5,27.0,0.0,157.5,0.0,71.6,36.5,0.0,13.0,7.5,32.0,15.0,2.5,68.0,65.5,27.0,0.0,157.5,0.0,71.6,36.5,7.0,25.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15,15.0,18.0,20.5,12.0,34.5,22.5,0.0,79.5,79.5,4.0,2.5,23.0,0.0,55.0,29.625,0.0,20.5,12.0,34.5,22.5,0.0,79.5,79.5,4.0,2.5,23.0,0.0,55.0,29.625,31.0,20.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,30.0,19.0,13.5,6.0,21.0,12.5,-4.5,64.0,68.5,36.5,2.0,195.5,0.0,79.44999999999999,31.9,0.0,13.5,6.0,21.0,12.5,-4.5,64.0,68.5,36.5,2.0,195.5,0.0,79.44999999999999,31.9,1.0,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
17,11.0,20.0,10.0,2.5,23.5,15.0,1.0,61.5,60.5,36.5,5.0,209.0,0.0,77.7,17.25,0.0,10.0,2.5,23.5,15.0,1.0,61.5,60.5,36.5,5.0,209.0,0.0,77.7,17.25,46.95,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18,4.0,21.0,13.5,6.0,23.5,13.5,-4.5,67.5,72.0,34.5,6.5,205.5,0.0,81.8,36.925,0.0,13.5,6.0,23.5,13.5,-4.5,67.5,72.0,34.5,6.5,205.5,0.0,81.8,36.925,79.75,3.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,24.0,22.0,29.0,14.0,34.5,28.5,-2.0,72.5,74.5,1.5,3.0,0.5,0.0,40.55,8.35,0.0,29.0,14.0,34.5,28.5,-2.0,72.5,74.5,1.5,3.0,0.5,0.0,40.55,8.35,16.0,23.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,3.0,24.0,15.5,8.0,25.0,20.0,2.5,59.5,57.0,19.0,0.5,77.5,0.0,62.8,4.725,0.0,15.5,8.0,25.0,20.0,2.5,59.5,57.0,19.0,0.5,77.5,0.0,62.8,4.725,62.45,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
21,27.0,25.0,25.5,3.5,31.0,20.0,-5.0,73.0,78.0,12.0,23.0,91.5,8.5,84.35,35.475,0.0,25.5,3.5,31.0,20.0,-5.0,73.0,78.0,12.0,23.0,91.5,8.5,84.35,35.475,13.0,24.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22,25.0,26.0,17.0,3.5,32.0,16.0,-7.5,73.5,81.0,28.5,1.0,129.5,0.0,74.5,19.95,0.0,17.0,3.5,32.0,16.0,-7.5,73.5,81.0,28.5,1.0,129.5,0.0,74.5,19.95,21.4,22.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,10.0,33.0,26.0,10.5,33.5,25.5,-7.0,62.0,69.0,2.5,1.5,5.5,0.0,49.7,18.175,0.0,26.0,10.5,33.5,25.5,-7.0,62.0,69.0,2.5,1.5,5.5,0.0,49.7,18.175,57.7,5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24,1.0,1.0,3.0,1.0,4.0,3.0,-1.0,9.0,10.0,9.0,77.0,500.0,24.0,126.8,82.65,0.0,3.0,1.0,4.0,3.0,-1.0,9.0,10.0,9.0,77.0,500.0,24.0,126.8,82.65,100.35,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,22.0,2.0,7.0,4.0,20.0,8.0,-9.0,22.0,31.0,22.0,17.0,499.0,0.0,93.3,39.65,0.0,7.0,4.0,20.0,8.0,-9.0,22.0,31.0,22.0,17.0,499.0,0.0,93.3,39.65,4.05,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26,23.0,3.0,4.0,1.0,10.0,5.0,-10.0,21.0,31.0,21.0,28.0,500.0,1.0,105.9,40.85,0.0,4.0,1.0,10.0,5.0,-10.0,21.0,31.0,21.0,28.0,500.0,1.0,105.9,40.85,27.9,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27,4.0,4.0,35.0,17.0,38.0,36.0,-3.0,11.0,14.0,0.0,1.0,0.0,0.0,25.5,-15.55,0.0,35.0,17.0,38.0,36.0,-3.0,11.0,14.0,0.0,1.0,0.0,0.0,25.5,-15.55,53.5,6.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,35.0,5.0,1.0,1.0,6.0,3.0,0.0,11.0,11.0,11.0,30.0,500.0,145.0,121.0,92.75,0.0,1.0,1.0,6.0,3.0,0.0,11.0,11.0,11.0,30.0,500.0,145.0,121.0,92.75,11.35,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
29,2.0,6.0,12.0,7.0,24.0,14.0,-10.0,25.0,35.0,19.0,4.0,439.0,0.0,78.0,19.8,0.0,12.0,7.0,24.0,14.0,-10.0,25.0,35.0,19.0,4.0,439.0,0.0,78.0,19.8,145.05,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
30,13.0,7.0,11.0,6.0,16.0,12.0,-5.0,26.0,31.0,26.0,8.0,498.0,0.0,85.5,35.6,0.0,11.0,6.0,16.0,12.0,-5.0,26.0,31.0,26.0,8.0,498.0,0.0,85.5,35.6,24.9,21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
31,5.0,8.0,15.0,7.0,24.0,14.0,6.0,56.0,50.0,26.0,13.0,315.0,0.0,85.5,51.85,0.0,15.0,7.0,24.0,14.0,6.0,56.0,50.0,26.0,13.0,315.0,0.0,85.5,51.85,49.65,8.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32,9.0,10.0,9.0,3.0,13.0,8.0,-6.0,20.0,26.0,20.0,7.0,500.0,0.0,99.4,38.15,0.0,9.0,3.0,13.0,8.0,-6.0,20.0,26.0,20.0,7.0,500.0,0.0,99.4,38.15,38.05,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
33,18.0,11.0,23.0,16.0,26.0,21.0,-10.0,30.0,40.0,0.0,0.0,0.0,0.0,62.7,23.0,0.0,23.0,16.0,26.0,21.0,-10.0,30.0,40.0,0.0,0.0,0.0,0.0,62.7,23.0,19.8,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34,11.0,12.0,17.0,9.0,23.0,19.0,4.0,34.0,30.0,8.0,11.0,55.0,0.0,68.1,34.95,0.0,17.0,9.0,23.0,19.0,4.0,34.0,30.0,8.0,11.0,55.0,0.0,68.1,34.95,34.25,15.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,26.0,13.0,18.0,13.0,23.0,17.0,-2.0,21.0,23.0,11.0,2.0,155.0,0.0,73.2,22.9,0.0,18.0,13.0,23.0,17.0,-2.0,21.0,23.0,11.0,2.0,155.0,0.0,73.2,22.9,5.25,30.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,8.0,14.0,2.0,1.0,19.0,3.0,9.0,18.0,9.0,18.0,75.0,499.0,215.0,137.9,140.5,0.0,2.0,1.0,19.0,3.0,9.0,18.0,9.0,18.0,75.0,499.0,215.0,137.9,140.5,44.7,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37,29.0,16.0,16.0,9.0,25.0,16.0,3.0,26.0,23.0,18.0,8.0,191.0,0.0,77.5,50.6,0.0,16.0,9.0,25.0,16.0,3.0,26.0,23.0,18.0,8.0,191.0,0.0,77.5,50.6,1.35,33.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,3.0,17.0,10.0,9.0,21.0,12.0,2.0,26.0,24.0,24.0,4.0,454.0,0.0,81.6,32.8,0.0,10.0,9.0,21.0,12.0,2.0,26.0,24.0,24.0,4.0,454.0,0.0,81.6,32.8,66.7,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
39,17.0,18.0,8.0,5.0,25.0,9.0,25.0,41.0,16.0,28.0,13.0,464.0,0.0,94.5,58.85,0.0,8.0,5.0,25.0,9.0,25.0,41.0,16.0,28.0,13.0,464.0,0.0,94.5,58.85,27.9,18.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,6.0,19.0,14.0,4.0,33.0,15.0,27.0,45.0,18.0,14.0,26.0,258.0,0.0,79.9,36.7,0.0,14.0,4.0,33.0,15.0,27.0,45.0,18.0,14.0,26.0,258.0,0.0,79.9,36.7,52.35,7.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
41,15.0,21.0,33.0,10.0,37.0,30.0,18.0,33.0,15.0,4.0,0.0,52.0,0.0,57.9,-6.0,0.0,33.0,10.0,37.0,30.0,18.0,33.0,15.0,4.0,0.0,52.0,0.0,57.9,-6.0,35.8,14.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
42,36.0,22.0,25.0,19.0,31.0,25.0,3.0,32.0,29.0,0.0,0.0,0.0,0.0,53.5,18.0,0.0,25.0,19.0,31.0,25.0,3.0,32.0,29.0,0.0,0.0,0.0,0.0,53.5,18.0,-8.55,34.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,14.0,25.0,5.0,1.0,17.0,6.0,2.0,17.0,15.0,17.0,42.0,498.0,111.0,109.4,71.65,0.0,5.0,1.0,17.0,6.0,2.0,17.0,15.0,17.0,42.0,498.0,111.0,109.4,71.65,46.4,9.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,10.0,30.0,19.0,8.0,19.0,17.0,-6.0,18.0,24.0,11.0,0.0,118.0,0.0,70.3,19.0,0.0,19.0,8.0,19.0,17.0,-6.0,18.0,24.0,11.0,0.0,118.0,0.0,70.3,19.0,56.7,5.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
45,19.0,31.0,21.0,6.0,30.0,21.0,9.0,42.0,33.0,0.0,2.0,2.0,0.0,58.1,16.9,0.0,21.0,6.0,30.0,21.0,9.0,42.0,33.0,0.0,2.0,2.0,0.0,58.1,16.9,36.0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
46,24.0,33.0,28.0,15.0,34.0,28.0,-12.0,40.0,52.0,0.0,4.0,1.0,0.0,43.8,3.8,0.0,28.0,15.0,34.0,28.0,-12.0,40.0,52.0,0.0,4.0,1.0,0.0,43.8,3.8,27.45,19.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,7.0,39.0,6.0,3.0,9.0,6.0,7.0,21.0,14.0,21.0,33.0,500.0,0.0,107.0,56.85,0.0,6.0,3.0,9.0,6.0,7.0,21.0,14.0,21.0,33.0,500.0,0.0,107.0,56.85,78.45,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
48,2.0,2.0,24.0,10.5,31.5,24.0,6.5,19.0,12.5,11.0,5.5,97.0,0.0,57.4,25.975,0.0,24.0,10.5,31.5,24.0,6.5,19.0,12.5,11.0,5.5,97.0,0.0,57.4,25.975,42.45,12.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
49,4.0,3.0,12.5,2.0,16.0,8.0,-1.5,38.5,40.0,34.0,5.5,485.0,0.5,99.80000000000001,38.099999999999994,0.0,12.5,2.0,16.0,8.0,-1.5,38.5,40.0,34.0,5.5,485.0,0.5,99.80000000000001,38.099999999999994,66.95,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
50,3.0,4.0,4.5,1.0,21.0,9.5,2.5,38.5,36.0,34.0,27.0,414.0,57.5,102.1,59.025000000000006,0.0,4.5,1.0,21.0,9.5,2.5,38.5,36.0,34.0,27.0,414.0,57.5,102.1,59.025000000000006,50.7,9.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,7.0,5.0,8.5,4.0,18.5,8.5,1.0,30.0,29.0,27.0,56.5,469.5,100.0,108.4,82.42500000000001,0.0,8.5,4.0,18.5,8.5,1.0,30.0,29.0,27.0,56.5,469.5,100.0,108.4,82.42500000000001,36.35,15.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
52,11.0,6.0,16.0,3.0,29.0,14.0,-6.5,28.0,34.5,17.5,13.0,313.0,0.0,82.19999999999999,21.849999999999998,0.0,16.0,3.0,29.0,14.0,-6.5,28.0,34.5,17.5,13.0,313.0,0.0,82.19999999999999,21.849999999999998,64.1,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
53,13.0,7.0,21.0,7.0,24.5,17.5,-10.0,27.0,37.0,17.5,3.5,169.0,0.0,73.05000000000001,14.075,0.0,21.0,7.0,24.5,17.5,-10.0,27.0,37.0,17.5,3.5,169.0,0.0,73.05000000000001,14.075,24.45,20.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,19.0,8.0,21.5,3.5,31.5,21.5,2.5,51.5,49.0,0.0,1.0,2.0,0.0,56.95,26.45,0.0,21.5,3.5,31.5,21.5,2.5,51.5,49.0,0.0,1.0,2.0,0.0,56.95,26.45,19.3,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
55,12.0,9.0,17.5,10.5,24.0,18.0,-10.0,47.0,57.0,18.5,2.0,130.0,0.0,66.2,21.4,0.0,17.5,10.5,24.0,18.0,-10.0,47.0,57.0,18.5,2.0,130.0,0.0,66.2,21.4,29.35,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
56,5.0,10.0,7.0,4.0,24.0,9.0,20.5,51.5,31.0,43.5,27.0,469.5,0.0,100.05,67.65,0.0,7.0,4.0,24.0,9.0,20.5,51.5,31.0,43.5,27.0,469.5,0.0,100.05,67.65,58.6,7.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
57,18.0,11.0,11.0,5.0,26.5,11.5,8.0,66.5,58.5,41.5,15.0,376.5,0.0,94.2,50.75,0.0,11.0,5.0,26.5,11.5,8.0,66.5,58.5,41.5,15.0,376.5,0.0,94.2,50.75,21.6,23.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
58,23.0,12.0,20.5,9.0,34.0,23.5,21.5,49.0,27.5,25.0,15.5,181.0,0.0,61.85,18.975,0.0,20.5,9.0,34.0,23.5,21.5,49.0,27.5,25.0,15.5,181.0,0.0,61.85,18.975,25.55,19.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,22.0,13.0,18.0,1.0,8.5,2.5,0.5,7.0,6.5,7.0,26.5,308.5,122.5,107.15,52.05,0.0,18.0,1.0,8.5,2.5,0.5,7.0,6.5,7.0,26.5,308.5,122.5,107.15,52.05,11.0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
60,37.0,14.0,16.5,5.0,26.5,15.5,6.0,52.5,46.5,21.0,3.0,202.5,0.0,74.55,37.85,0.0,16.5,5.0,26.5,15.5,6.0,52.5,46.5,21.0,3.0,202.5,0.0,74.55,37.85,-18.55,38.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
61,9.0,16.0,7.5,1.0,21.5,8.0,8.0,47.0,39.0,36.0,40.5,434.5,107.5,110.1,92.6,0.0,7.5,1.0,21.5,8.0,8.0,47.0,39.0,36.0,40.5,434.5,107.5,110.1,92.6,61.35,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
62,6.0,17.0,6.5,5.0,28.0,9.5,6.0,48.0,42.0,40.5,15.0,457.0,0.0,97.05,49.75,0.0,6.5,5.0,28.0,9.5,6.0,48.0,42.0,40.5,15.0,457.0,0.0,97.05,49.75,49.45,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
63,26.0,19.0,30.5,17.5,32.0,25.5,10.0,34.0,24.0,0.0,0.5,0.0,0.0,46.6,4.725,0.0,30.5,17.5,32.0,25.5,10.0,34.0,24.0,0.0,0.5,0.0,0.0,46.6,4.725,10.8,31.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,24.0,20.0,11.0,3.5,16.0,10.5,-8.5,43.5,52.0,43.5,5.0,493.0,0.0,87.05,30.25,0.0,11.0,3.5,16.0,10.5,-8.5,43.5,52.0,43.5,5.0,493.0,0.0,87.05,30.25,17.15,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
65,21.0,21.0,25.5,16.5,33.5,26.0,-6.5,44.5,51.0,0.0,2.5,0.5,0.0,49.45,15.625,0.0,25.5,16.5,33.5,26.0,-6.5,44.5,51.0,0.0,2.5,0.5,0.0,49.45,15.625,29.55,17.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66,15.0,23.0,21.0,6.5,30.5,21.0,10.0,56.5,46.5,34.5,2.0,218.0,0.0,70.6,14.899999999999999,0.0,21.0,6.5,30.5,21.0,10.0,56.5,46.5,34.5,2.0,218.0,0.0,70.6,14.899999999999999,36.45,14.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
67,17.0,25.0,16.0,3.5,30.0,15.0,7.5,68.0,60.5,34.0,14.5,274.0,0.0,79.1,44.525000000000006,0.0,16.0,3.5,30.0,15.0,7.5,68.0,60.5,34.0,14.5,274.0,0.0,79.1,44.525000000000006,43.45,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
68,10.0,26.0,16.0,5.0,22.5,15.0,-7.0,52.0,59.0,37.0,5.5,244.5,2.5,76.9,34.6,0.0,16.0,5.0,22.5,15.0,-7.0,52.0,59.0,37.0,5.5,244.5,2.5,76.9,34.6,50.9,8.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,8.0,28.0,2.5,1.0,17.5,6.5,-11.0,32.5,43.5,28.5,27.5,458.0,34.0,100.15,34.375,0.0,2.5,1.0,17.5,6.5,-11.0,32.5,43.5,28.5,27.5,458.0,34.0,100.15,34.375,59.15,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
70,1.0,32.0,2.5,1.0,9.5,3.5,-3.0,29.5,32.5,29.5,67.5,500.0,70.5,127.94999999999999,91.5,0.0,2.5,1.0,9.5,3.5,-3.0,29.5,32.5,29.5,67.5,500.0,70.5,127.94999999999999,91.5,99.75,1.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,27.0,33.0,12.5,4.5,29.5,14.5,24.0,62.0,38.0,17.0,7.5,245.5,0.0,78.65,43.375,0.0,12.5,4.5,29.5,14.5,24.0,62.0,38.0,17.0,7.5,245.5,0.0,78.65,43.375,21.9,22.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,4.0,1.0,26.0,2.0,31.0,19.0,-9.0,201.0,210.0,171.0,0.0,91.0,0.0,83.0,-15.0,0.0,26.0,2.0,31.0,19.0,-9.0,201.0,210.0,171.0,0.0,91.0,0.0,83.0,-15.0,43.15,10.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
73,2.0,2.0,5.0,1.0,26.0,9.0,14.0,245.0,231.0,222.0,11.0,175.0,16.0,93.5,9.95,0.0,5.0,1.0,26.0,9.0,14.0,245.0,231.0,222.0,11.0,175.0,16.0,93.5,9.95,46.4,7.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
74,14.0,4.0,7.0,1.0,39.0,15.0,20.0,132.0,112.0,101.0,8.0,138.0,22.0,100.8,49.1,0.0,7.0,1.0,39.0,15.0,20.0,132.0,112.0,101.0,8.0,138.0,22.0,100.8,49.1,24.9,25.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,3.0,5.0,30.0,1.0,29.0,22.0,3.0,247.0,244.0,198.0,3.0,77.0,4.0,63.7,-18.65,0.0,30.0,1.0,29.0,22.0,3.0,247.0,244.0,198.0,3.0,77.0,4.0,63.7,-18.65,44.35,9.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
