,qual_pos,season_mid,season_high,season_low,season_avg,seasonpassdif,seasongreenpass,seasongreenpassed,seasonqualitypass,seasonfastlap,seasontop15,seasonlapled,seasonDR,DFS_avg,last_year_flag,season_long_mid,season_long_high,season_long_low,season_long_avg,seasonlongpassdif,seasonlonggreenpass,seasonlonggreenpassed,seasonlongqualitypass,seasonlongfastlap,seasonlongtop15,seasonlonglapled,seasonlongDR,DFS_avg_season,DFS,DfsRank,owner_23XI Racing,owner_Archie St. Hilaire,owner_B.J. McLeod,owner_BK Racing,owner_Barney Visser,owner_Beard Motorsports,owner_Bob Jenkins,owner_Bryan Smith,owner_Carl Long,owner_Gaunt Brothers Racing,owner_Germain Racing,owner_JTG-Daugherty Racing,owner_Jack Roush,owner_Jay Robinson,owner_Joe Gibbs,owner_Leavine Family Racing,owner_Matt Kaulig,owner_Premium Motorsports,owner_Richard Childress,owner_Richard Petty Motorsports,owner_Rick Hendrick,owner_Rick Ware Racing,owner_Ricky Benton,owner_Roger Penske,owner_Spire Motorsports,owner_StarCom Racing,owner_Stewart-Haas Racing,owner_Tommy Baldwin,owner_Trackhouse Racing,owner_Wood Brothers,car_make_Chevrolet,car_make_Ford,car_make_Toyota,group_len_0.5,group_len_1.0,group_len_1.5,group_len_2.0,group_len_2.7,group_len_3.0
0,1.0,5.0,1.5,20.0,10.0,-2.0,54.5,56.5,40.5,10.5,253.0,26.0,94.95,15.724999999999998,0.0,5.0,1.5,20.0,10.0,-2.0,54.5,56.5,40.5,10.5,253.0,26.0,94.95,15.724999999999998,53.6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1,2.0,1.5,1.0,15.0,2.5,12.0,40.0,28.0,33.0,71.0,294.0,197.5,148.05,127.825,0.0,1.5,1.0,15.0,2.5,12.0,40.0,28.0,33.0,71.0,294.0,197.5,148.05,127.825,100.65,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,3.0,11.5,5.0,25.0,10.5,3.0,68.5,65.5,41.5,9.0,237.0,0.0,91.65,36.55,0.0,11.5,5.0,25.0,10.5,3.0,68.5,65.5,41.5,9.0,237.0,0.0,91.65,36.55,34.4,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3,4.0,8.0,4.5,25.0,8.5,6.0,63.0,57.0,32.0,7.5,260.5,0.5,97.25,43.5,0.0,8.0,4.5,25.0,8.5,6.0,63.0,57.0,32.0,7.5,260.5,0.5,97.25,43.5,42.95,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4,5.0,10.0,1.5,19.5,10.5,6.5,77.5,71.0,48.5,8.5,246.0,13.0,89.85,45.075,0.0,10.0,1.5,19.5,10.5,6.5,77.5,71.0,48.5,8.5,246.0,13.0,89.85,45.075,-12.7,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,6.0,10.5,1.0,29.0,6.5,18.0,79.0,61.0,52.5,17.0,289.5,3.5,108.2,63.025000000000006,0.0,10.5,1.0,29.0,6.5,18.0,79.0,61.0,52.5,17.0,289.5,3.5,108.2,63.025000000000006,-26.1,34.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,7.0,4.5,1.0,25.5,7.0,-1.0,82.0,83.0,51.0,9.5,287.5,13.0,100.15,51.525,0.0,4.5,1.0,25.5,7.0,-1.0,82.0,83.0,51.0,9.5,287.5,13.0,100.15,51.525,39.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7,8.0,7.0,1.0,15.0,6.0,-1.0,58.5,59.5,45.0,22.5,292.5,9.5,110.0,54.5,0.0,7.0,1.0,15.0,6.0,-1.0,58.5,59.5,45.0,22.5,292.5,9.5,110.0,54.5,112.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8,9.0,25.5,7.0,34.0,22.0,12.0,87.5,75.5,15.5,6.0,54.0,0.0,61.65,24.2,0.0,25.5,7.0,34.0,22.0,12.0,87.5,75.5,15.5,6.0,54.0,0.0,61.65,24.2,-17.3,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9,10.0,6.5,2.0,17.0,6.5,6.0,80.5,74.5,57.5,9.5,295.0,0.0,105.05,42.775000000000006,0.0,6.5,2.0,17.0,6.5,6.0,80.5,74.5,57.5,9.5,295.0,0.0,105.05,42.775000000000006,-15.15,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
10,11.0,2.5,1.5,22.0,4.5,1.0,59.0,58.0,41.0,20.5,292.0,19.0,113.1,56.475,0.0,2.5,1.5,22.0,4.5,1.0,59.0,58.0,41.0,20.5,292.0,19.0,113.1,56.475,-14.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11,12.0,11.5,4.0,25.5,13.5,9.5,82.5,73.0,46.0,1.5,257.0,0.0,81.0,41.175,0.0,11.5,4.0,25.5,13.5,9.5,82.5,73.0,46.0,1.5,257.0,0.0,81.0,41.175,-11.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
12,13.0,22.5,12.5,33.0,23.5,-8.0,77.0,85.0,1.5,0.0,1.5,0.0,49.65,9.0,0.0,22.5,12.5,33.0,23.5,-8.0,77.0,85.0,1.5,0.0,1.5,0.0,49.65,9.0,34.25,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
13,14.0,18.5,8.5,25.5,16.0,-8.5,67.5,76.0,25.0,4.0,170.0,0.0,70.30000000000001,14.299999999999999,0.0,18.5,8.5,25.5,16.0,-8.5,67.5,76.0,25.0,4.0,170.0,0.0,70.30000000000001,14.299999999999999,-1.1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14,16.0,17.5,6.0,31.0,17.5,-1.5,73.0,74.5,17.0,5.5,75.0,0.0,66.25,28.474999999999998,0.0,17.5,6.0,31.0,17.5,-1.5,73.0,74.5,17.0,5.5,75.0,0.0,66.25,28.474999999999998,2.9,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
15,17.0,13.0,7.5,32.0,15.0,2.5,68.0,65.5,27.0,0.0,157.5,0.0,71.6,36.5,0.0,13.0,7.5,32.0,15.0,2.5,68.0,65.5,27.0,0.0,157.5,0.0,71.6,36.5,7.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16,18.0,20.5,12.0,34.5,22.5,0.0,79.5,79.5,4.0,2.5,23.0,0.0,55.0,29.625,0.0,20.5,12.0,34.5,22.5,0.0,79.5,79.5,4.0,2.5,23.0,0.0,55.0,29.625,31.0,20.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17,19.0,13.5,6.0,21.0,12.5,-4.5,64.0,68.5,36.5,2.0,195.5,0.0,79.44999999999999,31.9,0.0,13.5,6.0,21.0,12.5,-4.5,64.0,68.5,36.5,2.0,195.5,0.0,79.44999999999999,31.9,1.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
18,20.0,10.0,2.5,23.5,15.0,1.0,61.5,60.5,36.5,5.0,209.0,0.0,77.7,17.25,0.0,10.0,2.5,23.5,15.0,1.0,61.5,60.5,36.5,5.0,209.0,0.0,77.7,17.25,46.95,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
19,21.0,13.5,6.0,23.5,13.5,-4.5,67.5,72.0,34.5,6.5,205.5,0.0,81.8,36.925,0.0,13.5,6.0,23.5,13.5,-4.5,67.5,72.0,34.5,6.5,205.5,0.0,81.8,36.925,79.75,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20,22.0,29.0,14.0,34.5,28.5,-2.0,72.5,74.5,1.5,3.0,0.5,0.0,40.55,8.35,0.0,29.0,14.0,34.5,28.5,-2.0,72.5,74.5,1.5,3.0,0.5,0.0,40.55,8.35,16.0,23.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
21,23.0,26.0,17.5,34.5,26.0,2.5,81.0,78.5,0.0,2.0,0.0,0.0,44.8,22.4,0.0,26.0,17.5,34.5,26.0,2.5,81.0,78.5,0.0,2.0,0.0,0.0,44.8,22.4,40.45,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22,24.0,15.5,8.0,25.0,20.0,2.5,59.5,57.0,19.0,0.5,77.5,0.0,62.8,4.725,0.0,15.5,8.0,25.0,20.0,2.5,59.5,57.0,19.0,0.5,77.5,0.0,62.8,4.725,62.45,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
23,25.0,25.5,3.5,31.0,20.0,-5.0,73.0,78.0,12.0,23.0,91.5,8.5,84.35,35.475,0.0,25.5,3.5,31.0,20.0,-5.0,73.0,78.0,12.0,23.0,91.5,8.5,84.35,35.475,13.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24,26.0,17.0,3.5,32.0,16.0,-7.5,73.5,81.0,28.5,1.0,129.5,0.0,74.5,19.95,0.0,17.0,3.5,32.0,16.0,-7.5,73.5,81.0,28.5,1.0,129.5,0.0,74.5,19.95,21.4,22.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25,27.0,32.5,7.5,29.5,27.5,-19.0,61.5,80.5,3.0,5.0,9.5,5.5,46.5,0.125,0.0,32.5,7.5,29.5,27.5,-19.0,61.5,80.5,3.0,5.0,9.5,5.5,46.5,0.125,42.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26,28.0,22.0,5.5,32.5,22.0,-4.5,79.0,83.5,7.0,7.0,7.0,0.0,54.95,23.15,0.0,22.0,5.5,32.5,22.0,-4.5,79.0,83.5,7.0,7.0,7.0,0.0,54.95,23.15,37.9,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
27,29.0,26.0,10.5,31.5,26.0,-5.0,82.5,87.5,2.5,3.5,9.5,0.0,46.65,23.575,0.0,26.0,10.5,31.5,26.0,-5.0,82.5,87.5,2.5,3.5,9.5,0.0,46.65,23.575,25.0,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
28,30.0,29.5,15.0,32.5,28.0,-4.5,63.5,68.0,2.5,0.0,4.5,0.0,40.85,19.5,0.0,29.5,15.0,32.5,28.0,-4.5,63.5,68.0,2.5,0.0,4.5,0.0,40.85,19.5,41.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29,31.0,31.0,15.5,34.5,31.0,2.5,53.0,50.5,2.5,0.0,3.5,0.0,34.2,16.5,0.0,31.0,15.5,34.5,31.0,2.5,53.0,50.5,2.5,0.0,3.5,0.0,34.2,16.5,38.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
30,32.0,35.5,30.0,36.5,34.5,-5.0,12.0,17.0,0.0,0.0,0.0,0.0,26.25,5.0,0.0,35.5,30.0,36.5,34.5,-5.0,12.0,17.0,0.0,0.0,0.0,0.0,26.25,5.0,35.0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31,33.0,26.0,10.5,33.5,25.5,-7.0,62.0,69.0,2.5,1.5,5.5,0.0,49.7,18.175,0.0,26.0,10.5,33.5,25.5,-7.0,62.0,69.0,2.5,1.5,5.5,0.0,49.7,18.175,57.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32,34.0,29.5,11.0,33.5,30.5,0.5,51.0,50.5,3.5,0.0,5.5,0.0,37.3,19.0,0.0,29.5,11.0,33.5,30.5,0.5,51.0,50.5,3.5,0.0,5.5,0.0,37.3,19.0,39.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
33,36.0,34.0,33.0,36.0,34.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,28.3,11.0,0.0,34.0,33.0,36.0,34.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,28.3,11.0,34.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34,1.0,3.0,1.0,4.0,3.0,-1.0,9.0,10.0,9.0,77.0,500.0,24.0,126.8,82.65,0.0,3.0,1.0,4.0,3.0,-1.0,9.0,10.0,9.0,77.0,500.0,24.0,126.8,82.65,100.35,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
35,2.0,7.0,4.0,20.0,8.0,-9.0,22.0,31.0,22.0,17.0,499.0,0.0,93.3,39.65,0.0,7.0,4.0,20.0,8.0,-9.0,22.0,31.0,22.0,17.0,499.0,0.0,93.3,39.65,4.05,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
36,3.0,4.0,1.0,10.0,5.0,-10.0,21.0,31.0,21.0,28.0,500.0,1.0,105.9,40.85,0.0,4.0,1.0,10.0,5.0,-10.0,21.0,31.0,21.0,28.0,500.0,1.0,105.9,40.85,27.9,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,4.0,35.0,17.0,38.0,36.0,-3.0,11.0,14.0,0.0,1.0,0.0,0.0,25.5,-15.55,0.0,35.0,17.0,38.0,36.0,-3.0,11.0,14.0,0.0,1.0,0.0,0.0,25.5,-15.55,53.5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
38,5.0,1.0,1.0,6.0,3.0,0.0,11.0,11.0,11.0,30.0,500.0,145.0,121.0,92.75,0.0,1.0,1.0,6.0,3.0,0.0,11.0,11.0,11.0,30.0,500.0,145.0,121.0,92.75,11.35,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
39,6.0,12.0,7.0,24.0,14.0,-10.0,25.0,35.0,19.0,4.0,439.0,0.0,78.0,19.8,0.0,12.0,7.0,24.0,14.0,-10.0,25.0,35.0,19.0,4.0,439.0,0.0,78.0,19.8,145.05,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
40,7.0,11.0,6.0,16.0,12.0,-5.0,26.0,31.0,26.0,8.0,498.0,0.0,85.5,35.6,0.0,11.0,6.0,16.0,12.0,-5.0,26.0,31.0,26.0,8.0,498.0,0.0,85.5,35.6,24.9,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
41,8.0,15.0,7.0,24.0,14.0,6.0,56.0,50.0,26.0,13.0,315.0,0.0,85.5,51.85,0.0,15.0,7.0,24.0,14.0,6.0,56.0,50.0,26.0,13.0,315.0,0.0,85.5,51.85,49.65,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
42,9.0,20.0,18.0,36.0,22.0,3.0,44.0,41.0,0.0,0.0,0.0,0.0,57.2,24.0,0.0,20.0,18.0,36.0,22.0,3.0,44.0,41.0,0.0,0.0,0.0,0.0,57.2,24.0,-26.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,10.0,9.0,3.0,13.0,8.0,-6.0,20.0,26.0,20.0,7.0,500.0,0.0,99.4,38.15,0.0,9.0,3.0,13.0,8.0,-6.0,20.0,26.0,20.0,7.0,500.0,0.0,99.4,38.15,38.05,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
44,11.0,23.0,16.0,26.0,21.0,-10.0,30.0,40.0,0.0,0.0,0.0,0.0,62.7,23.0,0.0,23.0,16.0,26.0,21.0,-10.0,30.0,40.0,0.0,0.0,0.0,0.0,62.7,23.0,19.8,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
45,12.0,17.0,9.0,23.0,19.0,4.0,34.0,30.0,8.0,11.0,55.0,0.0,68.1,34.95,0.0,17.0,9.0,23.0,19.0,4.0,34.0,30.0,8.0,11.0,55.0,0.0,68.1,34.95,34.25,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
46,13.0,18.0,13.0,23.0,17.0,-2.0,21.0,23.0,11.0,2.0,155.0,0.0,73.2,22.9,0.0,18.0,13.0,23.0,17.0,-2.0,21.0,23.0,11.0,2.0,155.0,0.0,73.2,22.9,5.25,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
47,14.0,2.0,1.0,19.0,3.0,9.0,18.0,9.0,18.0,75.0,499.0,215.0,137.9,140.5,0.0,2.0,1.0,19.0,3.0,9.0,18.0,9.0,18.0,75.0,499.0,215.0,137.9,140.5,44.7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
48,15.0,24.0,19.0,29.0,24.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,54.8,23.0,0.0,24.0,19.0,29.0,24.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,54.8,23.0,-12.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
49,16.0,16.0,9.0,25.0,16.0,3.0,26.0,23.0,18.0,8.0,191.0,0.0,77.5,50.6,0.0,16.0,9.0,25.0,16.0,3.0,26.0,23.0,18.0,8.0,191.0,0.0,77.5,50.6,1.35,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
50,17.0,10.0,9.0,21.0,12.0,2.0,26.0,24.0,24.0,4.0,454.0,0.0,81.6,32.8,0.0,10.0,9.0,21.0,12.0,2.0,26.0,24.0,24.0,4.0,454.0,0.0,81.6,32.8,66.7,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
51,18.0,8.0,5.0,25.0,9.0,25.0,41.0,16.0,28.0,13.0,464.0,0.0,94.5,58.85,0.0,8.0,5.0,25.0,9.0,25.0,41.0,16.0,28.0,13.0,464.0,0.0,94.5,58.85,27.9,18.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
52,19.0,14.0,4.0,33.0,15.0,27.0,45.0,18.0,14.0,26.0,258.0,0.0,79.9,36.7,0.0,14.0,4.0,33.0,15.0,27.0,45.0,18.0,14.0,26.0,258.0,0.0,79.9,36.7,52.35,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
53,21.0,33.0,10.0,37.0,30.0,18.0,33.0,15.0,4.0,0.0,52.0,0.0,57.9,-6.0,0.0,33.0,10.0,37.0,30.0,18.0,33.0,15.0,4.0,0.0,52.0,0.0,57.9,-6.0,35.8,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
54,22.0,25.0,19.0,31.0,25.0,3.0,32.0,29.0,0.0,0.0,0.0,0.0,53.5,18.0,0.0,25.0,19.0,31.0,25.0,3.0,32.0,29.0,0.0,0.0,0.0,0.0,53.5,18.0,-8.55,34.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
55,23.0,26.0,21.0,31.0,26.0,-7.0,30.0,37.0,0.0,0.0,0.0,0.0,48.0,20.0,0.0,26.0,21.0,31.0,26.0,-7.0,30.0,37.0,0.0,0.0,0.0,0.0,48.0,20.0,42.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
56,24.0,27.0,24.0,34.0,30.0,-6.0,29.0,35.0,0.0,0.0,0.0,0.0,41.0,8.0,0.0,27.0,24.0,34.0,30.0,-6.0,29.0,35.0,0.0,0.0,0.0,0.0,41.0,8.0,24.0,22.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
57,25.0,5.0,1.0,17.0,6.0,2.0,17.0,15.0,17.0,42.0,498.0,111.0,109.4,71.65,0.0,5.0,1.0,17.0,6.0,2.0,17.0,15.0,17.0,42.0,498.0,111.0,109.4,71.65,46.4,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
58,26.0,13.0,1.0,14.0,7.0,-6.0,23.0,29.0,23.0,29.0,500.0,4.0,102.2,51.05,0.0,13.0,1.0,14.0,7.0,-6.0,23.0,29.0,23.0,29.0,500.0,4.0,102.2,51.05,8.0,28.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
59,27.0,30.0,28.0,37.0,31.0,3.0,22.0,19.0,0.0,0.0,0.0,0.0,35.5,17.0,0.0,30.0,28.0,37.0,31.0,3.0,22.0,19.0,0.0,0.0,0.0,0.0,35.5,17.0,-10.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
60,28.0,37.0,30.0,38.0,35.0,1.0,15.0,14.0,0.0,0.0,0.0,0.0,31.7,3.0,0.0,37.0,30.0,38.0,35.0,1.0,15.0,14.0,0.0,0.0,0.0,0.0,31.7,3.0,7.0,29.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
61,29.0,38.0,31.0,36.0,36.0,-9.0,10.0,19.0,0.0,0.0,0.0,0.0,26.7,1.0,0.0,38.0,31.0,36.0,36.0,-9.0,10.0,19.0,0.0,0.0,0.0,0.0,26.7,1.0,32.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
62,30.0,19.0,8.0,19.0,17.0,-6.0,18.0,24.0,11.0,0.0,118.0,0.0,70.3,19.0,0.0,19.0,8.0,19.0,17.0,-6.0,18.0,24.0,11.0,0.0,118.0,0.0,70.3,19.0,56.7,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
63,31.0,21.0,6.0,30.0,21.0,9.0,42.0,33.0,0.0,2.0,2.0,0.0,58.1,16.9,0.0,21.0,6.0,30.0,21.0,9.0,42.0,33.0,0.0,2.0,2.0,0.0,58.1,16.9,36.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
64,32.0,22.0,20.0,32.0,23.0,-1.0,29.0,30.0,0.0,1.0,0.0,0.0,54.4,30.45,0.0,22.0,20.0,32.0,23.0,-1.0,29.0,30.0,0.0,1.0,0.0,0.0,54.4,30.45,18.0,25.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
65,33.0,28.0,15.0,34.0,28.0,-12.0,40.0,52.0,0.0,4.0,1.0,0.0,43.8,3.8,0.0,28.0,15.0,34.0,28.0,-12.0,40.0,52.0,0.0,4.0,1.0,0.0,43.8,3.8,27.45,19.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
