,qual_pos,season_mid,season_high,season_low,season_avg,seasonpassdif,seasongreenpass,seasongreenpassed,seasonqualitypass,seasonfastlap,seasontop15,seasonlapled,seasonDR,DFS_avg,last_year_flag,season_long_mid,season_long_high,season_long_low,season_long_avg,seasonlongpassdif,seasonlonggreenpass,seasonlonggreenpassed,seasonlongqualitypass,seasonlongfastlap,seasonlongtop15,seasonlonglapled,seasonlongDR,DFS_avg_season,DFS,DfsRank,owner_23XI Racing,owner_Archie St. Hilaire,owner_B.J. McLeod,owner_BK Racing,owner_Barney Visser,owner_Beard Motorsports,owner_Bob Jenkins,owner_Bryan Smith,owner_Carl Long,owner_Gaunt Brothers Racing,owner_Germain Racing,owner_JTG-Daugherty Racing,owner_Jack Roush,owner_Jay Robinson,owner_Joe Gibbs,owner_Leavine Family Racing,owner_Matt Kaulig,owner_Premium Motorsports,owner_Richard Childress,owner_Richard Petty Motorsports,owner_Rick Hendrick,owner_Rick Ware Racing,owner_Ricky Benton,owner_Roger Penske,owner_Spire Motorsports,owner_StarCom Racing,owner_Stewart-Haas Racing,owner_Tommy Baldwin,owner_Trackhouse Racing,owner_Wood Brothers,car_make_Chevrolet,car_make_Ford,car_make_Toyota,group_len_0.5,group_len_1.0,group_len_1.5,group_len_2.0,group_len_2.7,group_len_3.0
621,28.0,26.0,8.0,32.0,27.0,-2.0,74.0,75.0,8.0,1.0,14.0,0.0,49.1,19.8,0.0,26.285714285714285,12.428571428571429,32.142857142857146,25.714285714285715,-4.428571428571429,66.28571428571429,70.71428571428571,6.142857142857143,1.2857142857142858,22.571428571428573,0.0,48.871428571428574,17.29285714285714,29.35,17.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
622,29.0,23.0,9.0,33.0,22.0,0.0,54.0,52.0,5.0,2.0,8.0,0.0,51.8,28.25,0.0,23.428571428571427,10.571428571428571,33.42857142857143,23.0,-2.2857142857142856,62.0,64.28571428571429,9.428571428571429,3.857142857142857,28.857142857142858,0.0,53.54285714285714,26.449999999999996,23.45,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
623,30.0,29.0,21.0,37.0,29.0,-1.0,34.0,39.0,0.0,0.0,0.0,0.0,42.0,12.0,0.0,29.714285714285715,16.714285714285715,35.285714285714285,29.142857142857142,-1.5714285714285714,42.42857142857143,44.0,1.1428571428571428,0.2857142857142857,2.0,0.0,41.74285714285714,18.557142857142857,-5.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
624,31.0,14.0,2.0,25.0,17.0,5.0,67.0,60.0,26.0,1.0,128.0,0.0,73.4,32.0,0.0,15.428571428571429,4.142857142857143,27.142857142857142,15.857142857142858,4.0,80.57142857142857,76.57142857142857,31.0,1.0,160.71428571428572,0.0,76.22857142857143,25.592857142857145,58.35,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
625,32.0,34.5,33.0,37.5,35.5,1.0,15.0,14.0,0.0,0.0,0.0,0.0,28.4,1.0,0.0,34.5,33.0,37.5,35.5,1.0,15.0,14.0,0.0,0.0,0.0,0.0,28.4,1.0,11.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
626,33.0,30.0,12.0,35.0,30.0,4.0,49.0,47.0,5.0,0.0,4.0,0.0,42.1,17.0,0.0,29.857142857142858,14.142857142857142,35.285714285714285,29.571428571428573,6.142857142857143,46.285714285714285,40.142857142857146,3.7142857142857144,0.0,4.285714285714286,0.0,40.32857142857142,19.0,19.45,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
627,34.0,30.5,24.5,35.0,31.0,-3.5,33.0,35.5,0.0,0.0,0.0,0.0,40.0,15.5,0.0,30.75,20.5,35.25,30.75,-3.0,34.0,37.0,2.25,1.0,2.75,0.0,39.875,15.2,22.45,21.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
628,35.0,33.0,27.0,37.0,32.0,2.0,19.0,15.0,0.0,0.0,0.0,0.0,35.2,22.35,0.0,33.4,27.4,37.4,32.8,0.8,16.2,15.4,0.0,0.6,0.0,0.0,34.56,17.669999999999998,17.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
629,36.0,36.0,31.5,39.0,36.0,3.5,14.0,9.5,0.0,0.0,0.0,0.0,27.55,12.5,0.0,36.25,31.75,39.0,36.25,3.25,13.5,10.25,0.0,0.0,0.0,0.0,27.249999999999996,9.5,3.0,31.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
630,37.0,35.5,32.0,38.0,35.5,1.5,11.0,9.5,0.0,0.0,0.0,0.0,30.0,7.5,0.0,35.25,31.5,38.25,35.5,1.25,13.5,12.25,0.0,0.0,0.0,0.0,29.275,7.75,14.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
631,39.0,36.0,31.0,37.0,35.0,2.0,11.0,9.0,0.0,0.0,0.0,0.0,26.5,14.0,0.0,36.0,31.0,37.0,35.0,2.0,11.0,9.0,0.0,0.0,0.0,0.0,26.5,14.0,0.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
632,40.0,34.0,31.0,37.0,34.0,1.0,17.0,16.0,0.0,0.0,0.0,0.0,28.7,15.0,0.0,34.333333333333336,31.333333333333332,37.0,34.333333333333336,3.0,14.666666666666666,11.666666666666666,0.0,0.3333333333333333,0.0,0.0,29.7,13.483333333333334,13.0,27.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
633,1.0,5.0,1.0,26.0,5.0,2.0,47.0,36.0,28.0,26.0,160.0,22.0,124.3,61.25,0.0,6.4,1.0,21.0,5.4,5.8,49.4,43.6,29.2,22.2,160.0,29.8,119.96,64.24,41.6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
634,2.0,3.0,1.0,20.0,3.0,8.0,39.0,30.0,28.0,32.0,140.0,49.0,140.2,76.0,0.0,10.0,1.4,21.0,9.2,13.2,43.4,30.2,29.2,33.6,133.0,55.2,121.61999999999998,63.92,55.2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
635,3.0,8.0,1.0,22.0,11.0,-2.0,41.0,43.0,32.0,10.0,141.0,25.0,94.8,32.75,0.0,7.4,2.4,22.8,9.0,-10.0,54.0,64.0,29.8,23.2,142.4,36.2,107.92,51.489999999999995,-36.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
636,4.0,12.0,3.0,25.0,11.0,-1.0,61.0,68.0,30.0,1.0,133.0,0.0,91.2,42.05,0.0,12.2,2.8,22.8,10.6,2.4,64.4,62.0,31.6,5.8,131.8,11.4,97.22,35.260000000000005,46.15,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
637,5.0,12.0,3.0,33.0,13.0,4.0,88.0,79.0,23.0,2.0,131.0,0.0,90.4,33.9,0.0,14.6,2.6,31.2,13.4,4.6,78.6,74.0,27.0,2.6,116.4,2.0,92.2,33.87,22.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
638,6.0,5.0,2.0,23.0,10.0,12.0,72.0,53.0,42.0,10.0,129.0,0.0,110.0,50.15,0.0,5.4,1.6,25.4,9.4,12.0,61.2,49.2,38.4,10.2,145.6,2.2,104.66,36.94,53.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
639,7.0,9.0,2.0,33.0,14.0,23.0,97.0,69.0,35.0,2.0,111.0,0.0,82.2,29.15,0.0,9.4,2.2,31.8,12.6,24.4,82.8,58.4,37.4,4.4,125.0,0.2,91.92,34.43,22.45,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
640,8.0,9.0,2.0,27.0,12.0,18.0,86.0,68.0,47.0,4.0,151.0,0.0,93.7,47.0,0.0,8.4,2.8,25.2,9.4,16.6,78.8,62.2,41.6,4.2,149.0,1.6,98.32,42.69,58.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
641,9.0,4.0,2.0,32.0,7.0,2.0,69.0,67.0,30.0,7.0,129.0,0.0,104.4,45.15,0.0,8.2,2.4,28.8,9.8,7.6,70.8,63.2,33.2,10.2,140.6,5.2,101.88,45.89,30.7,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
642,10.0,12.0,1.0,30.0,10.0,-1.0,57.0,61.0,32.0,3.0,149.0,1.0,99.9,30.4,0.0,11.6,1.8,28.8,10.0,-2.2,66.0,68.2,37.2,3.8,149.0,3.8,94.28,27.059999999999995,66.25,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
643,11.0,13.0,3.0,31.0,13.0,14.0,72.0,58.0,32.0,2.0,111.0,0.0,89.2,42.0,0.0,13.2,4.0,29.6,12.0,11.4,76.4,65.0,35.2,3.2,121.0,2.8,92.25999999999999,41.940000000000005,24.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
644,12.0,15.0,5.0,27.0,14.0,11.0,96.0,64.0,27.0,1.0,88.0,0.0,84.3,41.45,0.0,14.4,4.8,28.8,14.4,12.6,84.4,71.8,34.2,1.2,108.6,0.0,85.38000000000001,41.339999999999996,9.8,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
645,13.0,13.0,3.0,29.0,16.0,6.0,59.0,76.0,26.0,0.0,100.0,0.0,75.7,21.9,0.0,13.0,3.4,28.2,12.4,-0.8,69.6,70.4,30.4,1.8,118.8,2.2,88.05999999999999,25.76,55.25,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
646,14.0,18.0,2.0,33.0,13.0,6.0,84.0,71.0,32.0,0.0,94.0,0.0,78.3,43.5,0.0,16.0,4.2,29.8,14.2,7.6,80.0,72.4,30.4,0.6,100.6,3.0,79.08,35.82,25.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
647,15.0,16.0,7.0,29.0,16.0,-3.0,72.0,69.0,31.0,0.0,88.0,0.0,72.2,32.0,0.0,15.4,7.0,28.2,14.8,-1.0,74.2,75.2,27.4,0.4,91.2,0.0,77.39999999999999,28.580000000000002,-10.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
648,16.0,22.0,5.0,32.0,20.0,-8.0,77.0,84.0,12.0,0.0,17.0,0.0,61.0,20.45,0.0,23.0,5.4,32.6,20.8,-4.0,79.8,83.8,11.6,0.8,28.4,0.0,61.760000000000005,17.759999999999998,-11.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
649,17.0,20.0,7.0,30.0,15.0,-5.0,66.0,74.0,23.0,0.0,86.0,0.0,76.2,9.0,0.0,20.2,6.0,29.2,15.8,-2.2,73.4,75.6,25.8,0.0,83.4,2.4,72.03999999999999,15.4,41.45,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
650,18.0,7.0,2.0,29.0,14.0,-11.0,74.0,85.0,27.0,0.0,82.0,0.0,77.3,31.0,0.0,10.6,2.6,29.4,14.2,-9.8,71.4,81.2,30.2,1.0,108.0,1.0,83.1,37.9,16.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
651,19.0,17.0,7.0,33.0,17.0,3.0,79.0,74.0,18.0,1.0,46.0,0.0,76.5,36.0,0.0,15.2,6.4,33.6,18.0,9.8,81.8,72.0,18.4,2.4,59.8,0.6,73.9,35.23,45.9,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
652,20.0,11.0,8.0,34.0,20.0,-2.0,82.0,88.0,25.0,0.0,61.0,0.0,63.5,26.0,0.0,12.6,7.0,33.0,17.2,0.8,78.4,77.6,22.2,3.0,78.6,5.8,77.22,31.6,27.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
653,21.0,18.0,1.0,29.0,14.0,-5.0,81.0,83.0,27.0,0.0,104.0,1.0,80.0,16.45,0.0,15.8,2.2,29.4,14.4,-4.8,77.4,82.2,29.4,0.2,95.8,0.6,77.5,22.44,51.9,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
654,22.0,17.0,3.0,31.0,14.0,-3.0,81.0,78.0,24.0,0.0,110.0,0.0,77.3,31.0,0.0,18.6,4.0,29.8,17.6,1.4,67.2,65.8,26.2,0.2,94.2,2.2,73.97999999999999,31.639999999999997,28.65,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
655,23.0,22.0,12.0,34.0,22.0,-6.0,61.0,52.0,5.0,0.0,14.0,0.0,57.3,12.0,0.0,24.4,9.2,33.8,24.0,-6.4,63.4,69.8,7.4,1.2,14.8,0.0,57.220000000000006,9.940000000000001,15.0,24.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
656,24.0,24.0,10.0,36.0,22.0,2.0,75.0,64.0,6.0,0.0,12.0,0.0,58.3,29.0,0.0,24.0,9.4,33.6,21.6,0.0,74.0,74.0,6.4,0.0,13.2,0.0,59.05999999999999,27.6,-9.0,32.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
657,25.0,25.0,10.0,31.0,25.0,-15.0,73.0,90.0,9.0,0.0,10.0,0.0,52.5,13.0,0.0,27.4,10.2,31.2,26.2,-14.0,73.2,87.2,8.4,0.0,8.2,0.0,49.260000000000005,14.0,19.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
658,26.0,26.0,11.0,33.0,25.0,-14.0,73.0,77.0,7.0,0.0,8.0,0.0,49.2,21.0,0.0,25.0,11.4,33.4,25.2,-8.8,71.8,80.6,5.0,0.0,6.2,0.0,50.120000000000005,20.4,35.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
659,28.0,25.0,7.0,37.0,24.0,0.0,72.0,82.0,8.0,0.0,8.0,0.0,53.7,18.0,0.0,21.2,6.2,36.2,24.6,-1.6,74.2,75.8,5.8,0.0,10.0,0.8,53.98,14.4,-7.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
660,29.0,29.0,10.0,36.0,26.0,-11.0,59.0,55.0,3.0,0.0,14.0,0.0,60.5,18.0,0.0,29.666666666666668,10.333333333333334,36.0,26.333333333333332,-6.333333333333333,53.666666666666664,60.0,4.666666666666667,0.0,10.333333333333334,0.0,56.833333333333336,18.333333333333332,51.05,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
661,30.0,28.0,15.0,35.0,28.0,-10.0,60.0,66.0,0.0,0.0,1.0,0.0,46.8,9.0,0.0,28.0,14.8,33.6,27.6,-8.8,52.6,61.4,0.6,0.0,1.2,0.0,45.5,12.4,30.0,14.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
662,31.0,30.0,10.0,36.0,29.0,-11.0,58.0,68.0,1.0,0.0,1.0,0.0,37.5,-1.0,0.0,31.0,12.2,34.6,30.0,-10.8,53.8,64.6,2.6,0.4,1.6,0.0,40.4,5.18,0.0,29.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
663,32.0,31.0,5.0,36.0,30.0,5.0,33.0,34.0,0.0,0.0,2.0,0.0,36.7,17.0,0.0,32.4,9.0,37.0,31.2,4.6,48.4,43.8,2.4,0.0,2.8,0.0,38.02,11.8,22.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
664,33.0,31.0,23.0,36.0,34.0,-16.0,14.0,34.0,0.0,0.0,0.0,0.0,36.5,-7.0,0.0,33.0,23.0,36.0,33.666666666666664,-15.0,19.0,34.0,0.0,0.0,0.0,0.0,34.93333333333333,-1.0,21.0,21.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
665,34.0,32.0,23.5,37.5,32.0,-1.5,25.5,27.5,0.0,0.0,0.0,0.0,35.45,12.5,0.0,31.5,23.75,37.5,32.5,-2.25,26.25,28.5,0.0,0.0,0.0,0.0,36.025000000000006,9.25,13.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
666,35.0,34.0,21.0,36.5,33.0,3.0,40.0,37.0,0.0,0.0,0.0,0.0,36.75,10.0,0.0,34.0,21.0,36.5,33.0,3.0,40.0,37.0,0.0,0.0,0.0,0.0,36.75,10.0,19.0,22.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
667,37.0,34.0,19.0,37.0,34.0,-15.0,16.0,37.0,0.0,0.0,0.0,0.0,34.5,1.0,0.0,34.333333333333336,20.333333333333332,37.0,34.0,-12.0,18.0,30.0,0.0,0.0,0.0,0.0,31.833333333333332,-1.3333333333333333,14.0,25.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
668,38.0,34.5,22.5,37.5,34.5,4.0,25.0,21.0,0.0,0.0,0.0,0.0,30.65,-0.5,0.0,34.5,22.5,37.5,34.5,4.0,25.0,21.0,0.0,0.0,0.0,0.0,30.65,-0.5,24.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
669,39.0,36.5,17.0,39.0,35.5,0.5,8.5,6.0,0.0,0.0,0.5,0.0,26.9,6.5,0.0,36.0,17.25,38.5,35.75,0.5,11.0,10.5,0.0,0.0,0.75,0.0,27.175,4.75,10.0,27.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
670,40.0,37.0,26.0,39.0,37.0,-17.0,7.0,22.0,0.0,0.0,0.0,0.0,26.8,2.0,0.0,36.0,27.333333333333332,39.0,35.666666666666664,-11.666666666666666,12.666666666666666,24.333333333333332,0.0,0.0,0.0,0.0,28.3,0.3333333333333333,22.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
671,1.0,11.0,2.5,23.5,10.5,-2.0,66.5,66.0,41.5,9.5,256.5,0.0,92.7,42.6,0.0,10.5,3.25,24.25,10.25,1.25,72.125,70.875,42.0,12.875,269.0,8.0,93.98749999999998,43.293749999999996,-37.1,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
672,2.0,6.5,1.0,20.0,7.0,0.5,69.5,67.0,42.0,3.5,265.5,5.5,99.8,47.05,0.0,8.5,1.125,21.0,7.5,0.125,70.25,70.125,42.5,5.0,273.5,8.375,99.21249999999999,42.46875000000001,55.35,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
673,3.0,10.5,1.5,24.0,11.5,6.0,72.5,65.0,39.5,8.5,226.0,4.5,89.15,46.650000000000006,0.0,9.625,2.0,26.0,11.875,6.875,71.75,64.875,38.0,11.0,240.875,7.25,91.25000000000001,41.0125,-19.75,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
674,4.0,4.5,1.0,20.0,5.5,0.0,54.0,57.5,39.5,22.0,296.0,9.5,111.85,58.150000000000006,0.0,6.25,1.625,18.375,5.625,0.5,52.125,51.625,37.625,39.125,307.75,71.375,116.56250000000001,78.45,36.05,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
675,5.0,2.5,1.0,21.5,4.5,12.5,46.0,33.5,34.0,50.0,267.0,59.0,129.5,85.825,0.0,8.625,1.5,20.625,7.875,13.0,47.0,34.0,33.0,46.375,260.875,75.0,120.81249999999999,80.11875,-24.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
676,6.0,8.0,1.0,25.0,11.0,0.0,57.5,57.5,29.5,11.5,251.0,0.5,91.05,37.775,0.0,9.375,3.75,22.75,10.375,-1.375,56.125,57.5,25.75,13.125,216.125,9.375,94.9125,27.5,40.45,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
677,7.0,9.5,2.5,22.0,12.5,2.0,72.5,72.5,39.0,3.0,242.0,0.0,82.69999999999999,39.725,0.0,10.0,2.625,23.5,11.875,-0.375,73.125,73.5,42.125,5.0,251.0,0.5,84.55,31.875,-21.75,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
678,8.0,6.0,1.5,19.5,7.5,-2.0,56.0,57.0,36.5,8.0,293.5,10.0,100.25,44.975,0.0,6.625,2.0,19.625,8.0,-1.5,60.75,62.25,41.75,9.75,291.625,19.625,100.15,36.16875,8.45,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
679,9.0,17.5,5.0,29.0,17.5,-5.0,73.0,74.5,17.5,2.0,75.0,0.0,67.45,23.95,0.0,22.25,5.5,29.625,20.125,-7.375,67.875,75.25,24.25,7.25,117.75,0.125,66.3625,22.04375,16.7,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
680,10.0,9.5,1.0,24.0,7.5,4.0,68.0,61.0,41.0,18.0,264.5,3.5,110.85,62.75,0.0,12.125,1.375,26.375,9.625,14.125,72.625,58.5,46.5,22.75,257.625,28.0,108.4,57.8625,106.65,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
681,11.0,5.5,1.5,24.0,6.0,25.5,80.5,53.5,46.5,22.5,263.5,0.0,114.85,52.625,0.0,8.25,1.5,22.125,8.625,22.5,72.0,49.5,44.125,31.125,266.75,49.0,107.72500000000001,63.38125,69.6,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
682,12.0,13.0,3.5,26.0,16.0,5.0,72.0,61.5,30.5,1.0,158.5,0.0,75.7,32.175,0.0,14.25,4.25,27.625,15.625,6.375,81.25,74.875,32.0,1.25,167.125,0.0,77.05,29.6875,-14.4,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
683,13.0,9.0,1.0,22.0,8.0,-3.0,48.0,53.0,36.5,12.5,262.0,9.0,105.35,45.474999999999994,0.0,10.75,1.875,23.0,9.75,-2.625,53.375,56.0,30.875,12.5,247.625,14.75,104.96249999999999,42.3125,91.95,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
