,finish_pos,qual_pos,season_mid,season_high,season_low,group_len,season_avg,seasonpassdif,seasongreenpass,seasongreenpassed,seasonqualitypass,seasonfastlap,seasontop15,seasonlapled,seasonDR,DFS_avg,season_long_mid,season_long_high,season_long_low,season_long_avg,seasonlongpassdif,seasonlonggreenpass,seasonlonggreenpassed,seasonlongqualitypass,seasonlongfastlap,seasonlongtop15,seasonlonglapled,seasonlongDR,DFS_avg_season,num_starts,DFS,DfsRank,top3,top5,top10,car_make_Chevrolet,car_make_Ford,car_make_Toyota,owner_Chip Ganassi,owner_Chris Our,owner_Fred Biagi,owner_Fury Race Cars,owner_JR Motorsports,owner_Jack Roush,owner_Jeremy Clements,owner_Jerry Brown,owner_Joe Gibbs,owner_Matt Hurley,owner_Matt Kaulig,owner_Maury Gallagher,owner_Richard Childress,owner_Roger Penske,owner_SS Green Light Racing,owner_Stewart Haas Racing
355,10.0,9.0,8.0,1.0,19.0,1.5,7.0,11.0,36.0,31.0,27.0,4.0,196.0,1.0,98.6,44.45,1.0,21.0,7.0,5.0,38.0,36.0,28.5,81.19999999999999,182.0,96.05,0.9500000000000001,15.5,7.0,63.0,52.05,6.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
356,4.0,10.0,4.0,1.0,21.0,1.5,8.0,8.0,35.0,17.0,27.0,34.0,167.0,14.0,115.3,54.8,2.0,21.0,9.0,2.0,35.0,29.0,28.0,76.5,167.0,86.0,0.0,13.0,8.0,15.0,55.6,3.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,33.0,11.0,14.0,6.0,23.0,1.5,14.0,0.0,44.0,32.0,22.0,0.0,108.0,0.0,80.7,30.0,5.0,23.5,12.0,1.0,40.5,39.0,25.0,75.25,126.5,85.9,0.0,15.5,14.5,69.0,-14.0,33.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
358,9.0,12.0,15.0,8.5,27.0,1.5,15.5,1.0,49.0,41.0,20.5,0.0,108.0,0.0,78.95,31.5,4.0,21.0,14.0,0.0,48.0,41.0,23.0,49.900000000000006,112.5,68.25,0.0,8.5,10.5,56.0,38.0,12.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
359,8.0,13.0,6.0,4.0,22.0,1.5,8.0,7.0,38.0,31.0,27.0,2.0,195.0,0.0,99.1,43.75,2.0,21.5,8.5,1.0,34.5,39.0,26.5,86.25,157.0,95.35,0.0,15.5,7.0,392.0,41.0,10.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,6.0,14.0,8.0,4.0,27.0,1.5,17.0,4.0,44.0,41.0,19.0,4.0,103.0,0.0,82.5,22.05,3.0,23.5,12.5,1.0,47.5,48.5,30.5,73.7,102.5,77.4,0.0,15.5,12.5,101.0,48.35,8.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
361,29.0,15.0,15.0,8.0,20.0,1.5,12.0,2.0,25.0,30.0,21.0,0.0,138.0,0.0,80.3,24.0,6.5,23.0,15.0,0.5,39.5,40.0,21.0,54.5,95.0,63.6,0.0,15.5,11.5,168.0,-0.55,27.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
362,16.0,16.0,15.5,8.5,24.0,1.5,18.5,-11.0,38.0,46.0,19.0,0.0,76.5,0.0,70.8,32.625,7.0,29.0,18.0,-5.0,41.0,47.0,16.0,40.4,77.0,30.8,0.0,15.0,14.0,226.0,27.0,18.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
363,14.0,18.0,22.0,10.0,28.0,1.5,18.0,-4.0,27.0,31.0,8.0,0.0,18.0,0.0,67.5,27.0,9.0,27.5,18.0,-4.5,35.0,38.5,10.0,23.549999999999997,20.0,12.25,0.0,15.5,17.0,296.0,33.0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
364,13.0,38.0,12.0,5.0,29.0,1.5,15.0,-8.0,32.0,48.0,16.0,0.0,115.0,0.0,72.0,9.0,5.5,31.0,22.0,-6.0,30.5,38.0,12.5,41.2,31.0,28.45,0.0,15.5,27.5,13.0,55.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,9.0,1.0,9.0,2.0,20.0,1.0,9.0,7.0,34.0,17.0,28.0,4.0,199.0,0.0,96.3,45.95,2.0,22.0,8.5,3.0,36.5,28.5,29.0,76.35,173.5,86.35,0.0,13.5,8.0,16.0,42.45,7.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,8.0,2.0,4.5,2.0,26.5,1.0,9.0,3.5,46.5,34.5,31.5,4.5,181.0,0.0,99.05000000000001,43.8,2.0,20.0,7.0,-2.0,38.0,39.0,30.0,83.3,163.0,96.0,0.0,16.0,8.0,69.0,32.7,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367,4.0,3.0,10.0,3.0,17.0,1.0,10.0,-2.0,23.5,28.0,12.5,2.5,170.0,0.0,90.8,31.125,3.0,23.0,12.0,-1.0,38.0,38.0,22.0,58.3,138.0,71.4,0.0,16.0,17.0,32.0,50.55,4.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,24.0,4.0,2.5,1.0,13.0,1.0,2.5,12.0,22.0,10.5,18.5,28.5,200.0,49.5,130.6,66.2,1.0,19.0,6.0,11.0,38.0,29.0,30.0,83.3,150.0,96.3,1.3,16.0,5.0,271.0,25.6,16.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
369,5.0,5.0,10.0,2.0,16.0,1.0,6.0,10.0,23.5,13.5,20.0,11.0,196.0,3.0,112.6,49.7,2.0,23.0,8.0,6.0,36.0,24.0,24.0,80.6,120.0,84.2,0.0,25.0,6.0,53.0,41.25,8.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
370,11.0,6.0,5.0,1.5,18.0,1.0,7.5,1.5,31.0,29.5,18.5,4.0,193.0,13.0,99.2,48.375,2.0,21.0,8.0,1.0,33.0,37.0,26.0,88.9,161.0,96.7,0.0,16.0,7.0,393.0,27.0,15.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
371,7.0,7.0,9.5,1.5,21.5,1.0,9.0,0.0,36.5,33.5,21.0,6.0,181.5,2.0,98.4,38.325,3.0,24.0,12.0,2.0,47.0,48.0,29.0,72.4,103.0,80.0,0.0,16.0,12.0,102.0,38.8,9.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
372,2.0,8.0,9.0,1.0,20.0,1.0,6.0,10.5,30.5,21.5,26.5,11.5,194.0,1.5,109.15,45.35,1.0,21.0,7.0,4.0,37.0,36.0,28.0,81.3,186.0,96.1,1.1,16.0,7.0,64.0,56.8,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373,14.0,9.0,18.0,9.0,19.0,1.0,16.0,-11.0,12.0,23.0,6.0,1.0,39.0,0.0,75.5,18.45,4.0,19.0,13.0,-7.0,32.0,45.0,27.0,68.0,172.0,80.2,0.0,19.0,17.0,11.0,24.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,3.0,10.0,10.5,4.0,23.0,1.0,10.0,9.0,47.5,31.5,25.0,2.5,189.0,0.0,96.1,36.25,3.0,23.0,11.0,3.0,41.0,37.0,28.0,75.6,147.0,92.4,0.0,16.0,11.0,75.0,56.55,3.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
375,10.0,11.0,10.0,1.5,16.5,1.0,9.0,-1.0,27.0,28.0,15.5,4.5,160.0,1.0,95.85,34.775,5.0,21.0,14.0,0.0,49.0,40.0,24.0,51.1,113.0,68.5,0.0,9.0,11.0,57.0,35.0,11.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
376,12.0,12.0,14.0,5.5,25.0,1.0,16.5,-2.0,25.0,31.5,10.0,0.0,88.5,0.0,74.55,24.5,6.0,23.0,15.0,1.0,40.0,39.0,21.0,53.3,91.0,63.6,0.0,16.0,12.0,169.0,31.0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377,16.0,13.0,15.0,6.5,23.0,1.0,15.5,-4.0,36.0,35.0,15.0,0.0,118.5,0.0,79.85,33.725,7.0,25.0,18.0,-4.0,41.0,46.0,16.0,40.4,77.0,30.8,0.0,16.0,15.0,227.0,24.0,17.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378,6.0,14.0,8.5,4.0,34.5,1.0,11.5,1.0,25.5,25.5,18.5,0.5,168.0,3.0,85.85,47.25,2.0,25.0,10.0,3.0,37.0,35.0,28.0,75.7,137.0,88.7,0.0,16.0,11.0,49.0,46.45,5.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,13.0,15.0,14.0,5.5,22.0,1.0,13.0,1.5,30.5,29.0,22.0,0.0,185.0,0.0,85.15,29.5,5.0,24.0,12.0,0.0,39.0,38.0,25.0,76.3,115.0,85.0,0.0,16.0,15.0,70.0,32.0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
380,17.0,18.0,22.0,11.0,26.0,1.0,21.0,-7.0,34.5,38.5,3.5,0.0,9.0,0.0,63.95,24.5,9.0,27.0,18.0,-5.0,34.0,38.0,10.0,24.4,20.0,12.3,0.0,16.0,17.0,297.0,27.0,15.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
381,1.0,38.0,4.5,1.0,17.5,1.0,3.5,8.0,32.0,20.5,28.0,26.5,199.5,49.0,131.65,77.95,1.0,27.0,7.0,3.0,34.0,29.0,26.0,75.9,162.0,94.6,2.5,16.0,6.0,39.0,124.85,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
382,18.0,39.0,37.0,1.0,38.0,1.0,30.0,-25.0,15.0,40.0,2.0,0.0,36.0,4.0,70.8,-17.0,6.0,33.0,22.0,-4.0,32.0,36.0,16.0,39.5,36.0,33.3,0.0,17.0,24.0,14.0,46.0,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
383,2.0,1.0,5.0,1.5,15.0,1.5,5.5,-1.0,32.0,28.0,29.0,17.0,193.5,1.5,109.75,48.95,2.0,19.0,7.0,-3.0,37.5,38.0,29.5,83.6,176.5,96.2,0.0,16.5,8.0,70.0,79.15,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,11.0,2.0,5.0,1.0,28.5,1.5,6.0,3.5,35.5,26.0,26.0,18.0,186.5,8.0,114.7,49.475,1.0,27.0,7.0,3.5,34.0,28.5,25.0,74.05000000000001,165.5,93.55,2.6,16.5,6.0,40.0,32.0,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
385,3.0,3.0,6.0,1.0,28.5,1.5,8.0,12.5,40.0,22.5,28.5,26.0,173.5,10.0,110.94999999999999,55.2,2.0,23.0,8.0,4.0,38.0,28.0,28.0,76.2,180.0,86.7,0.0,14.0,8.0,17.0,63.9,3.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1.0,4.0,5.0,1.5,20.5,1.5,8.0,4.5,31.0,34.0,27.0,10.5,157.5,0.0,99.6,29.025,2.0,24.0,9.5,3.0,36.0,34.5,27.0,76.30000000000001,140.5,92.35,0.0,16.5,10.5,50.0,73.85,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
387,5.0,5.0,12.5,3.0,21.5,1.5,12.0,-5.5,40.0,40.0,33.5,0.0,151.0,0.0,87.6,23.5,3.0,23.0,11.5,-1.0,35.0,35.5,22.5,60.65,138.0,73.2,0.0,16.5,16.0,33.0,39.9,8.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388,7.0,6.0,6.5,2.0,17.0,1.5,7.5,5.5,33.0,29.5,30.5,3.0,189.5,0.0,102.05,49.175,1.0,19.0,6.0,10.0,37.5,29.5,29.0,82.69999999999999,163.5,94.8,1.7999999999999998,16.5,5.0,272.0,41.85,6.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,14.0,7.0,6.0,3.5,21.5,1.5,7.0,5.5,35.5,29.0,24.5,2.0,196.0,0.0,101.19999999999999,43.325,2.0,21.0,8.5,0.5,33.0,34.5,25.0,86.25,157.0,95.35,0.0,16.5,7.0,394.0,25.6,17.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
390,8.0,8.0,13.0,3.0,26.0,1.5,14.5,5.0,45.0,34.0,22.5,3.5,133.0,0.0,85.7,27.475,3.0,23.5,12.0,2.0,46.5,46.5,27.5,71.55000000000001,112.5,80.75,0.0,16.5,12.0,103.0,36.45,9.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
391,10.0,9.0,10.0,4.0,23.5,1.5,11.5,0.5,40.5,38.5,28.0,1.0,164.5,0.0,88.05,35.9,3.0,23.0,11.0,4.0,41.0,36.5,28.0,75.65,148.0,92.7,0.0,16.5,11.0,76.0,33.0,12.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
392,4.0,10.0,7.5,1.0,18.5,1.5,7.0,8.5,31.5,28.5,27.0,4.0,197.0,2.0,100.55,47.0,1.0,20.0,7.0,5.0,36.5,35.5,27.5,82.8,188.0,97.05,0.9500000000000001,16.5,7.0,65.0,57.25,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
393,12.0,11.0,15.5,6.5,20.5,1.5,13.5,2.5,30.5,32.5,21.0,0.0,129.5,0.0,78.15,21.5,6.5,23.0,15.0,0.5,39.5,38.5,20.5,54.5,95.5,63.6,0.0,16.5,13.0,170.0,30.0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
394,6.0,12.0,13.5,2.5,23.5,1.5,13.5,10.0,39.5,24.5,24.0,3.5,126.5,0.0,95.2,32.85,2.5,22.5,8.0,5.5,32.5,23.5,23.5,83.0,126.5,88.45,0.0,25.5,7.0,54.0,46.7,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
395,13.0,13.0,12.0,6.0,24.5,1.5,15.5,0.5,48.5,47.0,21.5,0.5,91.5,0.0,77.2,30.5,7.5,26.0,17.0,-1.5,41.0,44.0,13.0,40.75,45.5,36.1,0.0,17.0,17.5,16.0,30.0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
396,9.0,14.0,17.5,8.5,23.5,1.5,16.0,-7.0,38.0,45.0,19.0,0.0,76.5,0.0,70.8,29.0,7.0,25.0,17.5,-4.5,40.5,45.5,15.5,40.65,81.0,34.3,0.0,16.5,15.5,228.0,40.9,7.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,15.0,15.0,15.0,6.0,28.0,1.5,15.0,-1.0,43.0,30.5,22.0,0.0,94.5,0.0,80.25,30.0,5.0,23.5,12.5,1.0,38.5,37.5,24.0,77.3,126.5,83.95,0.0,16.5,14.5,71.0,28.0,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
398,19.0,16.0,21.5,9.5,27.5,1.5,17.5,-5.0,26.5,31.0,9.0,0.0,19.0,0.0,69.1,27.5,9.0,27.0,18.0,-5.5,34.0,36.0,10.0,23.549999999999997,20.5,12.25,0.0,16.5,16.5,298.0,21.0,20.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
399,17.0,17.0,15.0,8.0,33.0,1.5,15.0,2.0,49.0,40.0,29.0,0.0,112.0,0.0,81.7,35.0,5.0,21.0,14.0,1.0,48.0,39.5,26.0,59.25,116.0,68.85,0.0,13.0,11.0,58.0,26.0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
400,18.0,18.0,18.0,12.0,36.0,1.5,23.0,4.0,42.0,32.0,6.0,0.0,13.0,0.0,68.5,27.0,7.0,31.0,17.0,4.0,45.0,41.0,22.0,38.0,43.0,44.7,0.0,11.0,15.0,21.0,25.0,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
401,20.0,21.0,6.0,3.0,20.0,1.5,12.0,-6.0,25.0,38.0,23.0,0.0,172.0,0.0,75.8,-0.5,4.0,19.5,13.0,-7.0,30.5,41.5,25.0,68.5,168.5,80.85,0.0,22.5,17.0,12.0,34.8,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
402,24.0,27.0,21.5,14.0,28.5,1.5,21.5,-6.5,24.5,31.0,1.0,0.0,1.5,0.0,64.35,29.5,12.5,29.5,23.0,1.0,27.0,29.5,1.0,4.15,2.0,1.2,0.0,17.0,18.0,19.0,21.0,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
403,9.0,1.0,12.0,1.0,35.0,2.7,10.0,25.0,167.0,171.0,84.0,6.0,102.0,2.0,96.9,38.3,2.0,23.0,9.0,3.0,35.0,35.0,28.0,76.9,144.0,96.0,0.0,17.0,10.0,51.0,32.05,14.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
404,1.0,3.0,10.0,3.0,36.0,2.7,18.0,-8.0,159.0,180.0,63.0,4.0,89.0,0.0,80.3,23.6,7.0,25.0,17.0,-4.0,41.0,45.0,16.0,40.9,85.0,37.8,0.0,17.0,15.0,229.0,60.95,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
405,17.0,4.0,11.0,1.0,40.0,2.7,16.0,24.0,137.0,113.0,87.0,4.0,58.0,2.0,68.3,49.3,7.0,30.0,16.0,-11.0,45.0,56.0,41.0,63.5,58.0,55.2,0.0,16.0,13.0,3.0,15.1,27.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406,13.0,6.0,22.0,5.0,34.0,2.7,21.0,-21.0,62.0,83.0,26.0,1.0,20.0,0.0,69.3,42.25,7.0,26.0,17.0,2.0,44.0,37.0,17.0,41.9,55.0,38.2,0.0,17.0,12.0,139.0,30.1,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
407,10.0,7.0,7.0,1.5,24.0,2.7,9.0,23.0,163.5,140.5,140.0,0.5,103.0,8.5,96.75,13.35,2.0,18.5,9.0,14.5,46.5,49.5,41.5,93.4,107.5,91.1,0.0,15.5,8.0,80.0,35.5,12.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
408,12.0,10.0,14.0,2.0,30.0,2.7,20.0,-27.0,107.0,134.0,60.0,1.0,37.0,0.0,68.1,27.45,7.0,26.0,17.0,-1.0,43.0,44.0,14.0,45.6,51.0,40.0,0.0,19.0,17.0,17.0,31.25,15.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
409,6.0,11.0,22.0,2.0,35.0,2.7,13.0,1.0,96.0,112.0,59.0,1.0,79.0,0.0,95.5,36.3,1.0,27.0,7.0,3.0,34.0,29.0,24.0,75.9,169.0,94.6,2.7,17.0,6.0,41.0,46.25,8.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
410,5.0,13.0,12.0,2.0,25.0,2.7,12.0,4.0,91.0,85.0,57.0,0.0,75.0,0.0,80.0,-4.9,3.0,23.0,11.0,-1.0,32.0,33.0,22.0,63.0,138.0,75.0,0.0,17.0,15.0,34.0,50.65,6.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
411,8.0,14.0,6.0,2.0,31.0,2.7,11.0,2.0,76.0,74.0,51.0,4.0,87.0,0.0,90.8,35.8,2.0,22.0,8.0,3.0,36.5,28.0,27.5,75.15,181.0,88.35,0.0,15.5,8.0,18.0,43.35,9.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
412,2.0,15.0,5.0,1.0,25.0,2.7,6.0,17.0,125.0,108.0,122.0,1.0,104.0,0.0,103.3,35.0,1.0,19.0,6.0,9.0,38.0,30.0,30.0,82.1,177.0,96.3,1.3,17.0,5.0,273.0,56.8,3.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
413,3.0,16.0,12.0,7.0,36.0,2.7,16.0,9.0,153.0,134.0,91.0,4.0,76.0,0.0,80.7,44.25,3.0,23.0,12.0,2.0,46.0,45.0,29.0,72.4,122.0,81.5,0.0,17.0,12.0,104.0,56.9,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,11.0,18.0,9.0,3.0,30.0,2.7,16.0,-4.0,99.0,103.0,43.0,1.0,40.0,0.0,81.9,56.45,2.0,25.0,8.0,7.0,40.0,28.0,24.0,60.0,185.0,92.5,0.0,9.0,4.0,3.0,41.7,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
415,36.0,25.0,33.0,10.0,35.0,2.7,25.0,-28.0,80.0,112.0,20.0,1.0,15.0,0.0,52.3,-5.0,9.0,27.0,18.0,-6.0,34.0,38.0,10.0,24.4,20.0,12.2,0.0,17.0,17.0,299.0,-6.0,33.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
416,18.0,28.0,37.0,5.0,37.0,2.7,23.0,17.0,162.0,145.0,88.0,1.0,46.0,0.0,71.7,-2.55,13.0,29.0,23.0,3.0,26.0,29.0,1.0,3.9,1.0,0.4,0.0,24.0,18.0,20.0,35.5,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
417,14.0,38.0,13.0,2.0,28.0,2.7,13.0,-20.0,121.0,141.0,77.0,3.0,84.0,0.0,85.0,29.9,2.0,18.0,7.0,-2.0,37.0,37.0,29.0,83.3,190.0,96.4,0.0,17.0,8.0,71.0,54.35,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418,2.0,1.0,4.0,1.0,13.0,1.5,5.0,0.0,31.0,22.0,26.0,21.0,195.0,3.0,109.8,49.2,2.0,18.0,7.0,-2.0,37.0,37.0,29.0,83.3,190.0,96.4,0.0,17.0,8.0,72.0,47.8,5.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,1.0,3.0,5.0,1.0,28.0,1.5,6.0,2.0,35.0,26.0,26.0,16.0,193.0,9.0,114.5,49.0,1.0,27.0,7.0,3.0,34.0,29.0,24.0,75.9,169.0,94.6,2.7,17.0,6.0,42.0,104.1,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,10.0,5.0,12.0,3.0,21.0,1.5,11.0,-4.0,38.0,40.0,31.0,0.0,152.0,0.0,91.9,28.0,3.0,23.0,11.0,-1.0,32.0,33.0,22.0,63.0,138.0,75.0,0.0,17.0,15.0,35.0,30.35,14.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421,7.0,6.0,13.0,3.0,23.0,1.5,12.0,7.0,29.0,24.0,22.0,4.0,133.0,0.0,99.0,46.7,3.0,22.0,8.0,6.0,29.0,23.0,23.0,80.6,133.0,92.7,0.0,26.0,6.0,55.0,36.9,10.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,3.0,7.0,7.0,2.0,17.0,1.5,8.0,3.0,35.0,30.0,31.0,3.0,199.0,0.0,100.8,48.9,1.0,19.0,6.0,9.0,38.0,30.0,30.0,82.1,177.0,96.3,1.3,17.0,5.0,274.0,49.5,4.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
423,4.0,9.0,9.0,4.0,25.0,1.5,12.0,4.0,44.0,39.0,26.0,3.0,163.0,0.0,88.9,32.9,3.0,23.0,12.0,2.0,46.0,45.0,29.0,72.4,122.0,81.5,0.0,17.0,12.0,105.0,52.45,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424,20.0,10.0,4.0,1.0,21.0,1.5,8.0,8.0,35.0,28.0,27.0,22.0,180.0,14.0,115.3,55.6,2.0,22.0,8.0,3.0,36.5,28.0,27.5,75.15,181.0,88.35,0.0,15.5,8.0,19.0,14.35,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
425,13.0,11.0,26.0,15.0,29.0,1.5,23.0,6.0,26.0,20.0,1.0,0.0,0.0,0.0,61.5,28.0,13.0,29.0,23.0,3.0,26.0,29.0,1.0,3.9,1.0,0.4,0.0,24.0,18.0,21.0,28.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
426,5.0,12.0,5.0,1.0,20.0,1.5,8.0,4.0,31.0,35.0,28.0,12.0,171.0,0.0,99.8,38.0,2.0,23.0,9.0,3.0,35.0,35.0,28.0,76.9,144.0,96.0,0.0,17.0,10.0,52.0,61.75,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,12.0,16.0,17.0,9.0,23.0,1.5,14.0,-3.0,40.0,45.0,20.0,0.0,99.0,0.0,71.5,31.0,7.0,25.0,17.0,-4.0,41.0,45.0,16.0,40.9,85.0,37.8,0.0,17.0,15.0,230.0,35.0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
428,18.0,17.0,21.0,9.0,27.0,1.5,18.0,-6.0,27.0,31.0,10.0,0.0,18.0,0.0,67.5,27.0,9.0,27.0,18.0,-6.0,34.0,38.0,10.0,24.4,20.0,12.2,0.0,17.0,17.0,300.0,24.45,18.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
429,15.0,28.0,12.0,6.0,23.0,1.5,16.0,0.0,51.0,50.0,24.0,0.0,98.0,0.0,77.7,30.0,7.0,26.0,17.0,-1.0,43.0,44.0,14.0,45.6,51.0,40.0,0.0,19.0,17.0,18.0,42.35,7.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
430,9.0,1.0,4.0,1.0,13.0,1.5,5.0,0.0,31.0,22.0,26.0,21.0,195.0,3.0,109.8,49.2,2.0,18.0,7.0,-2.0,37.0,37.0,29.0,83.3,190.0,96.4,0.0,17.0,8.0,73.0,45.05,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
431,13.0,3.0,5.0,1.0,28.0,1.5,6.0,2.0,35.0,26.0,26.0,16.0,193.0,9.0,114.5,49.0,1.0,27.0,7.0,3.0,34.0,29.0,24.0,75.9,169.0,94.6,2.7,17.0,6.0,43.0,40.55,14.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
