,finish_pos,qual_pos,season_mid,season_high,season_low,group_len,season_avg,seasonpassdif,seasongreenpass,seasongreenpassed,seasonqualitypass,seasonfastlap,seasontop15,seasonlapled,seasonDR,DFS_avg,season_long_mid,season_long_high,season_long_low,season_long_avg,seasonlongpassdif,seasonlonggreenpass,seasonlonggreenpassed,seasonlongqualitypass,seasonlongfastlap,seasonlongtop15,seasonlonglapled,seasonlongDR,DFS_avg_season,num_starts,DFS,DfsRank,top3,top5,top10,car_make_Chevrolet,car_make_Ford,car_make_Toyota,owner_Chip Ganassi,owner_Chris Our,owner_Fred Biagi,owner_Fury Race Cars,owner_JR Motorsports,owner_Jack Roush,owner_Jeremy Clements,owner_Jerry Brown,owner_Joe Gibbs,owner_Matt Hurley,owner_Matt Kaulig,owner_Maury Gallagher,owner_Richard Childress,owner_Roger Penske,owner_SS Green Light Racing,owner_Stewart Haas Racing
936,9.0,11.0,8.5,4.0,22.0,1.5,8.5,-1.0,26.5,27.5,21.5,0.5,170.5,0.0,99.8,37.725,2.0,20.0,6.0,2.0,44.0,41.0,34.0,80.7,150.0,99.0,0.0,3.0,7.0,14.0,37.9,12.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
937,2.0,12.0,20.5,3.0,31.5,1.5,19.5,8.5,16.0,7.5,12.5,2.0,79.5,0.0,71.4,18.9,3.0,22.5,12.0,1.5,28.0,21.0,22.0,84.44999999999999,139.5,96.55000000000001,0.0,3.5,19.0,70.0,53.35,5.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
938,8.0,15.0,14.0,2.5,26.0,1.5,13.5,1.5,32.0,30.5,20.5,0.0,148.5,0.5,80.95,31.625,4.0,27.0,14.0,-4.0,45.0,52.0,25.0,60.4,120.0,78.0,0.0,3.0,15.0,58.0,43.0,8.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
939,10.0,17.0,22.0,5.0,33.0,1.5,22.5,3.5,37.0,33.5,17.0,1.5,72.5,0.0,65.5,-0.8250000000000002,4.0,30.0,18.0,-8.0,48.0,44.0,17.0,50.0,54.0,54.0,0.0,3.0,23.0,5.0,41.45,9.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
940,1.0,18.0,1.0,1.0,26.0,1.5,6.0,35.0,45.0,10.0,35.0,37.0,138.0,45.0,127.7,93.9,1.0,20.0,4.5,24.0,42.0,18.0,34.0,81.19999999999999,169.0,96.95,34.8,4.5,1.0,354.0,109.35,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
941,6.0,22.0,14.5,5.0,24.5,1.5,13.5,-0.5,30.5,31.0,21.5,0.0,147.5,0.0,80.9,34.5,7.0,26.0,17.0,-2.0,41.0,43.0,20.0,47.3,57.0,43.9,0.0,3.0,15.0,8.0,54.0,4.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,32.0,27.0,12.5,4.0,27.0,1.5,14.0,-6.5,32.5,39.0,20.5,0.0,137.0,0.0,74.25,22.0,5.0,28.0,16.0,2.0,35.0,33.0,17.0,65.3,137.0,77.0,0.0,3.0,24.0,337.0,4.45,28.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
943,4.0,1.0,8.0,3.0,12.0,0.5,7.0,2.0,56.0,36.0,51.0,4.0,250.0,0.0,102.2,38.9,2.0,21.0,8.5,1.0,43.5,44.0,36.5,83.2,174.0,98.25,0.0,3.5,8.5,15.0,65.8,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
944,3.0,2.0,11.0,1.5,18.5,0.5,11.5,-8.0,35.0,39.0,32.0,3.5,237.0,2.0,86.2,33.4,1.5,24.0,8.5,-4.5,42.5,40.5,40.5,79.30000000000001,152.0,94.35,0.0,3.5,15.0,143.0,46.3,11.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
945,36.0,3.0,4.5,1.5,10.5,0.5,5.5,-2.0,31.5,29.0,29.5,7.5,250.0,0.5,108.75,41.025,1.5,19.0,6.5,2.5,36.5,34.0,30.5,87.9,171.0,98.5,2.25,3.5,5.0,73.0,-28.0,34.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
946,17.0,4.0,12.0,3.5,17.0,0.5,11.0,5.5,45.5,40.0,36.5,0.5,216.5,0.0,83.05000000000001,32.35,1.0,19.5,9.0,-8.5,46.0,42.5,38.0,83.45,161.0,96.35,0.0,3.5,14.0,42.0,26.3,20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
947,28.0,6.0,22.5,4.5,19.0,0.5,22.0,0.0,22.5,22.5,15.0,0.0,113.0,0.0,64.0,11.5,1.0,22.5,7.5,3.0,40.5,32.0,29.0,81.75,142.0,93.3,1.35,3.5,11.5,164.0,-6.65,31.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
948,27.0,7.0,16.0,2.5,26.0,0.5,12.0,1.5,28.0,26.5,21.0,4.5,179.0,0.5,90.65,26.15,2.0,19.5,10.0,-2.5,39.0,38.5,34.5,93.8,172.0,98.25,0.0,3.5,14.5,16.0,-0.85,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
949,1.0,9.0,8.0,3.5,23.0,0.5,9.5,-1.0,47.5,35.5,34.0,6.5,239.5,0.0,92.2,38.65,1.0,25.0,6.5,-1.5,43.5,43.5,33.5,81.4,165.5,95.9,6.75,3.5,6.0,42.0,88.35,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
950,18.0,10.0,3.0,1.5,19.5,0.5,5.0,10.0,31.5,20.0,25.0,22.0,246.0,43.0,116.15,47.925,1.0,22.0,7.5,14.5,53.5,42.5,38.5,73.69999999999999,161.5,96.6,13.8,3.5,9.5,312.0,80.3,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
951,2.0,11.0,9.0,3.0,16.5,0.5,7.5,2.0,31.5,23.5,28.5,9.5,249.5,0.0,105.55,43.724999999999994,1.0,21.0,6.5,8.5,46.0,34.0,33.5,84.2,145.0,92.25,7.5,3.5,6.5,56.0,55.5,6.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952,37.0,12.0,10.5,3.5,17.5,0.5,10.5,6.0,38.5,32.0,33.0,0.5,245.0,0.0,88.45,37.5,2.0,24.5,11.0,1.5,44.0,42.5,27.5,70.35,106.0,75.85,0.0,3.5,15.5,268.0,-21.0,33.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
953,7.0,21.0,22.5,13.5,27.5,0.5,24.0,-7.0,17.5,25.5,3.0,0.0,13.0,0.0,60.2,13.0,4.0,28.0,14.0,0.0,46.5,51.5,26.0,58.0,115.5,76.5,0.0,3.5,13.0,59.0,51.0,9.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
954,8.0,29.0,16.0,7.0,23.5,0.5,15.5,-10.5,23.0,29.5,11.5,0.5,162.0,0.0,74.3,28.5,7.0,27.5,17.0,3.5,38.0,36.0,15.0,59.75,116.0,76.45,0.0,3.5,25.5,338.0,57.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
955,2.0,1.0,8.0,1.0,24.0,1.5,5.0,-3.0,36.0,39.0,32.0,8.0,185.0,2.0,101.7,46.2,1.0,24.0,5.0,0.0,36.0,39.0,32.0,88.9,185.0,99.3,12.5,4.0,6.0,43.0,50.6,3.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
956,4.0,2.0,7.0,2.0,27.0,1.5,8.0,14.0,28.0,14.0,21.0,3.0,141.0,0.0,100.9,53.35,2.5,23.0,8.0,5.5,33.0,29.0,28.0,84.44999999999999,145.5,96.55000000000001,0.0,4.5,11.0,72.0,40.25,10.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
957,6.0,3.0,2.0,1.0,25.0,1.5,4.0,5.0,39.0,39.0,28.0,17.0,177.0,9.0,118.7,57.9,1.0,22.0,6.0,12.0,49.0,39.0,38.0,75.6,177.0,96.7,21.5,4.0,8.0,313.0,37.5,13.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
958,3.0,4.0,10.0,1.0,19.0,1.5,10.0,-10.0,21.0,31.0,20.0,0.0,176.0,0.0,89.5,27.0,1.0,19.0,8.0,-8.0,40.0,34.0,29.0,87.5,176.0,94.7,0.0,4.0,15.0,43.0,47.6,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
959,5.0,5.0,10.0,3.0,22.0,1.5,11.0,-4.0,43.0,41.0,34.0,1.0,198.0,0.0,90.8,37.9,2.0,22.0,6.0,2.0,43.0,41.0,34.0,80.7,198.0,97.5,0.0,4.0,7.0,16.0,39.0,11.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
960,17.0,6.0,12.0,2.0,21.0,1.5,10.0,-5.0,35.0,38.0,33.0,1.0,194.0,0.0,87.8,24.45,2.0,18.0,10.0,-2.0,35.0,38.0,33.0,93.8,194.0,99.5,0.0,4.0,19.0,17.0,15.45,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
961,16.0,8.0,4.0,1.0,20.0,1.5,4.0,1.0,21.0,20.0,21.0,18.0,200.0,30.0,118.5,59.6,1.5,19.0,6.5,2.5,36.5,34.0,30.5,87.9,171.0,98.5,2.25,3.5,5.0,74.0,54.45,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
962,9.0,9.0,5.0,1.0,28.0,1.5,5.0,7.0,24.0,21.0,24.0,15.0,148.0,45.0,130.6,73.0,1.0,19.0,6.0,7.0,36.0,26.0,28.0,88.4,148.0,92.5,4.2,4.0,6.0,57.0,54.45,2.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
963,12.0,10.0,14.0,4.0,27.0,1.5,14.0,4.0,45.0,38.0,25.0,0.0,120.0,0.0,80.7,40.0,4.0,27.0,14.0,4.0,45.0,51.0,25.0,60.4,120.0,78.0,0.0,4.0,11.0,60.0,29.0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
964,7.0,11.0,4.0,1.0,18.0,1.5,5.0,3.0,26.0,23.0,23.0,11.0,192.0,1.0,106.6,53.95,1.0,25.0,8.0,3.0,30.0,23.0,27.0,75.0,138.0,92.0,0.7,4.0,13.0,165.0,45.05,7.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
965,8.0,12.0,9.0,2.0,24.0,1.5,8.0,1.0,42.0,41.0,42.0,8.0,194.0,0.0,96.3,12.8,1.0,24.0,8.0,1.0,42.0,40.0,39.0,87.4,194.0,94.1,0.0,4.0,11.0,144.0,40.45,9.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
966,14.0,13.0,14.0,3.0,23.0,1.5,13.0,1.0,38.0,25.0,27.0,0.0,176.0,0.0,83.8,43.0,6.0,25.5,15.5,-0.5,39.5,42.5,23.5,53.65,88.0,62.45,0.0,3.5,11.5,9.0,28.0,17.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,13.0,20.0,13.0,4.0,27.0,1.5,16.0,7.0,41.0,39.0,13.0,0.0,137.0,0.0,65.1,4.45,5.0,28.0,16.0,5.0,41.0,33.0,17.0,55.6,137.0,75.9,0.0,4.0,24.0,339.0,37.0,14.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
968,11.0,21.0,7.0,2.0,15.0,1.5,10.0,0.0,39.0,36.0,34.0,1.0,200.0,0.0,90.7,38.45,2.0,23.0,12.0,0.0,42.0,39.0,21.0,80.9,85.0,87.0,0.0,4.0,20.0,269.0,42.75,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
969,10.0,24.0,17.0,8.0,26.0,1.5,17.0,-5.0,16.0,21.0,5.0,1.0,17.0,0.0,76.2,32.45,5.0,23.5,14.0,-2.0,40.0,42.0,24.0,49.2,81.0,54.15,0.0,4.0,9.0,2.0,48.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
970,1.0,1.0,10.0,3.0,21.5,1.5,9.5,-4.5,33.5,39.5,28.5,0.5,179.0,0.0,93.75,37.95,2.0,21.5,7.0,1.0,42.0,39.5,28.5,83.2,179.0,97.85,0.0,4.5,8.5,17.0,46.85,7.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
971,3.0,2.0,7.0,1.0,23.5,1.5,5.0,3.0,36.0,33.0,30.5,11.0,173.0,4.0,110.95,48.400000000000006,1.0,23.5,5.0,4.5,36.0,36.0,32.0,84.75,173.0,99.05,8.1,4.5,5.5,44.0,72.9,1.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
972,9.0,3.0,3.5,1.5,18.0,1.5,5.0,5.0,28.0,23.0,26.0,10.0,176.0,0.5,112.6,49.5,1.0,22.5,7.5,3.0,30.0,23.0,28.0,81.75,142.0,93.3,0.35,4.5,11.5,166.0,40.0,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
973,8.0,4.0,10.0,2.0,20.0,1.5,8.5,-4.5,36.5,41.0,35.5,6.0,178.5,0.0,94.15,26.625,1.5,22.5,8.5,-4.5,37.5,40.5,34.0,87.65,178.5,95.55,0.0,4.5,10.0,145.0,35.4,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
974,14.0,5.0,13.5,5.5,26.5,1.5,13.5,2.5,37.0,33.0,24.0,0.0,129.0,0.0,80.95,34.5,5.5,26.5,13.5,2.5,44.0,44.5,24.5,65.5,129.0,79.8,0.0,4.5,13.0,61.0,20.0,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
975,10.0,6.0,12.5,2.5,25.5,1.5,11.0,1.5,31.5,29.0,24.0,1.0,168.0,0.0,83.15,19.95,2.0,19.5,10.0,-1.0,33.5,35.0,31.5,93.8,172.0,98.25,0.0,4.5,21.0,18.0,30.0,15.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
976,7.0,8.0,4.0,1.0,26.5,1.5,5.5,9.0,32.5,19.0,26.0,18.0,151.5,42.5,118.44999999999999,63.725,1.0,21.0,6.0,8.5,38.5,25.0,28.0,84.2,151.5,93.8,7.5,4.5,5.5,58.0,55.55,4.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
977,2.0,9.0,3.0,1.0,23.5,1.5,5.0,2.5,27.0,19.5,21.5,20.0,172.0,34.5,119.15,57.025000000000006,1.5,19.0,6.5,2.5,36.5,24.5,23.0,87.9,141.0,98.5,2.25,4.5,5.0,75.0,62.65,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
978,13.0,10.0,8.5,1.0,20.0,1.5,9.0,-6.0,30.5,24.5,23.5,2.0,161.0,0.0,89.5,28.5,1.0,19.5,8.0,-6.0,46.0,33.0,28.0,83.45,161.0,94.15,0.0,4.5,14.0,44.0,27.0,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
979,32.0,11.0,5.0,1.0,25.5,1.5,5.0,10.0,39.5,32.0,29.0,11.0,169.0,5.0,112.1,48.175,1.0,22.0,6.0,13.5,44.5,35.5,34.0,75.3,169.0,97.6,13.8,4.5,9.5,314.0,-10.2,33.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
980,35.0,13.0,13.0,4.5,22.5,1.5,13.0,-0.5,34.5,31.0,27.0,0.0,158.0,0.0,82.5,35.5,6.0,25.0,14.0,-2.0,38.0,42.0,27.0,60.0,119.0,81.0,0.0,4.0,15.0,10.0,-16.0,34.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,6.0,17.0,8.0,1.5,18.5,1.5,10.0,-1.0,41.5,42.5,34.0,0.5,165.5,1.5,88.30000000000001,39.85,2.0,22.5,12.0,0.0,43.0,42.5,27.5,79.1,106.0,83.7,0.0,4.5,15.5,270.0,49.0,6.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
982,4.0,21.0,18.5,7.5,29.5,1.5,17.0,4.0,32.0,28.0,15.5,0.5,61.0,0.0,77.1,40.225,7.0,26.0,17.0,1.0,48.0,35.0,26.0,54.2,105.0,64.4,0.0,5.0,5.0,3.0,57.0,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
983,12.0,23.0,13.5,5.5,26.5,1.5,14.5,6.0,38.0,34.5,17.0,0.0,135.5,0.0,73.9,20.725,6.0,27.5,14.5,5.0,38.0,32.5,19.0,57.8,135.5,76.45,0.0,4.5,19.0,340.0,42.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
984,36.0,2.0,14.0,5.0,27.0,1.5,14.0,1.0,45.0,38.0,25.0,0.0,120.0,0.0,80.7,29.0,5.0,27.0,14.0,1.0,45.0,51.0,25.0,60.4,120.0,78.0,0.0,5.0,15.0,62.0,-29.0,34.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
985,6.0,3.0,7.0,1.0,21.0,1.5,9.0,-10.0,40.0,31.0,22.0,0.0,154.0,0.0,89.5,27.0,1.0,20.0,8.0,-8.0,48.0,34.0,27.0,79.4,154.0,93.6,0.0,5.0,15.0,45.0,36.35,9.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
986,27.0,4.0,14.0,4.0,26.0,1.5,13.0,7.0,41.0,39.0,21.0,0.0,137.0,0.0,82.7,37.0,5.0,27.0,13.0,5.0,41.0,33.0,21.0,60.0,137.0,77.0,0.0,5.0,14.0,341.0,-7.55,31.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
987,9.0,6.0,13.0,3.0,29.0,1.5,12.0,-2.0,35.0,38.0,26.0,1.0,142.0,0.0,83.8,24.45,2.0,21.0,10.0,-2.0,35.0,38.0,30.0,93.8,150.0,97.0,0.0,5.0,19.0,19.0,32.9,15.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
988,3.0,7.0,3.0,1.0,18.0,1.5,5.0,3.0,30.0,23.0,29.0,10.0,163.0,1.0,114.1,45.05,1.0,20.0,7.0,3.0,30.0,23.0,29.0,75.0,146.0,94.6,0.7,5.0,10.0,167.0,50.0,6.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
989,2.0,8.0,11.0,2.0,23.0,1.5,8.0,1.0,42.0,41.0,42.0,7.0,165.0,0.0,96.3,35.4,1.0,23.0,8.0,1.0,42.0,41.0,39.0,87.4,165.0,97.0,0.0,5.0,11.0,146.0,53.75,5.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
990,1.0,9.0,5.0,1.0,28.0,1.5,6.0,11.0,41.0,21.0,24.0,21.0,148.0,40.0,106.3,55.55,1.0,23.0,6.0,10.0,41.0,24.0,28.0,80.0,148.0,92.5,4.2,5.0,5.0,59.0,63.4,4.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
991,18.0,10.0,9.0,2.0,22.0,1.5,10.0,0.0,44.0,49.0,34.0,0.0,149.0,0.0,90.5,41.25,2.0,23.0,12.0,0.0,44.0,46.0,34.0,77.3,127.0,87.0,0.0,5.0,11.0,271.0,17.9,22.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
992,31.0,11.0,6.5,2.0,25.0,1.5,7.5,13.5,30.5,17.0,26.0,3.5,150.0,0.0,101.85,46.8,2.0,23.0,8.0,8.0,33.0,28.0,31.0,86.8,150.0,97.2,0.0,5.0,10.0,73.0,-8.65,32.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
993,11.0,12.0,17.0,7.0,26.0,1.5,17.0,13.0,48.0,35.0,26.0,0.0,105.0,0.0,78.0,48.0,5.0,25.0,14.0,7.0,56.0,48.0,34.5,58.2,125.0,80.55000000000001,0.0,6.5,4.5,4.0,34.35,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
994,5.0,13.0,6.0,1.0,23.0,1.5,5.0,0.0,36.0,39.0,30.0,14.0,167.0,6.0,120.2,50.6,1.0,23.0,5.0,0.0,36.0,39.0,32.0,80.6,167.0,99.3,12.5,5.0,5.0,45.0,82.1,1.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
995,10.0,14.0,4.0,1.0,21.0,1.5,4.0,4.0,33.0,20.0,22.0,18.0,164.0,30.0,119.8,59.6,1.0,20.0,6.0,4.0,40.0,29.0,24.0,83.3,144.0,98.2,4.5,5.0,3.0,76.0,68.3,3.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
996,8.0,15.0,10.0,3.0,21.0,1.5,8.0,-4.0,43.0,41.0,34.0,1.0,164.0,0.0,96.7,38.0,2.0,21.0,6.0,0.0,43.0,41.0,34.0,80.7,164.0,98.2,0.0,5.0,7.0,18.0,44.8,7.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
997,22.0,32.0,7.0,1.0,26.0,1.5,6.0,5.0,40.0,39.0,30.0,5.0,161.0,1.0,105.5,38.45,1.0,22.0,6.0,12.0,41.0,39.0,32.0,75.6,161.0,96.7,6.1,5.0,11.0,315.0,36.3,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
998,4.0,38.0,5.0,1.0,30.0,1.5,8.0,22.0,44.0,22.0,28.0,19.0,142.0,37.0,117.2,91.8,3.0,28.5,11.0,22.0,50.0,28.0,32.5,64.85,160.0,72.9,11.35,7.5,4.0,18.0,74.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
999,1.0,1.0,2.0,2.0,22.0,2.7,8.0,-8.0,136.0,144.0,108.0,2.0,98.0,0.0,94.2,35.9,1.0,20.5,8.5,-8.5,46.5,42.5,28.0,75.95,161.5,94.15,0.0,5.5,14.0,46.0,49.9,6.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1000,12.0,2.0,11.0,2.0,31.0,2.7,12.0,20.0,117.0,97.0,70.0,5.0,77.0,0.0,82.9,25.25,2.0,24.0,11.5,0.5,45.0,47.5,34.0,69.7,129.0,88.1,0.0,5.5,15.5,272.0,24.65,18.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1001,18.0,4.0,10.0,1.0,18.0,2.7,8.0,-1.0,164.0,165.0,145.0,3.0,111.0,5.0,102.1,46.6,1.0,23.5,6.0,8.5,43.0,25.0,28.0,79.6,151.5,93.8,5.2,5.5,4.5,60.0,17.0,25.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,10.0,5.0,7.0,1.0,32.0,2.7,8.0,60.0,180.0,120.0,133.0,12.0,106.0,15.0,116.9,65.15,1.0,22.5,4.5,4.5,38.5,40.0,32.0,77.25,170.5,99.05,13.0,5.5,4.0,46.0,36.0,14.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1003,16.0,6.0,9.0,3.0,24.0,2.7,9.0,-10.0,159.0,169.0,139.0,11.0,110.0,0.0,99.4,46.95,1.0,22.5,7.5,1.5,42.5,41.0,40.5,87.65,170.0,97.9,0.0,5.5,10.0,147.0,18.35,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1004,4.0,7.0,6.0,2.0,18.0,2.7,7.0,7.0,96.0,89.0,80.0,7.0,108.0,0.0,101.0,10.15,1.0,20.0,6.0,5.5,41.0,31.5,26.5,78.0,153.0,98.1,9.45,5.5,3.0,77.0,45.9,8.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005,3.0,8.0,3.0,1.0,16.0,2.7,5.0,7.0,62.0,55.0,52.0,4.0,114.0,26.0,112.6,8.3,1.0,16.0,5.0,7.0,62.0,55.0,52.0,83.9,114.0,100.0,22.8,1.0,28.0,33.0,48.9,7.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1006,2.0,9.0,8.0,3.0,34.0,2.7,22.0,-4.0,52.0,56.0,38.0,2.0,32.0,0.0,51.8,21.9,1.0,22.5,7.5,2.0,40.5,32.0,30.0,74.05,153.0,93.3,1.35,5.5,10.0,168.0,55.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1007,32.0,11.0,15.0,1.0,27.0,2.7,11.0,0.0,140.0,140.0,113.0,2.0,91.0,9.0,88.5,51.15,2.0,20.5,6.0,0.0,43.5,44.0,36.5,83.2,170.0,98.2,0.0,5.5,7.0,19.0,-9.9,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1008,28.0,12.0,1.0,1.0,21.0,2.7,10.0,22.0,135.0,113.0,102.0,1.0,85.0,23.0,90.3,1.2,1.0,23.5,7.5,13.5,45.0,42.5,35.0,75.3,155.0,96.6,4.05,5.5,10.5,316.0,-1.5,33.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1009,11.0,15.0,5.0,4.0,33.0,2.7,13.0,30.0,156.0,126.0,111.0,1.0,90.0,0.0,88.5,41.45,5.0,27.0,14.0,1.0,45.0,51.0,25.0,60.4,120.0,78.0,0.0,5.0,15.0,63.0,37.35,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1010,24.0,19.0,34.0,13.0,36.0,2.7,30.0,5.0,35.0,30.0,17.0,6.0,8.0,0.0,38.3,17.7,5.0,27.5,14.0,5.0,42.5,36.0,24.5,60.0,137.0,78.4,0.0,5.5,19.0,342.0,14.15,26.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1011,5.0,20.0,12.0,8.0,30.0,2.7,17.0,-2.0,110.0,112.0,52.0,4.0,50.0,0.0,72.0,19.8,6.5,25.5,15.5,-0.5,38.0,39.5,23.5,53.65,88.0,62.45,0.0,4.5,16.0,11.0,54.9,3.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,37.0,22.0,29.0,6.0,23.0,2.7,21.0,-14.0,97.0,111.0,91.0,1.0,57.0,0.0,59.4,-15.55,2.5,22.0,10.5,-2.0,39.0,38.5,31.5,91.1,148.5,96.8,0.0,5.5,17.0,20.0,-10.55,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
