,driver,track,start_pos,finish_pos,laps_complete,total_laps,race_num,year,race_status
0,A.J. Allmendinger,Bristol,43,40,413,504,5,2007,running
1,A.J. Allmendinger,Richmond,13,32,396,400,10,2007,running
2,A.J. Allmendinger,Charlotte,29,31,310,400,12,2007,running
3,A.J. Allmendinger,Pocono,28,39,104,106,14,2007,running
4,A.J. Allmendinger,Bristol,43,35,491,500,24,2007,running
5,A.J. Allmendinger,Richmond,27,23,400,400,26,2007,running
6,A.J. Allmendinger,Dover,11,43,4,400,28,2007,engine
7,A.J. Allmendinger,Martinsville,25,35,474,506,32,2007,running
8,A.J. Allmendinger,Fort Worth,5,39,151,334,34,2007,crash
9,A.J. Allmendinger,Richmond,18,39,259,410,10,2008,crash
10,A.J. Allmendinger,Charlotte,27,20,399,400,12,2008,running
11,A.J. Allmendinger,Pocono,8,12,200,200,14,2008,running
12,A.J. Allmendinger,Sonoma,36,37,109,112,16,2008,running
13,A.J. Allmendinger,Daytona,13,42,100,162,18,2008,running
14,A.J. Allmendinger,Indianapolis,26,10,160,160,20,2008,running
15,A.J. Allmendinger,Watkins Glen,37,11,90,90,22,2008,running
16,A.J. Allmendinger,Bristol,8,34,400,500,24,2008,running
17,A.J. Allmendinger,Richmond,31,43,335,400,26,2008,running
18,A.J. Allmendinger,Dover,30,16,400,400,28,2008,running
19,A.J. Allmendinger,Charlotte,38,43,52,334,31,2008,crash
20,A.J. Allmendinger,Atlanta,39,14,325,325,33,2008,running
21,A.J. Allmendinger,Phoenix,13,16,313,313,35,2008,running
22,A.J. Allmendinger,Daytona,20,3,152,152,1,2009,running
23,A.J. Allmendinger,Las Vegas,19,33,281,285,3,2009,running
24,A.J. Allmendinger,Bristol,26,16,503,503,5,2009,running
25,A.J. Allmendinger,Fort Worth,25,34,328,334,7,2009,running
26,A.J. Allmendinger,Talladega,38,35,164,188,9,2009,running
27,A.J. Allmendinger,Darlington,38,17,367,367,11,2009,running
28,A.J. Allmendinger,Dover,7,29,396,400,13,2009,running
29,A.J. Allmendinger,Michigan,6,39,144,200,15,2009,running
30,A.J. Allmendinger,Loudon,30,32,238,273,17,2009,running
31,A.J. Allmendinger,Chicago,20,13,267,267,19,2009,running
32,A.J. Allmendinger,Pocono,27,17,200,200,21,2009,running
33,A.J. Allmendinger,Michigan,13,22,200,200,23,2009,running
34,A.J. Allmendinger,Atlanta,35,20,325,325,25,2009,running
35,A.J. Allmendinger,Loudon,34,25,299,300,27,2009,running
36,A.J. Allmendinger,Kansas,15,17,267,267,29,2009,running
37,A.J. Allmendinger,Charlotte,26,23,333,334,31,2009,running
38,A.J. Allmendinger,Talladega,25,33,189,191,33,2009,running
39,A.J. Allmendinger,Phoenix,16,13,312,312,35,2009,running
40,A.J. Allmendinger,Daytona,15,32,198,208,1,2010,running
41,A.J. Allmendinger,Las Vegas,40,25,265,267,3,2010,running
42,A.J. Allmendinger,Bristol,23,17,500,500,5,2010,running
43,A.J. Allmendinger,Phoenix,1,15,378,378,7,2010,running
44,A.J. Allmendinger,Talladega,23,19,200,200,9,2010,running
45,A.J. Allmendinger,Darlington,12,37,178,367,11,2010,crash
46,A.J. Allmendinger,Charlotte,18,14,400,400,13,2010,running
47,A.J. Allmendinger,Michigan,26,11,200,200,15,2010,running
48,A.J. Allmendinger,Loudon,28,10,301,301,17,2010,running
49,A.J. Allmendinger,Chicago,13,14,267,267,19,2010,running
50,A.J. Allmendinger,Pocono,7,24,200,200,21,2010,running
51,A.J. Allmendinger,Michigan,16,17,200,200,23,2010,running
52,A.J. Allmendinger,Atlanta,16,18,325,325,25,2010,running
53,A.J. Allmendinger,Loudon,6,12,300,300,27,2010,running
54,A.J. Allmendinger,Kansas,30,10,267,267,29,2010,running
55,A.J. Allmendinger,Charlotte,3,25,333,334,31,2010,running
56,A.J. Allmendinger,Talladega,36,32,187,188,33,2010,crash
57,A.J. Allmendinger,Phoenix,2,18,312,312,35,2010,running
58,A.J. Allmendinger,Daytona,15,11,208,208,1,2011,running
59,A.J. Allmendinger,Las Vegas,7,19,267,267,3,2011,running
60,A.J. Allmendinger,Fontana,20,14,200,200,5,2011,running
61,A.J. Allmendinger,Fort Worth,15,19,332,334,7,2011,running
62,A.J. Allmendinger,Richmond,18,7,400,400,9,2011,running
63,A.J. Allmendinger,Dover,2,37,166,400,11,2011,engine
64,A.J. Allmendinger,Kansas,26,27,266,267,13,2011,running
65,A.J. Allmendinger,Michigan,26,13,200,200,15,2011,running
66,A.J. Allmendinger,Daytona,9,10,170,170,17,2011,running
67,A.J. Allmendinger,Loudon,17,12,301,301,19,2011,running
68,A.J. Allmendinger,Pocono,29,19,200,200,21,2011,running
69,A.J. Allmendinger,Michigan,29,11,203,203,23,2011,running
70,A.J. Allmendinger,Atlanta,11,10,325,325,25,2011,running
71,A.J. Allmendinger,Chicago,18,27,265,267,27,2011,running
72,A.J. Allmendinger,Dover,7,7,400,400,29,2011,running
73,A.J. Allmendinger,Charlotte,4,7,334,334,31,2011,running
74,A.J. Allmendinger,Martinsville,16,11,500,500,33,2011,running
75,A.J. Allmendinger,Phoenix,2,6,312,312,35,2011,running
76,A.J. Allmendinger,Daytona,15,34,177,202,1,2012,running
77,A.J. Allmendinger,Las Vegas,14,37,238,267,3,2012,running
78,A.J. Allmendinger,Fontana,25,15,129,129,5,2012,running
79,A.J. Allmendinger,Fort Worth,12,15,333,334,7,2012,running
80,A.J. Allmendinger,Richmond,4,16,400,400,9,2012,running
81,A.J. Allmendinger,Darlington,16,33,357,368,11,2012,running
82,A.J. Allmendinger,Dover,23,16,400,400,13,2012,running
83,A.J. Allmendinger,Michigan,20,19,199,200,15,2012,running
84,A.J. Allmendinger,Kentucky,16,9,267,267,17,2012,running
85,A.J. Allmendinger,Kansas,13,35,69,267,32,2012,crash
86,A.J. Allmendinger,Fort Worth,26,36,107,335,34,2012,crash
87,A.J. Allmendinger,Bristol,29,13,500,500,4,2013,running
88,A.J. Allmendinger,Richmond,24,14,406,406,9,2013,running
89,A.J. Allmendinger,Michigan,32,19,200,200,15,2013,running
90,A.J. Allmendinger,Daytona,33,35,149,161,18,2013,crash
91,A.J. Allmendinger,Indianapolis,14,22,160,160,20,2013,running
92,A.J. Allmendinger,Watkins Glen,4,10,90,90,22,2013,running
93,A.J. Allmendinger,Richmond,34,15,400,400,26,2013,running
94,A.J. Allmendinger,Dover,17,26,395,400,29,2013,running
95,A.J. Allmendinger,Homestead,36,36,257,267,36,2013,running
96,A.J. Allmendinger,Phoenix,25,26,310,312,2,2014,running
97,A.J. Allmendinger,Bristol,22,25,498,503,4,2014,running
98,A.J. Allmendinger,Martinsville,15,11,500,500,6,2014,running
99,A.J. Allmendinger,Darlington,18,15,374,374,8,2014,running
100,A.J. Allmendinger,Talladega,3,5,188,188,10,2014,running
101,A.J. Allmendinger,Charlotte,20,23,398,400,12,2014,running
102,A.J. Allmendinger,Pocono,21,21,160,160,14,2014,running
103,A.J. Allmendinger,Sonoma,2,37,108,110,16,2014,running
104,A.J. Allmendinger,Daytona,24,43,19,112,18,2014,crash
105,A.J. Allmendinger,Indianapolis,36,18,160,160,20,2014,running
106,A.J. Allmendinger,Watkins Glen,6,1,90,90,22,2014,running
107,A.J. Allmendinger,Bristol,22,14,500,500,24,2014,running
108,A.J. Allmendinger,Richmond,23,23,396,400,26,2014,running
109,A.J. Allmendinger,Loudon,27,13,303,303,28,2014,running
110,A.J. Allmendinger,Kansas,20,11,267,267,30,2014,running
111,A.J. Allmendinger,Talladega,3,23,194,194,32,2014,running
112,A.J. Allmendinger,Fort Worth,23,14,341,341,34,2014,running
113,A.J. Allmendinger,Homestead,25,40,235,267,36,2014,crash
114,A.J. Allmendinger,Atlanta,11,7,325,325,2,2015,running
115,A.J. Allmendinger,Phoenix,22,17,312,312,4,2015,running
116,A.J. Allmendinger,Martinsville,10,43,177,500,6,2015,oil leak
117,A.J. Allmendinger,Bristol,20,34,489,511,8,2015,crash
118,A.J. Allmendinger,Talladega,31,17,188,188,10,2015,running
119,A.J. Allmendinger,Charlotte,30,29,395,400,12,2015,running
120,A.J. Allmendinger,Pocono,26,38,143,160,14,2015,radiator
121,A.J. Allmendinger,Sonoma,1,37,98,110,16,2015,running
122,A.J. Allmendinger,Kentucky,24,26,267,267,18,2015,running
123,A.J. Allmendinger,Indianapolis,26,23,164,164,20,2015,running
124,A.J. Allmendinger,Watkins Glen,1,24,90,90,22,2015,running
125,A.J. Allmendinger,Bristol,25,26,495,500,24,2015,running
126,A.J. Allmendinger,Richmond,21,24,397,400,26,2015,running
127,A.J. Allmendinger,Loudon,30,23,299,300,28,2015,running
128,A.J. Allmendinger,Charlotte,17,16,334,334,30,2015,running
129,A.J. Allmendinger,Talladega,31,36,193,196,32,2015,running
130,A.J. Allmendinger,Fort Worth,30,17,334,334,34,2015,running
131,A.J. Allmendinger,Homestead,20,20,266,267,36,2015,running
132,A.J. Allmendinger,Atlanta,22,27,326,330,2,2016,running
133,A.J. Allmendinger,Phoenix,22,17,313,313,4,2016,running
134,A.J. Allmendinger,Martinsville,6,2,500,500,6,2016,running
135,A.J. Allmendinger,Bristol,9,19,500,500,8,2016,running
136,A.J. Allmendinger,Talladega,28,14,188,188,10,2016,running
137,A.J. Allmendinger,Dover,20,23,391,400,12,2016,running
138,A.J. Allmendinger,Pocono,32,16,160,160,14,2016,running
139,A.J. Allmendinger,Sonoma,2,14,110,110,16,2016,running
140,A.J. Allmendinger,Kentucky,19,36,103,267,18,2016,crash
141,A.J. Allmendinger,Indianapolis,25,38,71,170,20,2016,overheating
142,A.J. Allmendinger,Watkins Glen,9,4,90,90,22,2016,running
143,A.J. Allmendinger,Michigan,25,15,200,200,24,2016,running
144,A.J. Allmendinger,Richmond,16,20,407,407,26,2016,running
145,A.J. Allmendinger,Loudon,17,21,300,300,28,2016,running
146,A.J. Allmendinger,Charlotte,6,37,252,334,30,2016,crash
147,A.J. Allmendinger,Talladega,32,10,192,192,32,2016,running
148,A.J. Allmendinger,Fort Worth,14,17,293,293,34,2016,running
149,A.J. Allmendinger,Homestead,12,8,268,268,36,2016,running
150,A.J. Allmendinger,Atlanta,20,26,322,325,2,2017,running
151,A.J. Allmendinger,Phoenix,20,26,314,314,4,2017,running
152,A.J. Allmendinger,Martinsville,30,6,500,500,6,2017,running
153,A.J. Allmendinger,Bristol,25,30,482,500,8,2017,running
154,A.J. Allmendinger,Talladega,27,31,168,191,10,2017,crash
155,A.J. Allmendinger,Charlotte,26,18,399,400,12,2017,running
156,A.J. Allmendinger,Pocono,21,22,160,160,14,2017,running
157,A.J. Allmendinger,Sonoma,5,35,104,110,16,2017,running
158,A.J. Allmendinger,Kentucky,28,20,272,274,18,2017,running
159,A.J. Allmendinger,Indianapolis,39,10,167,167,20,2017,running
160,A.J. Allmendinger,Watkins Glen,7,9,90,90,22,2017,running
161,A.J. Allmendinger,Bristol,23,22,498,500,24,2017,running
162,A.J. Allmendinger,Richmond,22,26,402,404,26,2017,running
163,A.J. Allmendinger,Loudon,20,17,300,300,28,2017,running
164,A.J. Allmendinger,Charlotte,19,20,337,337,30,2017,running
165,A.J. Allmendinger,Kansas,26,32,232,267,32,2017,crash
166,A.J. Allmendinger,Fort Worth,16,16,334,334,34,2017,running
167,A.J. Allmendinger,Homestead,26,14,266,267,36,2017,running
168,A.J. Allmendinger,Atlanta,21,29,320,325,2,2018,running
169,A.J. Allmendinger,Phoenix,20,21,311,312,4,2018,running
170,A.J. Allmendinger,Martinsville,25,8,500,500,6,2018,running
171,A.J. Allmendinger,Bristol,18,17,499,500,8,2018,running
172,A.J. Allmendinger,Talladega,28,34,165,188,10,2018,crash
173,A.J. Allmendinger,Kansas,18,16,266,267,12,2018,running
174,A.J. Allmendinger,Pocono,24,22,160,160,14,2018,running
175,A.J. Allmendinger,Sonoma,5,38,33,110,16,2018,engine
176,A.J. Allmendinger,Daytona,24,3,168,168,18,2018,running
177,A.J. Allmendinger,Loudon,16,36,19,301,20,2018,crash
178,A.J. Allmendinger,Watkins Glen,8,15,90,90,22,2018,running
179,A.J. Allmendinger,Bristol,25,39,1,500,24,2018,crash
180,A.J. Allmendinger,Indianapolis,24,37,66,160,26,2018,crash
181,A.J. Allmendinger,Richmond,28,29,394,400,28,2018,running
182,A.J. Allmendinger,Dover,24,22,400,404,30,2018,running
183,A.J. Allmendinger,Kansas,25,21,265,267,32,2018,running
184,A.J. Allmendinger,Fort Worth,25,20,335,337,34,2018,running
185,A.J. Allmendinger,Homestead,20,19,266,267,36,2018,running
186,A.J. Allmendinger,Austin,7,5,54,54,14,2021,running
187,A.J. Allmendinger,Indianapolis G.P.,8,1,95,95,24,2021,running
188,A.J. Allmendinger,Phoenix,29,20,312,312,4,2022,running
189,A.J. Allmendinger,Martinsville,40,38,483,500,6,2007,running
190,A.J. Allmendinger,Darlington,20,36,344,367,11,2007,running
191,A.J. Allmendinger,Dover,43,33,394,400,13,2007,running
192,A.J. Allmendinger,Michigan,43,31,197,200,15,2007,running
193,A.J. Allmendinger,Fontana,18,18,249,250,25,2007,running
194,A.J. Allmendinger,Loudon,39,33,297,300,27,2007,running
195,A.J. Allmendinger,Charlotte,30,15,337,337,31,2007,running
196,A.J. Allmendinger,Atlanta,31,16,329,329,33,2007,running
197,A.J. Allmendinger,Talladega,4,30,187,188,9,2008,crash
198,A.J. Allmendinger,Darlington,26,27,364,367,11,2008,running
199,A.J. Allmendinger,Dover,8,37,365,400,13,2008,running
200,A.J. Allmendinger,Michigan,39,19,203,203,15,2008,running
201,A.J. Allmendinger,Loudon,10,43,202,284,17,2008,oil line
202,A.J. Allmendinger,Chicago,39,13,267,267,19,2008,running
203,A.J. Allmendinger,Pocono,31,19,200,200,21,2008,running
204,A.J. Allmendinger,Michigan,33,28,199,200,23,2008,running
205,A.J. Allmendinger,Fontana,2,14,250,250,25,2008,running
206,A.J. Allmendinger,Loudon,34,38,264,300,27,2008,crash
207,A.J. Allmendinger,Kansas,14,9,267,267,29,2008,running
208,A.J. Allmendinger,Martinsville,39,15,503,504,32,2008,running
209,A.J. Allmendinger,Fort Worth,36,26,331,334,34,2008,running
210,A.J. Allmendinger,Homestead,43,11,267,267,36,2008,running
211,A.J. Allmendinger,Fontana,8,29,248,250,2,2009,running
212,A.J. Allmendinger,Atlanta,38,17,328,330,4,2009,running
213,A.J. Allmendinger,Martinsville,16,9,500,500,6,2009,running
214,A.J. Allmendinger,Phoenix,25,35,309,312,8,2009,running
215,A.J. Allmendinger,Richmond,31,21,400,400,10,2009,running
216,A.J. Allmendinger,Charlotte,38,32,226,227,12,2009,running
217,A.J. Allmendinger,Pocono,30,30,199,200,14,2009,running
218,A.J. Allmendinger,Sonoma,20,7,113,113,16,2009,running
219,A.J. Allmendinger,Daytona,30,17,160,160,18,2009,running
220,A.J. Allmendinger,Indianapolis,33,20,160,160,20,2009,running
221,A.J. Allmendinger,Watkins Glen,18,13,90,90,22,2009,running
222,A.J. Allmendinger,Bristol,19,37,452,500,24,2009,running
223,A.J. Allmendinger,Richmond,17,23,400,400,26,2009,running
224,A.J. Allmendinger,Dover,19,7,400,400,28,2009,running
225,A.J. Allmendinger,Fontana,12,33,244,250,30,2009,crash
226,A.J. Allmendinger,Martinsville,16,34,414,501,32,2009,running
227,A.J. Allmendinger,Fort Worth,16,10,333,334,34,2009,running
228,A.J. Allmendinger,Homestead,13,10,267,267,36,2009,running
229,A.J. Allmendinger,Fontana,29,25,249,250,2,2010,running
230,A.J. Allmendinger,Atlanta,25,6,341,341,4,2010,running
231,A.J. Allmendinger,Martinsville,21,38,173,508,6,2010,crash
232,A.J. Allmendinger,Fort Worth,17,13,334,334,8,2010,running
233,A.J. Allmendinger,Richmond,15,17,400,400,10,2010,running
234,A.J. Allmendinger,Dover,8,14,399,400,12,2010,running
235,A.J. Allmendinger,Pocono,17,10,204,204,14,2010,running
236,A.J. Allmendinger,Sonoma,15,13,110,110,16,2010,running
237,A.J. Allmendinger,Daytona,21,36,136,166,18,2010,running
238,A.J. Allmendinger,Indianapolis,16,16,160,160,20,2010,running
239,A.J. Allmendinger,Watkins Glen,4,4,90,90,22,2010,running
240,A.J. Allmendinger,Bristol,10,31,488,500,24,2010,running
241,A.J. Allmendinger,Richmond,3,8,400,400,26,2010,running
242,A.J. Allmendinger,Dover,2,10,400,400,28,2010,running
243,A.J. Allmendinger,Fontana,30,19,200,200,30,2010,running
244,A.J. Allmendinger,Martinsville,15,12,500,500,32,2010,running
245,A.J. Allmendinger,Fort Worth,10,14,334,334,34,2010,running
246,A.J. Allmendinger,Homestead,5,5,267,267,36,2010,running
247,A.J. Allmendinger,Phoenix,15,9,312,312,2,2011,running
248,A.J. Allmendinger,Bristol,28,31,493,500,4,2011,running
249,A.J. Allmendinger,Martinsville,6,14,499,500,6,2011,running
250,A.J. Allmendinger,Talladega,16,11,188,188,8,2011,running
251,A.J. Allmendinger,Darlington,7,20,369,370,10,2011,running
252,A.J. Allmendinger,Charlotte,2,5,402,402,12,2011,running
253,A.J. Allmendinger,Pocono,28,25,199,200,14,2011,running
254,A.J. Allmendinger,Sonoma,7,13,110,110,16,2011,running
255,A.J. Allmendinger,Kentucky,23,28,265,267,18,2011,running
256,A.J. Allmendinger,Indianapolis,6,22,160,160,20,2011,running
257,A.J. Allmendinger,Watkins Glen,2,8,92,92,22,2011,running
258,A.J. Allmendinger,Bristol,18,12,500,500,24,2011,running
259,A.J. Allmendinger,Richmond,9,11,400,400,26,2011,running
260,A.J. Allmendinger,Loudon,13,21,299,300,28,2011,running
261,A.J. Allmendinger,Kansas,22,25,270,272,30,2011,running
262,A.J. Allmendinger,Talladega,24,31,179,188,32,2011,running
263,A.J. Allmendinger,Fort Worth,26,10,334,334,34,2011,running
264,A.J. Allmendinger,Homestead,12,15,267,267,36,2011,running
265,A.J. Allmendinger,Phoenix,15,18,311,312,2,2012,running
266,A.J. Allmendinger,Bristol,2,17,498,500,4,2012,running
267,A.J. Allmendinger,Martinsville,27,2,515,515,6,2012,running
268,A.J. Allmendinger,Kansas,1,32,257,267,8,2012,running
269,A.J. Allmendinger,Talladega,2,15,194,194,10,2012,running
270,A.J. Allmendinger,Charlotte,11,33,361,400,12,2012,running
271,A.J. Allmendinger,Pocono,19,31,64,160,14,2012,crash
272,A.J. Allmendinger,Sonoma,17,9,112,112,16,2012,running
273,A.J. Allmendinger,Charlotte,38,24,330,334,31,2012,running
274,A.J. Allmendinger,Martinsville,26,28,498,500,33,2012,running
275,A.J. Allmendinger,Phoenix,23,11,316,316,2,2013,running
276,A.J. Allmendinger,Fontana,26,16,200,200,5,2013,running
277,A.J. Allmendinger,Pocono,18,33,158,160,14,2013,running
278,A.J. Allmendinger,Kentucky,17,22,267,267,17,2013,running
279,A.J. Allmendinger,Loudon,26,22,302,302,19,2013,running
280,A.J. Allmendinger,Pocono,15,33,122,160,21,2013,brakes
281,A.J. Allmendinger,Atlanta,13,14,325,325,25,2013,running
282,A.J. Allmendinger,Chicago,13,21,267,267,27,2013,running
283,A.J. Allmendinger,Kansas,28,20,267,267,30,2013,running
284,A.J. Allmendinger,Daytona,15,26,194,200,1,2014,running
285,A.J. Allmendinger,Las Vegas,18,18,267,267,3,2014,running
286,A.J. Allmendinger,Fontana,18,8,206,206,5,2014,running
287,A.J. Allmendinger,Fort Worth,33,23,339,340,7,2014,running
288,A.J. Allmendinger,Richmond,14,6,400,400,9,2014,running
289,A.J. Allmendinger,Kansas,29,30,262,267,11,2014,running
290,A.J. Allmendinger,Dover,11,21,397,400,13,2014,running
291,A.J. Allmendinger,Michigan,25,22,199,200,15,2014,running
292,A.J. Allmendinger,Kentucky,15,22,266,267,17,2014,running
293,A.J. Allmendinger,Loudon,20,18,305,305,19,2014,running
294,A.J. Allmendinger,Pocono,20,34,137,160,21,2014,crash
295,A.J. Allmendinger,Michigan,22,13,200,200,23,2014,running
296,A.J. Allmendinger,Atlanta,23,40,258,335,25,2014,vibration
297,A.J. Allmendinger,Chicago,17,22,265,267,27,2014,running
298,A.J. Allmendinger,Dover,28,23,398,400,29,2014,running
299,A.J. Allmendinger,Charlotte,26,12,334,334,31,2014,running
300,A.J. Allmendinger,Martinsville,15,9,500,500,33,2014,running
301,A.J. Allmendinger,Phoenix,24,16,312,312,35,2014,running
302,A.J. Allmendinger,Daytona,40,20,203,203,1,2015,running
303,A.J. Allmendinger,Las Vegas,22,6,267,267,3,2015,running
304,A.J. Allmendinger,Fontana,18,34,208,209,5,2015,running
305,A.J. Allmendinger,Fort Worth,26,21,334,334,7,2015,running
306,A.J. Allmendinger,Richmond,4,13,400,400,9,2015,running
307,A.J. Allmendinger,Kansas,29,14,267,267,11,2015,running
308,A.J. Allmendinger,Dover,29,24,400,405,13,2015,running
309,A.J. Allmendinger,Michigan,31,23,137,138,15,2015,running
310,A.J. Allmendinger,Daytona,7,21,161,161,17,2015,running
311,A.J. Allmendinger,Loudon,22,13,301,301,19,2015,running
312,A.J. Allmendinger,Pocono,22,7,160,160,21,2015,running
313,A.J. Allmendinger,Michigan,26,28,198,200,23,2015,running
314,A.J. Allmendinger,Darlington,34,23,367,367,25,2015,running
315,A.J. Allmendinger,Chicago,15,36,260,267,27,2015,running
316,A.J. Allmendinger,Dover,23,29,394,400,29,2015,running
317,A.J. Allmendinger,Kansas,27,27,265,269,31,2015,running
318,A.J. Allmendinger,Martinsville,3,11,500,500,33,2015,running
319,A.J. Allmendinger,Phoenix,23,24,218,219,35,2015,running
320,A.J. Allmendinger,Daytona,30,21,200,200,1,2016,running
321,A.J. Allmendinger,Las Vegas,12,14,267,267,3,2016,running
322,A.J. Allmendinger,Fontana,11,8,205,205,5,2016,running
323,A.J. Allmendinger,Fort Worth,23,22,332,334,7,2016,running
324,A.J. Allmendinger,Richmond,10,25,400,400,9,2016,running
325,A.J. Allmendinger,Kansas,29,8,267,267,11,2016,running
326,A.J. Allmendinger,Charlotte,15,16,399,400,13,2016,running
327,A.J. Allmendinger,Michigan,20,38,62,200,15,2016,crash
328,A.J. Allmendinger,Daytona,26,13,161,161,17,2016,running
329,A.J. Allmendinger,Loudon,10,21,301,301,19,2016,running
330,A.J. Allmendinger,Pocono,13,14,138,138,21,2016,running
331,A.J. Allmendinger,Bristol,8,9,500,500,23,2016,running
332,A.J. Allmendinger,Darlington,21,23,365,367,25,2016,running
333,A.J. Allmendinger,Chicago,21,17,270,270,27,2016,running
334,A.J. Allmendinger,Dover,21,19,396,400,29,2016,running
335,A.J. Allmendinger,Kansas,10,8,267,267,31,2016,running
336,A.J. Allmendinger,Martinsville,4,10,500,500,33,2016,running
337,A.J. Allmendinger,Phoenix,18,17,324,324,35,2016,running
338,A.J. Allmendinger,Daytona,38,3,200,200,1,2017,running
339,A.J. Allmendinger,Las Vegas,23,24,266,267,3,2017,running
340,A.J. Allmendinger,Fontana,24,17,202,202,5,2017,running
341,A.J. Allmendinger,Fort Worth,16,20,334,334,7,2017,running
342,A.J. Allmendinger,Richmond,22,37,333,400,9,2017,running
343,A.J. Allmendinger,Kansas,21,30,257,267,11,2017,running
344,A.J. Allmendinger,Dover,24,18,404,406,13,2017,crash
345,A.J. Allmendinger,Michigan,25,18,200,200,15,2017,running
346,A.J. Allmendinger,Daytona,27,8,163,163,17,2017,running
347,A.J. Allmendinger,Loudon,23,21,301,301,19,2017,running
348,A.J. Allmendinger,Pocono,28,23,159,160,21,2017,running
349,A.J. Allmendinger,Michigan,29,20,202,202,23,2017,running
350,A.J. Allmendinger,Darlington,29,34,340,367,25,2017,running
351,A.J. Allmendinger,Chicago,29,26,263,267,27,2017,running
352,A.J. Allmendinger,Dover,27,28,395,400,29,2017,running
353,A.J. Allmendinger,Talladega,24,22,172,188,31,2017,crash
354,A.J. Allmendinger,Martinsville,27,40,94,505,33,2017,crash
355,A.J. Allmendinger,Phoenix,23,23,309,312,35,2017,running
356,A.J. Allmendinger,Daytona,20,10,207,207,1,2018,running
357,A.J. Allmendinger,Las Vegas,27,30,262,267,3,2018,running
358,A.J. Allmendinger,Fontana,32,22,199,200,5,2018,running
359,A.J. Allmendinger,Fort Worth,22,24,316,334,7,2018,engine
360,A.J. Allmendinger,Richmond,33,27,401,402,9,2018,running
361,A.J. Allmendinger,Dover,28,21,397,400,11,2018,running
362,A.J. Allmendinger,Charlotte,30,23,399,400,13,2018,running
363,A.J. Allmendinger,Michigan,25,17,133,133,15,2018,running
364,A.J. Allmendinger,Chicago,19,24,266,267,17,2018,running
365,A.J. Allmendinger,Kentucky,26,30,262,267,19,2018,running
366,A.J. Allmendinger,Pocono,14,14,164,164,21,2018,running
367,A.J. Allmendinger,Michigan,25,22,199,200,23,2018,running
368,A.J. Allmendinger,Darlington,24,22,365,367,25,2018,running
369,A.J. Allmendinger,Las Vegas,29,14,272,272,27,2018,running
370,A.J. Allmendinger,Charlotte (Road),2,7,109,109,29,2018,running
371,A.J. Allmendinger,Talladega,23,6,193,193,31,2018,running
372,A.J. Allmendinger,Martinsville,15,14,500,500,33,2018,running
373,A.J. Allmendinger,Phoenix,24,12,312,312,35,2018,running
374,A.J. Allmendinger,Daytona (Road),34,7,70,70,2,2021,running
375,A.J. Allmendinger,Elkhart Lake,3,29,62,62,20,2021,running
376,A.J. Allmendinger,Charlotte (Road),33,38,57,109,32,2021,engine
377,A.J. Allmendinger,Austin,20,33,68,69,6,2022,running
378,Alex Bowman,Daytona,29,23,198,200,1,2014,running
379,Alex Bowman,Las Vegas,36,37,259,267,3,2014,running
380,Alex Bowman,Fontana,40,22,206,206,5,2014,running
381,Alex Bowman,Fort Worth,30,32,335,340,7,2014,running
382,Alex Bowman,Richmond,24,28,398,400,9,2014,running
383,Alex Bowman,Kansas,33,35,257,267,11,2014,running
384,Alex Bowman,Dover,35,40,208,400,13,2014,crash
385,Alex Bowman,Michigan,41,40,169,200,15,2014,crash
386,Alex Bowman,Kentucky,33,36,255,267,17,2014,running
387,Alex Bowman,Loudon,36,31,303,305,19,2014,running
388,Alex Bowman,Pocono,36,31,154,160,21,2014,running
389,Alex Bowman,Michigan,32,26,198,200,23,2014,running
390,Alex Bowman,Atlanta,30,35,326,335,25,2014,running
391,Alex Bowman,Chicago,37,35,261,267,27,2014,running
392,Alex Bowman,Dover,34,34,391,400,29,2014,running
393,Alex Bowman,Charlotte,33,30,330,334,31,2014,running
394,Alex Bowman,Martinsville,32,29,490,500,33,2014,running
395,Alex Bowman,Phoenix,37,32,308,312,35,2014,running
396,Alex Bowman,Atlanta,42,23,322,325,2,2015,running
397,Alex Bowman,Phoenix,26,30,309,312,4,2015,running
398,Alex Bowman,Martinsville,39,37,444,500,6,2015,running
399,Alex Bowman,Bristol,40,20,508,511,8,2015,running
400,Alex Bowman,Talladega,37,16,188,188,10,2015,running
401,Alex Bowman,Charlotte,31,26,397,400,12,2015,running
402,Alex Bowman,Pocono,34,26,160,160,14,2015,running
403,Alex Bowman,Sonoma,41,31,109,110,16,2015,running
404,Alex Bowman,Kentucky,31,31,266,267,18,2015,running
405,Alex Bowman,Indianapolis,35,43,78,164,20,2015,engine
406,Alex Bowman,Watkins Glen,39,29,90,90,22,2015,running
407,Alex Bowman,Bristol,36,32,494,500,24,2015,running
408,Alex Bowman,Richmond,36,37,390,400,26,2015,running
409,Alex Bowman,Loudon,36,42,117,300,28,2015,crash
410,Alex Bowman,Charlotte,27,32,329,334,30,2015,running
411,Alex Bowman,Talladega,37,33,194,196,32,2015,crash
412,Alex Bowman,Fort Worth,31,41,236,334,34,2015,engine
413,Alex Bowman,Homestead,33,26,265,267,36,2015,running
414,Alex Bowman,Michigan,6,30,195,200,24,2016,running
415,Alex Bowman,Loudon,18,14,300,300,28,2016,running
416,Alex Bowman,Kansas,5,7,267,267,31,2016,running
417,Alex Bowman,Fort Worth,16,13,293,293,34,2016,running
