,qual_pos,driver,qual_time,race_num,year
1313,18,   Alex Bowman,27.336   ,34,2018
1314,20,   Jamie McMurray,27.358   ,34,2018
1315,22,   Kyle Larson,27.437   ,34,2018
1316,24,   Ty Dillon,27.479   ,34,2018
1317,26,   Austin Dillon,27.646   ,34,2018
1318,28,   Regan Smith,27.728   ,34,2018
1319,30,   Bubba Wallace,27.778   ,34,2018
1320,32,   Landon Cassill,28.148   ,34,2018
1321,34,   Parker Kligerman,28.256   ,34,2018
1322,36,   Kyle Weatherman,28.538   ,34,2018
1323,38,   Reed Sorenson,28.785   ,34,2018
1324,40,   David Starr,29.784   ,34,2018
1325,1,   Kevin Harvick,25.836   ,35,2018
1326,3,"   Ricky Stenhouse, Jr.",25.898   ,35,2018
1327,5,   Alex Bowman,25.948   ,35,2018
1328,7,   Erik Jones,26.022   ,35,2018
1329,9,   Joey Logano,26.039   ,35,2018
1330,11,   Paul Menard,26.108   ,35,2018
1331,13,"   Martin Truex, Jr.",26.023   ,35,2018
1332,15,   Austin Dillon,26.074   ,35,2018
1333,17,   Matt Kenseth,26.131   ,35,2018
1334,19,   William Byron,26.162   ,35,2018
1335,21,   Jamie McMurray,26.176   ,35,2018
1336,23,   Michael McDowell,26.313   ,35,2018
1337,25,   Chris Buescher,26.342   ,35,2018
1338,27,   Matt DiBenedetto,26.487   ,35,2018
1339,29,   Regan Smith,26.539   ,35,2018
1340,31,   David Ragan,26.614   ,35,2018
1341,33,   Ross Chastain,26.970   ,35,2018
1342,35,   J.J. Yeley,27.010   ,35,2018
1343,37,   Timmy Hill,27.457   ,35,2018
1344,39,   Cody Ware,   ,35,2018
1345,2,   Chase Elliott,25.871   ,35,2018
1346,4,   Ryan Blaney,25.924   ,35,2018
1347,6,   Kyle Busch,25.954   ,35,2018
1348,8,   Kyle Larson,26.038   ,35,2018
1349,10,   Denny Hamlin,26.040   ,35,2018
1350,12,   Brad Keselowski,26.150   ,35,2018
1351,14,   Kurt Busch,26.053   ,35,2018
1352,16,   Clint Bowyer,26.110   ,35,2018
1353,18,   Aric Almirola,26.140   ,35,2018
1354,20,   Jimmie Johnson,26.174   ,35,2018
1355,22,   Ryan Newman,26.212   ,35,2018
1356,24,   A.J. Allmendinger,26.368   ,35,2018
1357,26,   Daniel Suarez,26.368   ,35,2018
1358,28,   Ty Dillon,26.516   ,35,2018
1359,30,   Bubba Wallace,26.560   ,35,2018
1360,32,   Landon Cassill,26.834   ,35,2018
1361,34,   Cole Whitt,27.001   ,35,2018
1362,36,   Tanner Berryhill,27.231   ,35,2018
1363,38,   D.J. Kennington,27.666   ,35,2018
1364,1,   Denny Hamlin,31.059   ,36,2018
1365,3,"   Martin Truex, Jr.",31.117   ,36,2018
1366,5,   Joey Logano,31.148   ,36,2018
1367,7,   Erik Jones,31.303   ,36,2018
1368,9,"   Ricky Stenhouse, Jr.",31.322   ,36,2018
1369,11,   Kyle Larson,31.390   ,36,2018
1370,13,   Alex Bowman,31.299   ,36,2018
1371,15,   Ryan Blaney,31.345   ,36,2018
1372,17,   Matt Kenseth,31.359   ,36,2018
1373,19,   Jimmie Johnson,31.404   ,36,2018
1374,21,   Jamie McMurray,31.482   ,36,2018
1375,23,   Bubba Wallace,31.574   ,36,2018
1376,25,   David Ragan,31.393   ,36,2018
1377,27,   Chris Buescher,31.536   ,36,2018
1378,29,   Matt DiBenedetto,31.672   ,36,2018
1379,31,   Ty Dillon,31.830   ,36,2018
1380,33,   J.J. Yeley,32.297   ,36,2018
1381,35,   Kyle Weatherman,32.355   ,36,2018
1382,37,   Tanner Berryhill,33.138   ,36,2018
1383,39,   Ross Chastain,   ,36,2018
1384,2,   Kyle Busch,31.102   ,36,2018
1385,4,   Brad Keselowski,31.136   ,36,2018
1386,6,   Kurt Busch,31.298   ,36,2018
1387,8,   Ryan Newman,31.317   ,36,2018
1388,10,   Aric Almirola,31.331   ,36,2018
1389,12,   Kevin Harvick,31.406   ,36,2018
1390,14,   Chase Elliott,31.301   ,36,2018
1391,16,   Austin Dillon,31.351   ,36,2018
1392,18,   Daniel Suarez,31.395   ,36,2018
1393,20,   A.J. Allmendinger,31.476   ,36,2018
1394,22,   Paul Menard,31.511   ,36,2018
1395,24,   Michael McDowell,31.633   ,36,2018
1396,26,   Clint Bowyer,31.427   ,36,2018
1397,28,   William Byron,31.616   ,36,2018
1398,30,   Regan Smith,31.818   ,36,2018
1399,32,   Landon Cassill,31.962   ,36,2018
1400,34,   Corey LaJoie,32.335   ,36,2018
1401,36,   B.J. McLeod,32.842   ,36,2018
1402,38,   Timmy Hill,33.414   ,36,2018
1403,1,   William Byron,46.319   ,1,2019
1404,3,   Jimmie Johnson,46.438   ,1,2019
1405,5,   Daniel Hemric,46.763   ,1,2019
1406,7,"   Martin Truex, Jr.",46.789   ,1,2019
1407,9,   Brad Keselowski,46.811   ,1,2019
1408,11,   Paul Menard,47.094   ,1,2019
1409,13,   Kyle Busch,47.080   ,1,2019
1410,15,   Kevin Harvick,47.131   ,1,2019
1411,17,   Ryan Blaney,47.170   ,1,2019
1412,19,   Aric Almirola,47.185   ,1,2019
1413,21,   Kurt Busch,47.222   ,1,2019
1414,23,   David Ragan,47.264   ,1,2019
1415,25,   Michael McDowell,47.374   ,1,2019
1416,27,   Ryan Truex,47.434   ,1,2019
1417,29,   Jamie McMurray,47.498   ,1,2019
1418,31,   Brendan Gaughan,47.520   ,1,2019
1419,33,   Bubba Wallace,47.571   ,1,2019
1420,35,   Matt Tifft,47.703   ,1,2019
1421,37,   Ross Chastain,47.898   ,1,2019
1422,39,   Corey LaJoie,48.427   ,1,2019
1423,41,   B.J. McLeod,49.266   ,1,2019
1424,2,   Alex Bowman,46.355   ,1,2019
1425,4,   Chase Elliott,46.444   ,1,2019
1426,6,   Joey Logano,46.766   ,1,2019
1427,8,   Clint Bowyer,46.804   ,1,2019
1428,10,   Austin Dillon,47.018   ,1,2019
1429,12,   Denny Hamlin,47.246   ,1,2019
1430,14,   Erik Jones,47.089   ,1,2019
1431,16,   Tyler Reddick,47.161   ,1,2019
1432,18,"   Ricky Stenhouse, Jr.",47.177   ,1,2019
1433,20,   Daniel Suarez,47.195   ,1,2019
1434,22,   Chris Buescher,47.261   ,1,2019
1435,24,   Ryan Newman,47.364   ,1,2019
1436,26,   Casey Mears,47.406   ,1,2019
1437,28,   Ryan Preece,47.441   ,1,2019
1438,30,   Matt DiBenedetto,47.515   ,1,2019
1439,32,   Kyle Larson,47.565   ,1,2019
1440,34,   Ty Dillon,47.691   ,1,2019
1441,36,   Parker Kligerman,47.820   ,1,2019
1442,38,   Landon Cassill,48.025   ,1,2019
1443,40,   Cody Ware,48.983   ,1,2019
1444,42,   Joey Gase,49.743   ,1,2019
1445,1,   Aric Almirola,30.550   ,2,2019
1446,3,   Clint Bowyer,30.730   ,2,2019
1447,5,   Daniel Suarez,30.763   ,2,2019
1448,7,   Kyle Larson,30.827   ,2,2019
1449,9,"   Martin Truex, Jr.",30.852   ,2,2019
1450,11,   Jimmie Johnson,30.900   ,2,2019
1451,13,   Ryan Newman,30.906   ,2,2019
1452,15,   Erik Jones,30.929   ,2,2019
1453,17,   William Byron,30.979   ,2,2019
1454,19,   Brad Keselowski,30.998   ,2,2019
1455,21,   Ty Dillon,31.048   ,2,2019
1456,23,   David Ragan,31.111   ,2,2019
1457,25,   Ryan Preece,31.097   ,2,2019
1458,27,   Joey Logano,31.145   ,2,2019
1459,29,   Bubba Wallace,31.196   ,2,2019
1460,31,   Matt Tifft,31.376   ,2,2019
1461,33,   Landon Cassill,31.512   ,2,2019
1462,35,   Garrett Smithley,32.598   ,2,2019
1463,37,   B.J. McLeod,   ,2,2019
1464,2,"   Ricky Stenhouse, Jr.",30.727   ,2,2019
1465,4,   Denny Hamlin,30.744   ,2,2019
1466,6,   Kyle Busch,30.810   ,2,2019
1467,8,   Kurt Busch,30.835   ,2,2019
1468,10,   Austin Dillon,30.869   ,2,2019
1469,12,   Michael McDowell,30.915   ,2,2019
1470,14,   Paul Menard,30.908   ,2,2019
1471,16,   Alex Bowman,30.952   ,2,2019
1472,18,   Kevin Harvick,30.991   ,2,2019
1473,20,   Matt DiBenedetto,31.029   ,2,2019
1474,22,   Chase Elliott,31.061   ,2,2019
1475,24,   Corey LaJoie,31.148   ,2,2019
1476,26,   Ryan Blaney,31.119   ,2,2019
1477,28,   Daniel Hemric,31.156   ,2,2019
1478,30,   Chris Buescher,31.323   ,2,2019
1479,32,   Ross Chastain,31.502   ,2,2019
1480,34,   Parker Kligerman,31.534   ,2,2019
1481,36,   Cody Ware,32.950   ,2,2019
1482,1,   Kevin Harvick,29.914   ,3,2019
1483,3,   Kyle Busch,30.049   ,3,2019
1484,5,   Daniel Hemric,30.087   ,3,2019
1485,7,   Kyle Larson,30.131   ,3,2019
1486,9,   Jimmie Johnson,30.255   ,3,2019
1487,11,   Alex Bowman,30.504   ,3,2019
1488,13,   Ryan Blaney,30.055   ,3,2019
1489,15,   Paul Menard,30.071   ,3,2019
1490,17,   Clint Bowyer,30.096   ,3,2019
1491,19,   Brad Keselowski,30.132   ,3,2019
1492,21,   Bubba Wallace,30.168   ,3,2019
1493,23,"   Martin Truex, Jr.",30.174   ,3,2019
1494,25,   Aric Almirola,30.283   ,3,2019
1495,27,   Chris Buescher,30.300   ,3,2019
1496,29,   Ryan Newman,30.329   ,3,2019
1497,31,   Landon Cassill,30.626   ,3,2019
1498,33,   Cody Ware,31.324   ,3,2019
1499,35,   Matt Tifft,32.450   ,3,2019
1500,37,   Reed Sorenson,   ,3,2019
1501,2,   Denny Hamlin,29.924   ,3,2019
1502,4,   Austin Dillon,30.082   ,3,2019
1503,6,   David Ragan,30.092   ,3,2019
1504,8,"   Ricky Stenhouse, Jr.",30.234   ,3,2019
1505,10,   Joey Logano,30.356   ,3,2019
1506,12,   Chase Elliott,30.533   ,3,2019
1507,14,   Ty Dillon,30.061   ,3,2019
1508,16,   Michael McDowell,30.082   ,3,2019
1509,18,   Erik Jones,30.101   ,3,2019
1510,20,   William Byron,30.163   ,3,2019
1511,22,   Daniel Suarez,30.169   ,3,2019
1512,24,   Ryan Preece,30.344   ,3,2019
1513,26,   Matt DiBenedetto,30.296   ,3,2019
1514,28,   Kurt Busch,30.310   ,3,2019
1515,30,   Corey LaJoie,30.458   ,3,2019
1516,32,   Parker Kligerman,30.640   ,3,2019
1517,34,   B.J. McLeod,31.820   ,3,2019
1518,36,   Joey Gase,33.864   ,3,2019
1519,38,   Ross Chastain,   ,3,2019
1520,1,   Ryan Blaney,25.480   ,4,2019
1521,3,   Denny Hamlin,25.713   ,4,2019
1522,5,   Brad Keselowski,25.742   ,4,2019
1523,7,   William Byron,25.794   ,4,2019
1524,9,"   Martin Truex, Jr.",25.861   ,4,2019
1525,11,   Daniel Hemric,25.928   ,4,2019
1526,13,   Austin Dillon,25.924   ,4,2019
1527,15,   Jimmie Johnson,25.936   ,4,2019
1528,17,   Paul Menard,25.948   ,4,2019
1529,19,"   Ricky Stenhouse, Jr.",25.989   ,4,2019
1530,21,   Ryan Preece,26.025   ,4,2019
1531,23,   Bubba Wallace,26.289   ,4,2019
1532,25,   Matt DiBenedetto,26.315   ,4,2019
1533,27,   Michael McDowell,26.371   ,4,2019
1534,29,   David Ragan,26.382   ,4,2019
1535,31,   Kyle Larson,26.709   ,4,2019
1536,33,   Ross Chastain,26.989   ,4,2019
1537,35,   Quin Houff,28.646   ,4,2019
1538,2,   Chase Elliott,25.683   ,4,2019
1539,4,   Kyle Busch,25.741   ,4,2019
1540,6,   Alex Bowman,25.757   ,4,2019
1541,8,   Kevin Harvick,25.823   ,4,2019
1542,10,   Erik Jones,25.901   ,4,2019
1543,12,   Joey Logano,25.962   ,4,2019
1544,14,   Aric Almirola,25.936   ,4,2019
1545,16,   Kurt Busch,25.943   ,4,2019
1546,18,   Ryan Newman,25.956   ,4,2019
1547,20,   Ty Dillon,26.005   ,4,2019
1548,22,   Chris Buescher,26.191   ,4,2019
1549,24,   Corey LaJoie,26.310   ,4,2019
1550,26,   Clint Bowyer,26.362   ,4,2019
1551,28,   Daniel Suarez,26.379   ,4,2019
1552,30,   Matt Tifft,26.411   ,4,2019
1553,32,   Landon Cassill,26.777   ,4,2019
1554,34,   Cody Ware,27.770   ,4,2019
1555,36,   Bayley Currey,   ,4,2019
1556,1,   Austin Dillon,   ,5,2019
1557,3,   Aric Almirola,   ,5,2019
1558,5,   Joey Logano,   ,5,2019
1559,7,   Ryan Newman,   ,5,2019
1560,9,   Clint Bowyer,   ,5,2019
1561,11,   Jimmie Johnson,   ,5,2019
1562,13,   Brad Keselowski,40.448   ,5,2019
1563,15,   Kyle Larson,40.505   ,5,2019
1564,17,   Daniel Hemric,40.545   ,5,2019
1565,19,   David Ragan,40.613   ,5,2019
1566,21,   Kurt Busch,40.644   ,5,2019
1567,23,   Alex Bowman,41.141   ,5,2019
1568,25,   Paul Menard,40.534   ,5,2019
1569,27,"   Martin Truex, Jr.",40.580   ,5,2019
1570,29,   Michael McDowell,40.874   ,5,2019
1571,31,   Ross Chastain,41.158   ,5,2019
1572,33,   Landon Cassill,41.400   ,5,2019
1573,35,   Reed Sorenson,42.442   ,5,2019
1574,37,   Garrett Smithley,42.806   ,5,2019
1575,2,   Kevin Harvick,   ,5,2019
1576,4,   Kyle Busch,   ,5,2019
1577,6,   Denny Hamlin,   ,5,2019
1578,8,   Chase Elliott,   ,5,2019
1579,10,   Ryan Blaney,   ,5,2019
1580,12,"   Ricky Stenhouse, Jr.",   ,5,2019
1581,14,   Chris Buescher,40.491   ,5,2019
1582,16,   Ty Dillon,40.523   ,5,2019
1583,18,   Erik Jones,40.590   ,5,2019
1584,20,   Daniel Suarez,40.620   ,5,2019
1585,22,   William Byron,40.733   ,5,2019
1586,24,   Matt DiBenedetto,41.497   ,5,2019
1587,26,   Ryan Preece,40.572   ,5,2019
1588,28,   Bubba Wallace,40.666   ,5,2019
1589,30,   Corey LaJoie,40.941   ,5,2019
1590,32,   Matt Tifft,41.184   ,5,2019
1591,34,   Cody Ware,41.745   ,5,2019
1592,36,   B.J. McLeod,42.755   ,5,2019
1593,38,   Joey Gase,43.519   ,5,2019
1594,1,   Joey Logano,19.356   ,6,2019
1595,3,   Brad Keselowski,19.430   ,6,2019
1596,5,   Denny Hamlin,19.449   ,6,2019
1597,7,   Chase Elliott,19.511   ,6,2019
1598,9,   Daniel Suarez,19.556   ,6,2019
1599,11,   Jimmie Johnson,19.608   ,6,2019
1600,13,   Kyle Busch,19.579   ,6,2019
1601,15,   Ryan Preece,19.588   ,6,2019
1602,17,   Ryan Blaney,19.602   ,6,2019
1603,19,   Kurt Busch,19.623   ,6,2019
1604,21,   Matt DiBenedetto,19.630   ,6,2019
1605,23,   Michael McDowell,19.695   ,6,2019
1606,25,   David Ragan,19.703   ,6,2019
1607,27,   Landon Cassill,19.785   ,6,2019
1608,29,   Austin Dillon,19.814   ,6,2019
1609,31,   Matt Tifft,19.846   ,6,2019
1610,33,   Cody Ware,   ,6,2019
1611,35,   D.J. Kennington,   ,6,2019
1612,2,   Aric Almirola,19.393   ,6,2019
1613,4,   Kevin Harvick,19.445   ,6,2019
1614,6,   Kyle Larson,19.502   ,6,2019
1615,8,"   Martin Truex, Jr.",19.518   ,6,2019
1616,10,   Clint Bowyer,19.581   ,6,2019
1617,12,   Chris Buescher,19.571   ,6,2019
1618,14,   Paul Menard,19.583   ,6,2019
1619,16,   Alex Bowman,19.593   ,6,2019
1620,18,   Erik Jones,19.602   ,6,2019
1621,20,   Ryan Newman,19.626   ,6,2019
1622,22,   Ty Dillon,19.652   ,6,2019
1623,24,"   Ricky Stenhouse, Jr.",19.664   ,6,2019
1624,26,   Bubba Wallace,19.742   ,6,2019
1625,28,   Daniel Hemric,19.807   ,6,2019
1626,30,   Ross Chastain,19.846   ,6,2019
1627,32,   Corey LaJoie,   ,6,2019
1628,34,   William Byron,   ,6,2019
1629,36,   Jeb Burton,   ,6,2019
1630,1,   Jimmie Johnson,28.588   ,7,2019
1631,3,   Chase Elliott,28.682   ,7,2019
1632,5,   Austin Dillon,28.862   ,7,2019
1633,7,   Daniel Hemric,28.905   ,7,2019
1634,9,   Ty Dillon,28.956   ,7,2019
1635,11,   Erik Jones,29.071   ,7,2019
1636,13,   Ryan Blaney,28.927   ,7,2019
1637,15,   Michael McDowell,28.964   ,7,2019
1638,17,"   Ricky Stenhouse, Jr.",28.971   ,7,2019
1639,19,   Chris Buescher,29.016   ,7,2019
1640,21,   Aric Almirola,29.226   ,7,2019
1641,23,   Kevin Harvick,30.135   ,7,2019
1642,25,   Clint Bowyer,29.096   ,7,2019
1643,27,   Ryan Preece,29.164   ,7,2019
1644,29,   Matt Tifft,29.265   ,7,2019
1645,31,   Corey LaJoie,29.305   ,7,2019
1646,33,   Parker Kligerman,29.549   ,7,2019
1647,35,   Ross Chastain,29.987   ,7,2019
1648,37,   Reed Sorenson,30.513   ,7,2019
1649,39,   Timmy Hill,31.416   ,7,2019
1650,2,   William Byron,28.660   ,7,2019
1651,4,   Daniel Suarez,28.741   ,7,2019
1652,6,   Denny Hamlin,28.895   ,7,2019
1653,8,   Joey Logano,28.928   ,7,2019
1654,10,   Bubba Wallace,28.990   ,7,2019
1655,12,   Brad Keselowski,29.412   ,7,2019
1656,14,   Paul Menard,28.937   ,7,2019
1657,16,   Kyle Busch,28.971   ,7,2019
1658,18,   Ryan Newman,29.005   ,7,2019
1659,20,"   Martin Truex, Jr.",29.161   ,7,2019
1660,22,   Kyle Larson,29.282   ,7,2019
1661,24,   Alex Bowman,   ,7,2019
1662,26,   Matt DiBenedetto,29.110   ,7,2019
1663,28,   David Ragan,29.265   ,7,2019
1664,30,   Kurt Busch,29.283   ,7,2019
1665,32,   Landon Cassill,29.429   ,7,2019
1666,34,   B.J. McLeod,29.844   ,7,2019
1667,36,   Bayley Currey,30.235   ,7,2019
1668,38,   Garrett Smithley,30.530   ,7,2019
1669,1,   Chase Elliott,14.568   ,8,2019
1670,3,   Ryan Blaney,14.627   ,8,2019
1671,5,   Denny Hamlin,14.681   ,8,2019
1672,7,   Joey Logano,14.734   ,8,2019
1673,9,   Paul Menard,14.757   ,8,2019
1674,11,   Ryan Newman,14.801   ,8,2019
1675,13,   Kevin Harvick,14.706   ,8,2019
1676,15,   Austin Dillon,14.729   ,8,2019
1677,17,   Kyle Busch,14.780   ,8,2019
1678,19,"   Ricky Stenhouse, Jr.",14.799   ,8,2019
1679,21,   Matt DiBenedetto,14.834   ,8,2019
1680,23,"   Martin Truex, Jr.",14.854   ,8,2019
1681,25,   Chris Buescher,14.914   ,8,2019
1682,27,   Kurt Busch,14.955   ,8,2019
1683,29,   Matt Tifft,14.987   ,8,2019
1684,31,   Landon Cassill,15.156   ,8,2019
1685,33,   Gray Gaulding,15.280   ,8,2019
1686,35,   Timmy Hill,15.741   ,8,2019
1687,37,   Ross Chastain,   ,8,2019
1688,2,   William Byron,14.606   ,8,2019
1689,4,   Erik Jones,14.641   ,8,2019
1690,6,   Aric Almirola,14.692   ,8,2019
1691,8,   Clint Bowyer,14.741   ,8,2019
1692,10,   Jimmie Johnson,14.780   ,8,2019
1693,12,   Brad Keselowski,14.803   ,8,2019
1694,14,   Alex Bowman,14.706   ,8,2019
1695,16,   Kyle Larson,14.734   ,8,2019
1696,18,   Michael McDowell,14.784   ,8,2019
1697,20,   Daniel Suarez,14.809   ,8,2019
1698,22,   David Ragan,14.838   ,8,2019
1699,24,   Ty Dillon,14.951   ,8,2019
1700,26,   Daniel Hemric,14.926   ,8,2019
1701,28,   Bubba Wallace,14.957   ,8,2019
1702,30,   Ryan Preece,15.078   ,8,2019
1703,32,   Corey LaJoie,15.268   ,8,2019
1704,34,   Bayley Currey,15.495   ,8,2019
1705,36,   Quin Houff,16.656   ,8,2019
1706,1,   Kevin Harvick,21.722   ,9,2019
1707,3,   Kurt Busch,21.797   ,9,2019
1708,5,   Kyle Busch,21.845   ,9,2019
1709,7,   Chase Elliott,21.924   ,9,2019
1710,9,   Daniel Suarez,22.021   ,9,2019
1711,11,   Chris Buescher,22.106   ,9,2019
1712,13,   Paul Menard,21.848   ,9,2019
1713,15,   Aric Almirola,21.865   ,9,2019
1714,17,   Alex Bowman,21.891   ,9,2019
1715,19,   William Byron,21.899   ,9,2019
1716,21,   Clint Bowyer,21.925   ,9,2019
1717,23,   Ryan Preece,21.951   ,9,2019
1718,25,   Michael McDowell,21.802   ,9,2019
1719,27,   Matt DiBenedetto,21.823   ,9,2019
1720,29,   Ryan Blaney,21.849   ,9,2019
1721,31,   Ryan Newman,21.898   ,9,2019
1722,33,   Bayley Currey,22.046   ,9,2019
1723,35,   Quin Houff,22.384   ,9,2019
1724,37,   Ross Chastain,   ,9,2019
1725,2,   Erik Jones,21.760   ,9,2019
1726,4,   Joey Logano,21.832   ,9,2019
1727,6,"   Martin Truex, Jr.",21.880   ,9,2019
1728,8,   Austin Dillon,21.958   ,9,2019
1729,10,   Jimmie Johnson,22.101   ,9,2019
1730,12,   Brad Keselowski,22.120   ,9,2019
1731,14,   Kyle Larson,21.855   ,9,2019
1732,16,"   Ricky Stenhouse, Jr.",21.871   ,9,2019
1733,18,   Denny Hamlin,21.898   ,9,2019
1734,20,   Matt Tifft,21.900   ,9,2019
1735,22,   David Ragan,21.934   ,9,2019
1736,24,   Daniel Hemric,22.099   ,9,2019
1737,26,   Bubba Wallace,21.821   ,9,2019
1738,28,   Corey LaJoie,21.843   ,9,2019
1739,30,   Ty Dillon,21.873   ,9,2019
1740,32,   Landon Cassill,21.920   ,9,2019
1741,34,   Jeb Burton,22.211   ,9,2019
1742,36,   Joey Gase,22.652   ,9,2019
1743,1,   Austin Dillon,49.734   ,10,2019
1744,3,   Clint Bowyer,49.947   ,10,2019
1745,5,   Daniel Hemric,50.022   ,10,2019
1746,7,   Ryan Blaney,50.080   ,10,2019
1747,9,   Alex Bowman,50.164   ,10,2019
1748,11,   Chase Elliott,50.201   ,10,2019
1749,13,   Ty Dillon,50.310   ,10,2019
1750,15,   David Ragan,50.344   ,10,2019
1751,17,   Paul Menard,50.421   ,10,2019
1752,19,   Kevin Harvick,50.450   ,10,2019
1753,21,   Jimmie Johnson,50.519   ,10,2019
1754,23,   Denny Hamlin,50.596   ,10,2019
1755,25,   William Byron,50.699   ,10,2019
1756,27,   Erik Jones,50.821   ,10,2019
1757,29,   Tyler Reddick,51.170   ,10,2019
1758,31,   Chris Buescher,51.374   ,10,2019
1759,33,   Jeffrey Earnhardt,51.432   ,10,2019
1760,35,   Parker Kligerman,52.081   ,10,2019
1761,37,   Reed Sorenson,52.184   ,10,2019
1762,39,   Stanton Barrett,52.984   ,10,2019
1763,2,   Aric Almirola,49.841   ,10,2019
1764,4,   Brad Keselowski,49.965   ,10,2019
1765,6,"   Ricky Stenhouse, Jr.",50.037   ,10,2019
1766,8,   Joey Logano,50.112   ,10,2019
1767,10,   Kyle Larson,50.193   ,10,2019
1768,12,   Michael McDowell,50.251   ,10,2019
1769,14,   Kurt Busch,50.316   ,10,2019
1770,16,   Daniel Suarez,50.419   ,10,2019
1771,18,   Matt Tifft,50.447   ,10,2019
1772,20,"   Martin Truex, Jr.",50.482   ,10,2019
1773,22,   Kyle Busch,50.593   ,10,2019
1774,24,   Ryan Newman,50.614   ,10,2019
1775,26,   Matt DiBenedetto,50.817   ,10,2019
1776,28,   Bubba Wallace,50.870   ,10,2019
1777,30,   Ryan Preece,51.269   ,10,2019
1778,32,   Landon Cassill,51.382   ,10,2019
1779,34,   Ross Chastain,51.800   ,10,2019
1780,36,   Corey LaJoie,52.100   ,10,2019
1781,38,   Justin Haley,52.197   ,10,2019
1782,40,   Cody Ware,53.148   ,10,2019
1783,1,   Chase Elliott,21.692   ,11,2019
1784,3,   Kyle Larson,21.757   ,11,2019
1785,5,   Alex Bowman,21.857   ,11,2019
1786,7,   Aric Almirola,21.918   ,11,2019
1787,9,   Brad Keselowski,21.936   ,11,2019
1788,11,   Ryan Blaney,22.008   ,11,2019
1789,13,"   Martin Truex, Jr.",22.055   ,11,2019
1790,15,   Erik Jones,22.086   ,11,2019
1791,17,   Matt DiBenedetto,22.108   ,11,2019
1792,19,   Kurt Busch,22.140   ,11,2019
1793,21,   Ryan Newman,22.176   ,11,2019
1794,23,   Daniel Hemric,22.267   ,11,2019
1795,25,   Ty Dillon,22.325   ,11,2019
1796,27,   Bubba Wallace,22.419   ,11,2019
1797,29,   Ryan Preece,22.698   ,11,2019
1798,31,   Landon Cassill,22.948   ,11,2019
1799,33,   Cody Ware,23.369   ,11,2019
1800,35,   Quin Houff,23.465   ,11,2019
1801,37,   Reed Sorenson,   ,11,2019
1802,2,   William Byron,21.745   ,11,2019
1803,4,   Joey Logano,21.855   ,11,2019
1804,6,   Kevin Harvick,21.907   ,11,2019
1805,8,   Denny Hamlin,21.931   ,11,2019
1806,10,   Clint Bowyer,21.949   ,11,2019
1807,12,   Jimmie Johnson,22.039   ,11,2019
1808,14,   Daniel Suarez,22.073   ,11,2019
1809,16,   Austin Dillon,22.090   ,11,2019
1810,18,   Paul Menard,22.136   ,11,2019
1811,20,"   Ricky Stenhouse, Jr.",22.152   ,11,2019
1812,22,   Kyle Busch,22.233   ,11,2019
1813,24,   David Ragan,22.317   ,11,2019
1814,26,   Michael McDowell,22.326   ,11,2019
1815,28,   Corey LaJoie,22.572   ,11,2019
1816,30,   Chris Buescher,22.829   ,11,2019
1817,32,   Matt Tifft,23.132   ,11,2019
1818,34,   B.J. McLeod,23.384   ,11,2019
1819,36,   Ross Chastain,   ,11,2019
1820,1,   Kevin Harvick,30.131   ,12,2019
1821,3,   William Byron,30.483   ,12,2019
1822,5,   Alex Bowman,30.542   ,12,2019
1823,7,   Bubba Wallace,30.579   ,12,2019
1824,9,   Kurt Busch,30.586   ,12,2019
1825,11,   Denny Hamlin,30.651   ,12,2019
1826,13,   Ryan Blaney,30.676   ,12,2019
1827,15,   Austin Dillon,30.751   ,12,2019
1828,17,   Daniel Hemric,30.825   ,12,2019
1829,19,   Ryan Newman,30.893   ,12,2019
1830,21,   Tyler Reddick,30.932   ,12,2019
1831,23,   Bayley Currey,30.956   ,12,2019
1832,25,   Quin Houff,31.123   ,12,2019
1833,27,   Ross Chastain,31.242   ,12,2019
1834,29,   Reed Sorenson,   ,12,2019
1835,31,"   Martin Truex, Jr.",   ,12,2019
1836,33,   Aric Almirola,   ,12,2019
1837,35,   Kyle Larson,   ,12,2019
1838,37,   Michael McDowell,   ,12,2019
1839,39,   Timmy Hill,   ,12,2019
1840,2,   Clint Bowyer,30.282   ,12,2019
1841,4,   Brad Keselowski,30.540   ,12,2019
1842,6,   Erik Jones,30.577   ,12,2019
1843,8,   Kyle Busch,30.586   ,12,2019
1844,10,   Paul Menard,30.644   ,12,2019
1845,12,   Jimmie Johnson,30.673   ,12,2019
1846,14,"   Ricky Stenhouse, Jr.",30.732   ,12,2019
1847,16,   Corey LaJoie,30.820   ,12,2019
1848,18,   Chris Buescher,30.889   ,12,2019
1849,20,   Matt DiBenedetto,30.917   ,12,2019
1850,22,   Ryan Preece,30.938   ,12,2019
1851,24,   David Ragan,30.992   ,12,2019
1852,26,   Matt Tifft,31.192   ,12,2019
1853,28,   Cody Ware,31.590   ,12,2019
1854,30,   Joey Logano,   ,12,2019
1855,32,   Chase Elliott,   ,12,2019
1856,34,   Daniel Suarez,   ,12,2019
1857,36,   Ty Dillon,   ,12,2019
1858,38,   Landon Cassill,   ,12,2019
1859,40,   Joey Gase,   ,12,2019
1860,1,   William Byron,29.440   ,13,2019
1861,3,   Kyle Busch,29.519   ,13,2019
1862,5,   Kevin Harvick,29.550   ,13,2019
1863,7,   Joey Logano,29.560   ,13,2019
